Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Revenue,"3,055.44","4,212.09","1,764.05","1,765.44",958.46,"1,479.94","1,254.37",814.44,603.89,478.66,Upgrade
Revenue Growth (YoY),-27.46%,138.77%,-0.08%,84.20%,-35.24%,17.98%,54.02%,34.87%,26.16%,43.29%,Upgrade
Gross Profit,"3,055.44","4,212.09","1,764.05","1,765.44",958.46,"1,479.94","1,254.37",814.44,603.89,478.66,Upgrade
"Selling, General & Admin","2,193.85","1,606.81","1,026.25",923.57,786.34,710.84,607.5,639.25,623.21,472.37,Upgrade
Other Operating Expenses,555.24,"1,803.27",424.24,539.23,84.02,793.92,408.92,129.79,236.83,329.53,Upgrade
Operating Expenses,"2,749.09","3,410.08","1,450.49","1,462.8",870.36,"1,504.76","1,016.42",769.04,860.04,801.9,Upgrade
Operating Income,306.36,802.01,313.56,302.64,88.1,-24.82,237.95,45.4,-256.15,-323.24,Upgrade
Interest Expense / Income,482.72,294.81,311.22,297.42,244.34,147.95,109.43,97.77,0,543.91,Upgrade
Other Expense / Income,-415.79,-49.02,-204.8,-196.04,-245.47,-225.89,5.69,-90.81,-302.39,-926.41,Upgrade
Pretax Income,239.43,556.22,207.14,201.26,89.22,53.13,122.83,38.44,46.24,59.26,Upgrade
Income Tax,71.89,147.39,54.99,52.38,32.2,-23.05,11.02,19.06,11.25,59.26,Upgrade
Net Income,167.54,408.84,152.14,148.88,57.02,76.18,111.81,19.38,34.99,0,Upgrade
Preferred Dividends,0,22.09,21.7,21.7,21.7,21.7,12.18,0,0,0,Upgrade
Net Income Common,167.54,386.75,130.44,127.18,35.32,54.48,99.63,19.38,34.99,0,Upgrade
Net Income Growth,-56.68%,196.49%,2.56%,260.09%,-35.17%,-45.32%,414.15%,-44.62%,-,-,Upgrade
Shares Outstanding (Basic),176,164,135,108,96,82,81,81,80,80,Upgrade
Shares Outstanding (Diluted),176,180,150,120,96,82,83,81,80,-,Upgrade
Shares Change,-2.55%,20.47%,24.72%,24.84%,17.33%,-1.33%,2.81%,0.39%,0.80%,-,Upgrade
EPS (Basic),0.87,2.24,0.89,1.11,0.30,0.62,1.22,0.23,0.43,-,Upgrade
EPS (Diluted),0.87,2.15,0.87,1.06,0.30,0.62,1.20,0.23,0.43,-,Upgrade
EPS Growth,-59.53%,147.13%,-17.92%,253.33%,-51.61%,-48.33%,421.74%,-46.51%,-,-,Upgrade
Free Cash Flow Per Share,-4.39,-16.02,-3.27,-19.46,-14.95,-23.17,-7.90,-6.68,18.86,27.13,Upgrade
Dividend Per Share,1.830,1.880,1.600,1.280,1.333,1.130,0.830,0.880,0.420,-,Upgrade
Dividend Growth,-2.66%,17.50%,25.00%,-3.98%,17.96%,36.14%,-5.68%,109.52%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,10.03%,19.04%,17.78%,17.14%,9.19%,-1.68%,18.97%,5.57%,-42.42%,-67.53%,Upgrade
Profit Margin,5.48%,9.18%,7.39%,7.20%,3.69%,3.68%,7.94%,2.38%,5.79%,-,Upgrade
Free Cash Flow Margin,-25.20%,-62.28%,-25.03%,-118.94%,-149.77%,-128.12%,-50.83%,-66.14%,251.03%,451.82%,Upgrade
Effective Tax Rate,30.03%,26.50%,26.55%,26.02%,36.09%,-43.39%,8.97%,49.59%,24.34%,100.00%,Upgrade
EBITDA,"1,063.49",964.32,559.61,538.14,362.08,233.88,269.72,191.49,82.37,652.7,Upgrade
EBITDA Margin,34.81%,22.89%,31.72%,30.48%,37.78%,15.80%,21.50%,23.51%,13.64%,136.36%,Upgrade
Depreciation & Amortization,341.34,113.29,41.25,39.46,28.52,32.81,37.46,55.28,36.13,49.53,Upgrade
EBIT,722.15,851.03,518.36,498.68,333.57,201.07,232.26,136.21,46.24,603.17,Upgrade
EBIT Margin,23.63%,20.20%,29.38%,28.25%,34.80%,13.59%,18.52%,16.72%,7.66%,126.01%,Upgrade
