Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Revenue,595.93,735.52,404.73,288.37,311.23,339.49,302.83,203.44,162.3,124.32,Upgrade
Revenue Growth (YoY),-18.98%,81.73%,40.35%,-7.35%,-8.32%,12.11%,48.85%,25.35%,30.55%,43.33%,Upgrade
Cost of Revenue,22.98,17.82,14.72,9.47,4.39,0.52,0,0,0,0,Upgrade
Gross Profit,572.95,717.69,390.02,278.89,306.85,338.96,302.83,203.44,162.3,124.32,Upgrade
"Selling, General & Admin",240.98,232.1,171.45,149.82,183.79,182.09,140.04,90.56,71.01,55.47,Upgrade
Other Operating Expenses,40.68,44.39,28.81,21.3,32,33,38.19,24.39,25.78,18.55,Upgrade
Operating Expenses,281.65,276.48,200.26,171.12,215.79,215.08,178.23,114.95,96.79,74.02,Upgrade
Operating Income,291.3,441.21,189.76,107.78,91.05,123.88,124.6,88.5,65.51,50.3,Upgrade
Other Expense / Income,-,39.62,10.46,2.06,-,-,-,-,1.32,-,Upgrade
Pretax Income,291.3,401.59,179.3,105.72,91.05,123.88,124.6,88.5,64.2,50.3,Upgrade
Income Tax,63.26,86.94,46.72,26.39,19.36,45.04,45.89,29.91,20.98,17.6,Upgrade
Net Income,228.03,314.65,132.58,79.33,71.7,78.84,78.7,58.58,43.21,32.69,Upgrade
Preferred Dividends,9.63,14.51,14.04,14.46,14.46,14.46,9.52,2.49,0,0,Upgrade
Net Income Common,218.4,300.13,118.54,64.87,57.24,64.38,69.19,56.09,43.21,32.69,Upgrade
Net Income Growth,-27.23%,153.20%,82.74%,13.33%,-11.09%,-6.95%,23.35%,29.80%,32.18%,37.27%,Upgrade
Shares Outstanding (Basic),33,32,32,31,32,31,28,27,27,27,Upgrade
Shares Change,0.32%,2.57%,0.90%,-1.16%,2.86%,11.84%,2.46%,0.55%,-1.58%,33.77%,Upgrade
EPS (Basic),6.69,9.29,3.76,2.08,1.81,2.10,2.51,2.09,1.62,1.34,Upgrade
EPS (Diluted),6.51,8.91,3.74,2.05,1.78,1.97,2.31,1.96,1.55,1.30,Upgrade
EPS Growth,-26.94%,138.24%,82.44%,15.17%,-9.64%,-14.72%,17.86%,26.45%,19.23%,-17.20%,Upgrade
Free Cash Flow Per Share,-3.90,7.66,3.90,0.90,1.85,1.23,3.12,2.37,-20.34,26.44,Upgrade
Dividend Per Share,-,-,1.931,-,-,-,-,-,-,-,Upgrade
Gross Margin,96.14%,97.58%,96.36%,96.71%,98.59%,99.85%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,48.88%,59.99%,46.88%,37.38%,29.26%,36.49%,41.14%,43.50%,40.37%,40.46%,Upgrade
Profit Margin,36.65%,40.81%,29.29%,22.49%,18.39%,18.96%,22.85%,27.57%,26.63%,26.30%,Upgrade
Free Cash Flow Margin,-21.26%,33.76%,30.45%,9.78%,18.79%,11.14%,28.39%,31.28%,-335.03%,577.65%,Upgrade
Effective Tax Rate,21.72%,21.65%,26.06%,24.96%,21.26%,36.36%,36.83%,33.80%,32.68%,35.00%,Upgrade
EBITDA,318.45,423.25,197.81,119.33,105.21,134.68,130.49,92.49,67.78,53.43,Upgrade
EBITDA Margin,53.44%,57.55%,48.87%,41.38%,33.80%,39.67%,43.09%,45.46%,41.76%,42.97%,Upgrade
Depreciation & Amortization,27.16,21.67,18.51,13.61,14.16,10.8,5.9,4,3.58,3.13,Upgrade
EBIT,291.3,401.59,179.3,105.72,91.05,123.88,124.6,88.5,64.2,50.3,Upgrade
EBIT Margin,48.88%,54.60%,44.30%,36.66%,29.26%,36.49%,41.14%,43.50%,39.55%,40.46%,Upgrade
