Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"4,391.44","4,737.09","3,752.06","3,337.03","3,024.88","2,926.43","2,575.5","2,331.59","2,208.42","1,973.45",Upgrade
Revenue Growth (YoY),-7.30%,26.25%,12.44%,10.32%,3.36%,13.63%,10.46%,5.58%,11.91%,23.80%,Upgrade
Gross Profit,"4,391.44","4,737.09","3,752.06","3,337.03","3,024.88","2,926.43","2,575.5","2,331.59","2,208.42","1,973.45",Upgrade
"Selling, General & Admin","3,132.37","3,335.72","2,774.7","2,412.45","2,175.37","2,359.26","2,141.3","1,949.52","1,716.45","1,606.61",Upgrade
Other Operating Expenses,373.96,334.29,326.21,325.44,315.15,297.63,291.62,240.5,201.18,181.61,Upgrade
Operating Expenses,"3,506.32","3,670.01","3,100.9","2,737.89","2,490.52","2,656.9","2,432.91","2,190.03","1,917.63","1,788.22",Upgrade
Operating Income,885.12,"1,067.08",651.16,599.14,534.36,269.54,142.58,141.57,290.79,185.23,Upgrade
Other Expense / Income,-,-,-,1.59,-,-,-,-,3.06,10.89,Upgrade
Pretax Income,885.12,"1,067.08",651.16,597.55,534.36,269.54,142.58,141.57,287.73,174.34,Upgrade
Income Tax,222.96,242.22,147.69,149.15,140.39,86.67,61.06,49.23,111.66,12.32,Upgrade
Net Income,662.16,824.86,503.47,448.4,393.97,182.87,81.52,92.34,176.07,162.01,Upgrade
Preferred Dividends,37.28,35.59,27.26,17.32,9.38,9.38,3.91,0,0,0,Upgrade
Net Income Common,624.87,789.27,476.21,431.08,384.59,173.5,77.61,92.34,176.07,162.01,Upgrade
Net Income Growth,-20.83%,65.74%,10.47%,12.09%,121.67%,123.54%,-15.94%,-47.56%,8.67%,16.92%,Upgrade
Shares Outstanding (Basic),109,108,106,108,108,103,100,103,100,95,Upgrade
Shares Outstanding (Diluted),118,119,115,118,122,122,116,118,115,110,Upgrade
Shares Change,-0.84%,3.45%,-2.80%,-3.36%,0.35%,4.48%,-1.26%,2.85%,3.91%,16.79%,Upgrade
EPS (Basic),5.74,7.34,4.49,3.99,3.57,1.69,0.77,0.90,1.77,1.70,Upgrade
EPS (Diluted),5.32,6.66,4.16,3.66,3.15,1.43,0.67,0.79,1.54,1.47,Upgrade
EPS Growth,-20.12%,60.10%,13.66%,16.19%,120.74%,113.94%,-15.25%,-48.90%,4.98%,0%,Upgrade
Free Cash Flow Per Share,9.88,7.74,14.96,4.34,4.11,6.34,-4.68,-3.23,2.24,7.51,Upgrade
Dividend Per Share,1.200,0.600,0.453,0.400,0.320,0.133,-,-,-,-,Upgrade
Dividend Growth,100.00%,32.45%,13.25%,25.00%,140.60%,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,20.16%,22.53%,17.35%,17.95%,17.67%,9.21%,5.54%,6.07%,13.17%,9.39%,Upgrade
Profit Margin,14.23%,16.66%,12.69%,12.92%,12.71%,5.93%,3.01%,3.96%,7.97%,8.21%,Upgrade
Free Cash Flow Margin,24.48%,17.57%,42.34%,14.05%,14.65%,22.27%,-18.23%,-14.22%,10.13%,36.28%,Upgrade
Effective Tax Rate,25.19%,22.70%,22.68%,24.96%,26.27%,32.15%,42.83%,34.78%,38.81%,7.07%,Upgrade
EBITDA,955.33,"1,130.84",711.64,651.93,574.82,314.17,200.16,188.71,329.38,220.45,Upgrade
EBITDA Margin,21.75%,23.87%,18.97%,19.54%,19.00%,10.74%,7.77%,8.09%,14.91%,11.17%,Upgrade
Depreciation & Amortization,70.21,63.76,60.48,54.38,40.45,44.63,57.57,47.14,41.65,46.12,Upgrade
EBIT,885.12,"1,067.08",651.16,597.55,534.36,269.54,142.58,141.57,287.73,174.34,Upgrade
EBIT Margin,20.16%,22.53%,17.35%,17.91%,17.67%,9.21%,5.54%,6.07%,13.03%,8.83%,Upgrade
