Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"19,502","22,106","22,147","22,307","21,758","21,667","22,559","20,872","22,728","23,939",Upgrade
Revenue Growth (YoY),-11.78%,-0.19%,-0.72%,2.52%,0.42%,-3.95%,8.08%,-8.17%,-5.06%,-5.62%,Upgrade
Cost of Revenue,"9,153","10,576","11,796","11,942","12,000","12,181","12,919","11,746","12,937","13,813",Upgrade
Gross Profit,"10,349","11,530","10,351","10,365","9,758","9,486","9,640","9,126","9,791","10,126",Upgrade
"Selling, General & Admin","5,519","5,970","5,950","5,692","5,553","5,228","5,305","4,975","4,983","5,017",Upgrade
Operating Expenses,"5,519","5,970","5,950","5,692","5,553","5,228","5,305","4,975","4,983","5,017",Upgrade
Operating Income,"4,830","5,560","4,401","4,673","4,205","4,258","4,335","4,151","4,808","5,109",Upgrade
Interest Expense / Income,226,238,242,228,222,240,268,289,317,293,Upgrade
Pretax Income,"4,604","5,322","4,159","4,445","3,983","4,018","4,067","3,862","4,491","4,816",Upgrade
Income Tax,403,997,-619,"1,141","1,063",-586,"1,408","1,329","1,540","1,658",Upgrade
Net Income,"4,201","4,325","4,778","3,304","2,920","4,604","2,659","2,533","2,951","3,158",Upgrade
Net Income Growth,-2.87%,-9.48%,44.61%,13.15%,-36.58%,73.15%,4.97%,-14.16%,-6.55%,10.19%,Upgrade
Shares Outstanding (Basic),635,674,714,742,770,792,823,861,902,929,Upgrade
Shares Outstanding (Diluted),638,677,716,746,775,798,828,866,908,935,Upgrade
Shares Change,-5.77%,-5.51%,-4.05%,-3.64%,-2.91%,-3.62%,-4.44%,-4.59%,-2.87%,-0.40%,Upgrade
EPS (Basic),6.62,6.42,6.69,4.45,3.79,5.81,3.23,2.94,3.27,3.40,Upgrade
EPS (Diluted),6.59,6.39,6.67,4.43,3.77,5.77,3.21,2.92,3.25,3.38,Upgrade
EPS Growth,3.13%,-4.20%,50.56%,17.51%,-34.66%,79.75%,9.74%,-10.00%,-3.85%,10.64%,Upgrade
Free Cash Flow Per Share,6.11,7.50,8.35,7.35,7.82,7.74,7.28,7.87,7.26,11.35,Upgrade
Dividend Per Share,1.600,1.320,1.120,1.080,1.040,0.870,0.830,0.790,0.750,0.710,Upgrade
Dividend Growth,21.21%,17.86%,3.70%,3.85%,19.54%,4.82%,5.06%,5.33%,5.63%,5.97%,Upgrade
Gross Margin,53.07%,52.16%,46.74%,46.47%,44.85%,43.78%,42.73%,43.72%,43.08%,42.30%,Upgrade
Operating Margin,24.77%,25.15%,19.87%,20.95%,19.33%,19.65%,19.22%,19.89%,21.15%,21.34%,Upgrade
Profit Margin,21.54%,19.56%,21.57%,14.81%,13.42%,21.25%,11.79%,12.14%,12.98%,13.19%,Upgrade
Free Cash Flow Margin,19.89%,22.85%,26.90%,24.45%,27.64%,28.28%,26.54%,32.46%,28.82%,44.06%,Upgrade
Effective Tax Rate,8.75%,18.73%,-14.88%,25.67%,26.69%,-14.58%,34.62%,34.41%,34.29%,34.43%,Upgrade
EBITDA,"4,830","5,560","4,401","4,673","4,205","4,258","4,335","4,151","4,808","5,109",Upgrade
EBITDA Margin,24.77%,25.15%,19.87%,20.95%,19.33%,19.65%,19.22%,19.89%,21.15%,21.34%,Upgrade
EBIT,"4,830","5,560","4,401","4,673","4,205","4,258","4,335","4,151","4,808","5,109",Upgrade
EBIT Margin,24.77%,25.15%,19.87%,20.95%,19.33%,19.65%,19.22%,19.89%,21.15%,21.34%,Upgrade
