Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,"1,985.76","3,167.36","3,705.6","1,477.4",984.63,955.46,931.89,713.11,518.28,386.56,Upgrade
Revenue Growth (YoY),-37.31%,-14.52%,150.82%,50.05%,3.05%,2.53%,30.68%,37.59%,34.07%,45.82%,Upgrade
Cost of Revenue,59.63,109.84,256.93,164.7,137.1,117.7,85.86,68.09,48.43,7.03,Upgrade
Gross Profit,"1,926.13","3,057.53","3,448.66","1,312.71",847.53,837.77,846.03,645.03,469.85,379.53,Upgrade
"Selling, General & Admin","1,208.96","1,646.92","1,176.96",755.68,545.54,471.62,440.49,346.02,226.81,178.3,Upgrade
Other Operating Expenses,51.92,51.43,31.09,27.58,34.29,30.24,22.46,19.82,20.01,19.11,Upgrade
Operating Expenses,"1,260.88","1,698.34","1,208.05",783.26,579.83,501.86,462.95,365.83,246.81,197.41,Upgrade
Operating Income,665.25,"1,359.18","2,240.61",529.44,267.7,335.91,383.08,279.19,223.03,182.13,Upgrade
Other Expense / Income,-,-,-,-,156.75,210.77,270.9,200.33,159.47,157.77,Upgrade
Pretax Income,665.25,"1,359.18","2,240.61",529.44,110.95,125.14,112.18,78.86,63.56,24.36,Upgrade
Income Tax,189.74,355.69,593.73,136.48,23.25,24.39,46.1,31.64,26.72,9.96,Upgrade
Net Income,475.51,"1,003.49","1,646.88",392.97,87.69,100.76,66.08,47.23,36.84,14.4,Upgrade
Net Income Growth,-52.61%,-39.07%,319.09%,348.11%,-12.96%,52.48%,39.91%,28.19%,155.85%,-87.83%,Upgrade
Shares Outstanding (Basic),53,64,75,78,34,23,22,22,21,17,Upgrade
Shares Outstanding (Diluted),56,67,79,80,35,25,77,76,76,76,Upgrade
Shares Change,-17.08%,-14.30%,-2.01%,127.45%,41.29%,-67.38%,0.69%,0.20%,0.08%,583.03%,Upgrade
EPS (Basic),8.96,15.73,21.91,5.02,2.62,4.34,2.98,2.17,1.73,0.83,Upgrade
EPS (Diluted),8.50,14.87,20.92,4.89,2.59,4.03,2.94,2.17,1.73,0.82,Upgrade
EPS Growth,-42.84%,-28.92%,327.81%,88.80%,-35.73%,37.07%,35.48%,25.43%,110.98%,-99.86%,Upgrade
Free Cash Flow Per Share,112.20,39.28,-83.26,-29.16,16.15,-39.10,-43.71,1.90,-27.47,-6.09,Upgrade
Dividend Per Share,0.800,0.800,0.540,0.120,0.400,-,-,-,-,-,Upgrade
Dividend Growth,0%,48.15%,350.00%,-70.00%,-,-,-,-,-,-,Upgrade
Gross Margin,97.00%,96.53%,93.07%,88.85%,86.08%,87.68%,90.79%,90.45%,90.66%,98.18%,Upgrade
Operating Margin,33.50%,42.91%,60.47%,35.84%,27.19%,35.16%,41.11%,39.15%,43.03%,47.11%,Upgrade
Profit Margin,23.95%,31.68%,44.44%,26.60%,8.91%,10.55%,7.09%,6.62%,7.11%,3.73%,Upgrade
Free Cash Flow Margin,299.84%,79.13%,-168.87%,-154.37%,55.00%,-94.95%,-103.95%,5.78%,-112.62%,-27.25%,Upgrade
Effective Tax Rate,28.52%,26.17%,26.50%,25.78%,20.96%,19.49%,41.10%,40.11%,42.04%,40.89%,Upgrade
EBITDA,715.49,"1,402.12","2,278.47",554.62,123.87,133.54,118.03,81.29,64.93,25.19,Upgrade
EBITDA Margin,36.03%,44.27%,61.49%,37.54%,12.58%,13.98%,12.67%,11.40%,12.53%,6.52%,Upgrade
Depreciation & Amortization,50.24,42.94,37.86,25.18,12.93,8.4,5.85,2.42,1.37,0.82,Upgrade
EBIT,665.25,"1,359.18","2,240.61",529.44,110.95,125.14,112.18,78.86,63.56,24.36,Upgrade
EBIT Margin,33.50%,42.91%,60.47%,35.84%,11.27%,13.10%,12.04%,11.06%,12.26%,6.30%,Upgrade
