Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Revenue,"1,449.57","1,433.2","1,253.76","1,108.6","1,065.58",901.12,718.77,694.7,601.55,573.62,Upgrade
Revenue Growth (YoY),1.14%,14.31%,13.09%,4.04%,18.25%,25.37%,3.47%,15.48%,4.87%,5.00%,Upgrade
Cost of Revenue,481.46,389.28,293.71,200.67,181.16,161.01,107.56,102.14,79.05,89.86,Upgrade
Gross Profit,968.11,"1,043.91",960.05,907.92,884.42,740.11,611.22,592.56,522.5,483.77,Upgrade
"Selling, General & Admin",873.73,977.44,929.98,785,754,630.82,547.9,533.23,463.51,434.63,Upgrade
Operating Expenses,873.73,977.44,929.98,785,754,630.82,547.9,533.23,463.51,434.63,Upgrade
Operating Income,94.38,66.47,30.07,122.92,130.42,109.3,63.32,59.33,58.99,49.13,Upgrade
Interest Expense / Income,0.26,0.15,0.76,1.86,5.05,5.84,9.12,5.94,1.28,0.07,Upgrade
Other Expense / Income,10.2,2.62,1.22,-0.03,1.55,-,-7.37,-4.74,-11.19,-3.44,Upgrade
Pretax Income,83.92,63.7,28.1,121.08,123.82,103.46,61.56,58.12,68.91,52.5,Upgrade
Income Tax,19.71,16.22,4.96,21.18,5.11,17.57,19.96,19.71,26.21,18.46,Upgrade
Net Income,64.21,47.48,23.13,99.9,118.7,85.89,41.6,38.42,42.69,34.04,Upgrade
Preferred Dividends,0,0,0,0,0,0,0.8,1.1,4.84,5.36,Upgrade
Net Income Common,64.21,47.48,23.13,99.9,118.7,85.89,40.8,37.31,37.85,28.68,Upgrade
Net Income Growth,35.24%,105.27%,-76.85%,-15.84%,38.21%,110.52%,9.34%,-1.42%,31.98%,-27.61%,Upgrade
Shares Outstanding (Basic),53,54,52,52,52,50,50,51,41,36,Upgrade
Shares Outstanding (Diluted),54,55,54,53,54,53,51,52,42,37,Upgrade
Shares Change,-2.44%,2.86%,1.03%,-2.47%,2.41%,4.73%,-2.08%,24.19%,12.42%,3.40%,Upgrade
EPS (Basic),1.20,0.87,0.43,1.91,2.27,1.70,0.82,0.73,0.92,0.78,Upgrade
EPS (Diluted),1.19,0.85,0.42,1.88,2.18,1.61,0.80,0.72,0.90,0.76,Upgrade
EPS Growth,40.00%,102.38%,-77.66%,-13.76%,35.40%,101.25%,11.11%,-20.00%,18.42%,-28.97%,Upgrade
Free Cash Flow Per Share,3.62,2.03,2.86,2.14,3.64,3.45,1.44,2.13,0.73,2.42,Upgrade
Gross Margin,66.79%,72.84%,76.57%,81.90%,83.00%,82.13%,85.04%,85.30%,86.86%,84.34%,Upgrade
Operating Margin,6.51%,4.64%,2.40%,11.09%,12.24%,12.13%,8.81%,8.54%,9.81%,8.57%,Upgrade
Profit Margin,4.43%,3.31%,1.84%,9.01%,11.14%,9.53%,5.68%,5.37%,6.29%,5.00%,Upgrade
Free Cash Flow Margin,13.34%,7.65%,11.98%,10.08%,17.83%,19.33%,9.91%,15.71%,4.97%,15.13%,Upgrade
Effective Tax Rate,23.49%,25.46%,17.67%,17.50%,4.13%,16.98%,32.42%,33.91%,38.04%,35.16%,Upgrade
EBITDA,164.79,148.65,114.98,205.05,200.21,173.88,133.16,125.78,107.17,79.67,Upgrade
EBITDA Margin,11.37%,10.37%,9.17%,18.50%,18.79%,19.30%,18.53%,18.11%,17.81%,13.89%,Upgrade
Depreciation & Amortization,80.61,84.8,86.12,82.11,71.34,64.58,62.48,61.71,36.98,27.1,Upgrade
EBIT,84.18,63.85,28.86,122.95,128.86,109.3,70.68,64.07,70.18,52.57,Upgrade
EBIT Margin,5.81%,4.46%,2.30%,11.09%,12.09%,12.13%,9.83%,9.22%,11.67%,9.16%,Upgrade
