Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,303.57,275.17,225.04,227.26,171.28,138.08,118.08,93.79,83.55,85.02,Upgrade
Revenue Growth (YoY),10.32%,22.27%,-0.98%,32.69%,24.05%,16.94%,25.89%,12.26%,-1.74%,21.63%,Upgrade
Gross Profit,303.57,275.17,225.04,227.26,171.28,138.08,118.08,93.79,83.55,85.02,Upgrade
"Selling, General & Admin",163.08,139.63,134.33,127.11,98.72,81.81,65.66,58.92,57.19,55.15,Upgrade
Other Operating Expenses,26.94,14.07,13.36,27.69,20.42,15.61,11.25,7.09,8.36,10.31,Upgrade
Operating Expenses,190.02,153.7,147.69,154.8,119.14,97.42,76.91,66.01,65.55,65.46,Upgrade
Operating Income,113.55,121.47,77.35,72.46,52.14,40.65,41.17,27.78,17.99,19.56,Upgrade
Other Expense / Income,-,-,4.07,0.44,-,-,4.58,7.19,-,-,Upgrade
Pretax Income,113.55,121.47,73.29,72.03,52.14,40.65,36.59,20.6,17.99,19.56,Upgrade
Income Tax,14.48,22.56,12.71,14.62,9.02,4.95,8.9,3.67,3.04,4.62,Upgrade
Net Income,99.07,98.91,60.58,57.41,43.12,35.71,27.69,16.93,14.95,14.94,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,1.08,3.17,Upgrade
Net Income Common,99.07,98.91,60.58,57.41,43.12,35.71,27.69,16.93,13.87,11.77,Upgrade
Net Income Growth,0.16%,63.26%,5.53%,33.14%,20.76%,28.97%,63.56%,22.04%,17.85%,29.03%,Upgrade
Shares Outstanding (Basic),17,16,16,16,15,13,13,10,8,6,Upgrade
Shares Outstanding (Diluted),17,16,16,16,15,14,13,10,8,6,Upgrade
Shares Change,5.93%,-0.05%,-0.09%,5.99%,10.12%,7.16%,21.58%,30.45%,42.53%,14.79%,Upgrade
EPS (Basic),5.94,6.30,3.84,3.65,2.92,2.68,2.20,1.64,1.75,2.13,Upgrade
EPS (Diluted),5.87,6.20,3.80,3.60,2.86,2.61,2.17,1.61,1.72,2.08,Upgrade
EPS Growth,-5.32%,63.16%,5.56%,25.87%,9.58%,20.28%,34.78%,-6.40%,-17.31%,12.43%,Upgrade
Free Cash Flow Per Share,5.25,4.84,6.85,4.24,3.58,2.10,2.97,2.48,2.97,5.35,Upgrade
Dividend Per Share,0.240,0.240,0.240,0.240,0.240,0.200,0.160,0.080,0.080,0.080,Upgrade
Dividend Growth,0%,0%,0%,0%,20.00%,25.00%,100.00%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,37.41%,44.14%,34.37%,31.89%,30.44%,29.44%,34.87%,29.62%,21.54%,23.00%,Upgrade
Profit Margin,32.63%,35.94%,26.92%,25.26%,25.18%,25.86%,23.45%,18.05%,16.60%,13.84%,Upgrade
Free Cash Flow Margin,28.82%,27.61%,48.00%,29.32%,30.84%,20.24%,31.63%,27.41%,28.21%,34.82%,Upgrade
Effective Tax Rate,12.75%,18.57%,17.34%,20.30%,17.29%,12.17%,24.33%,17.81%,16.89%,23.61%,Upgrade
EBITDA,124.07,128.86,80.77,79.52,58.28,45.6,40.46,23.86,21,22.43,Upgrade
EBITDA Margin,40.87%,46.83%,35.89%,34.99%,34.03%,33.03%,34.26%,25.44%,25.14%,26.38%,Upgrade
Depreciation & Amortization,10.52,7.39,7.48,7.49,6.14,4.95,3.87,3.26,3.01,2.87,Upgrade
EBIT,113.55,121.47,73.29,72.03,52.14,40.65,36.59,20.6,17.99,19.56,Upgrade
EBIT Margin,37.41%,44.14%,32.57%,31.69%,30.44%,29.44%,30.99%,21.96%,21.54%,23.00%,Upgrade
