Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"1,425.64","2,031.06","1,238.21",834.57,740.95,823.62,747.35,672.92,648.14,525.2,Upgrade
Revenue Growth (YoY),-29.81%,64.03%,48.37%,12.63%,-10.04%,10.21%,11.06%,3.82%,23.41%,7.41%,Upgrade
Gross Profit,"1,425.64","2,031.06","1,238.21",834.57,740.95,823.62,747.35,672.92,648.14,525.2,Upgrade
"Selling, General & Admin","1,194.38","1,472.96","1,027.68",648.61,614.8,710.66,644.74,540,509.79,423.97,Upgrade
Other Operating Expenses,65.02,73.66,103.92,41.16,28.54,33.64,133.48,46.49,28.04,25.61,Upgrade
Operating Expenses,"1,259.4","1,546.63","1,131.59",689.76,643.34,744.31,778.22,586.5,537.83,449.58,Upgrade
Operating Income,166.24,484.43,106.62,144.8,97.61,79.32,-30.87,86.42,110.31,75.61,Upgrade
Other Expense / Income,22.38,94.78,46.92,8.51,22.53,87.45,8.21,6.41,11.15,10.13,Upgrade
Pretax Income,143.86,389.66,59.7,136.29,75.08,-8.13,-39.08,80.02,99.16,65.48,Upgrade
Income Tax,33.19,111.14,19.19,24.58,18.05,53.81,-17.13,27.94,35.99,20.39,Upgrade
Net Income,110.67,278.51,40.5,111.71,57.04,-61.94,-21.95,52.08,63.17,45.09,Upgrade
Preferred Dividends,0,0,0,4.51,7.04,2.94,0,4.02,5.03,4.49,Upgrade
Net Income Common,110.67,278.51,40.5,107.2,49.99,-64.88,-21.95,48.06,58.14,40.6,Upgrade
Net Income Growth,-60.26%,587.62%,-62.22%,114.43%,-,-,-,-17.34%,43.22%,14.89%,Upgrade
Shares Outstanding (Basic),14,14,14,14,13,13,13,14,15,15,Upgrade
Shares Outstanding (Diluted),17,17,15,14,13,13,13,14,15,15,Upgrade
Shares Change,0.06%,13.78%,6.92%,3.81%,3.44%,1.56%,-11.19%,-4.23%,-0.24%,-3.55%,Upgrade
EPS (Basic),7.92,19.52,2.94,7.90,3.78,-5.07,-1.73,3.34,3.88,2.70,Upgrade
EPS (Diluted),6.52,16.43,2.72,7.90,3.78,-5.07,-1.73,3.34,3.87,2.70,Upgrade
EPS Growth,-60.32%,504.04%,-65.57%,108.99%,-,-,-,-13.70%,43.33%,19.47%,Upgrade
Free Cash Flow Per Share,-18.27,48.13,55.31,4.52,37.33,15.23,-1.12,26.00,-3.84,2.44,Upgrade
Dividend Per Share,6.900,6.800,2.000,1.500,5.115,1.252,-,-,-,-,Upgrade
Dividend Growth,1.47%,240.00%,33.33%,-70.67%,308.55%,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,11.66%,23.85%,8.61%,17.35%,13.17%,9.63%,-4.13%,12.84%,17.02%,14.40%,Upgrade
Profit Margin,7.76%,13.71%,3.27%,12.84%,6.75%,-7.88%,-2.94%,7.14%,8.97%,7.73%,Upgrade
Free Cash Flow Margin,-17.92%,33.80%,61.56%,7.34%,66.67%,23.68%,-1.91%,55.52%,-8.86%,6.99%,Upgrade
Effective Tax Rate,23.07%,28.52%,32.15%,18.03%,24.04%,-,-,34.92%,36.29%,31.14%,Upgrade
EBITDA,174.88,432.37,115.12,155.41,93.9,14.52,-11.46,92.74,113.7,79.19,Upgrade
EBITDA Margin,12.27%,21.29%,9.30%,18.62%,12.67%,1.76%,-1.53%,13.78%,17.54%,15.08%,Upgrade
Depreciation & Amortization,31.01,42.71,55.43,19.12,18.82,22.65,27.62,12.72,14.54,13.71,Upgrade
EBIT,143.86,389.66,59.7,136.29,75.08,-8.13,-39.08,80.02,99.16,65.48,Upgrade
EBIT Margin,10.09%,19.18%,4.82%,16.33%,10.13%,-0.99%,-5.23%,11.89%,15.30%,12.47%,Upgrade
