Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1988
Revenue,85.42,115.44,94.18,75.73,64.05,65.21,60.12,52.43,54.18,40.52,Upgrade
Revenue Growth (YoY),-26.01%,22.57%,24.36%,18.24%,-1.78%,8.46%,14.66%,-3.22%,33.71%,2.42%,Upgrade
Gross Profit,85.42,115.44,94.18,75.73,0,0,0,0,0,0,Upgrade
Selling & Marketing,1.03,0.56,0.55,0.7,0.57,0.4,0.4,0.49,0.56,0.56,Upgrade
General & Administrative,21.4,20.11,19.05,17.99,17.74,17.43,16.92,16.41,17.36,14.92,Upgrade
Operating Income,87.21,100.7,91.29,93.6,0,0,39.77,32.78,33.41,22.61,Upgrade
Interest Income,139.03,110.49,106.36,106.95,94.17,81.06,71.77,61.86,56.19,49.34,Upgrade
Interest Expense,32.89,8.03,21.16,40.05,28.38,17.26,13.39,10.91,9.94,10.5,Upgrade
Other Expense / Income,139.03,110.49,106.36,106.95,23.06,19.67,58.38,50.95,46.26,38.84,Upgrade
Pretax Income,54.32,92.67,70.13,53.55,42.73,44.13,39.77,32.78,33.41,22.61,Upgrade
Income Tax,16.8,25.21,19.36,14.62,12.33,18.37,16.35,13.43,11.14,9.24,Upgrade
Net Income,37.52,67.46,50.77,38.93,30.4,25.76,23.42,19.35,22.26,13.37,Upgrade
Net Income Growth,-44.38%,32.87%,30.43%,28.05%,18.02%,9.96%,21.07%,-13.11%,66.51%,0.61%,Upgrade
Shares Outstanding (Basic),-,2,2,2,2,2,2,2,2,2,Upgrade
Shares Outstanding (Diluted),-,2,2,2,2,2,2,2,2,2,Upgrade
Shares Change,-,0.82%,-,-0.18%,0.28%,1.35%,0.33%,0.56%,0.14%,0.14%,Upgrade
EPS (Basic),-,31.50,23.76,18.24,14.25,12.08,10.99,9.09,10.46,6.28,Upgrade
EPS (Diluted),-,30.65,23.25,17.83,13.90,11.81,10.89,9.02,10.44,6.28,Upgrade
EPS Growth,-,31.83%,30.40%,28.27%,17.70%,8.45%,20.73%,-13.60%,66.24%,0.48%,Upgrade
Free Cash Flow Per Share,-,26.81,20.62,15.24,16.29,12.74,11.75,9.19,8.47,6.38,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,-,-,-,-,-,-,Upgrade
Operating Margin,102.10%,87.23%,96.93%,123.59%,-,-,66.15%,62.51%,61.66%,55.80%,Upgrade
Profit Margin,43.93%,58.44%,53.91%,51.40%,47.46%,39.50%,38.96%,36.90%,41.09%,33.00%,Upgrade
Free Cash Flow Margin,62.43%,49.73%,46.79%,42.94%,54.25%,41.69%,41.65%,37.33%,33.27%,33.53%,Upgrade
Effective Tax Rate,30.92%,27.21%,27.60%,27.30%,28.86%,41.63%,41.10%,40.98%,33.35%,40.87%,Upgrade
EBITDA,87.7,101.24,91.99,94.25,71.75,62.04,53.88,44.45,44.11,33.78,Upgrade
EBITDA Margin,102.68%,87.70%,97.68%,124.46%,112.02%,95.14%,89.63%,84.78%,81.42%,83.36%,Upgrade
Depreciation & Amortization,0.49,0.54,0.7,0.65,0.64,0.65,0.73,0.77,0.77,0.66,Upgrade
EBIT,87.21,100.7,91.29,93.6,71.11,61.39,53.15,43.69,43.34,33.11,Upgrade
EBIT Margin,102.10%,87.23%,96.93%,123.59%,111.03%,94.14%,88.41%,83.32%,80.00%,81.72%,Upgrade
