Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1985
Revenue,"1,844.34","1,183.88","1,027.47",930.63,857.26,742.07,732.48,713.65,685.81,674.02,Upgrade
Revenue Growth (YoY),55.79%,15.22%,10.41%,8.56%,15.52%,1.31%,2.64%,4.06%,1.75%,-2.98%,Upgrade
Gross Profit,"1,844.34","1,183.88","1,027.47",930.63,857.26,742.07,732.48,713.65,685.81,674.02,Upgrade
Selling & Marketing,41.75,10.78,6.91,8.56,8.3,7.31,7.74,6.47,7.79,8.82,Upgrade
General & Administrative,763.74,565.89,493.84,467.92,430.81,381.42,385.67,376.39,351.15,350.76,Upgrade
Operating Income,808.67,323.25,396.07,424.59,0,0,0,0,0,0,Upgrade
Interest Income,"1,560.59",882.05,799.49,775.01,653.49,512.99,483.18,464.38,450.26,449.51,Upgrade
Interest Expense,209.29,76.32,108.53,125.07,78.27,38.96,29.73,28.7,33.6,50.56,Upgrade
Other Expense / Income,"1,560.59",882.05,799.49,775.01,310.1,242.41,257.01,248.94,249.26,267.28,Upgrade
Pretax Income,599.38,246.93,287.55,299.52,265.13,231.62,196.44,186.74,167.4,131.67,Upgrade
Income Tax,136.14,51.77,59.49,65.26,43.81,78.59,63.72,59.25,50.65,37.55,Upgrade
Net Income,463.24,195.16,228.05,234.26,221.32,153.03,132.73,127.49,116.75,94.12,Upgrade
Net Income Growth,137.36%,-14.42%,-2.65%,5.85%,44.62%,15.30%,4.11%,9.20%,24.05%,11.65%,Upgrade
Shares Outstanding (Basic),184,120,103,102,99,92,94,96,96,95,Upgrade
Shares Outstanding (Diluted),184,121,103,102,99,92,94,96,96,95,Upgrade
Shares Change,52.90%,16.81%,1.47%,2.70%,8.04%,-2.86%,-1.46%,-0.65%,1.50%,1.30%,Upgrade
EPS (Basic),2.47,1.54,2.12,2.31,2.24,1.67,1.41,1.33,1.22,0.99,Upgrade
EPS (Diluted),2.46,1.54,2.12,2.30,2.23,1.67,1.41,1.33,1.21,0.99,Upgrade
EPS Growth,59.74%,-27.36%,-7.83%,3.14%,33.53%,18.44%,6.02%,9.92%,22.22%,10.00%,Upgrade
Free Cash Flow Per Share,4.51,9.15,1.66,1.82,1.86,1.58,1.26,1.07,1.31,1.88,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,43.85%,27.30%,38.55%,45.62%,-,-,-,-,-,-,Upgrade
Profit Margin,25.12%,16.48%,22.20%,25.17%,25.82%,20.62%,18.12%,17.86%,17.02%,13.96%,Upgrade
Free Cash Flow Margin,44.92%,92.95%,16.61%,19.84%,21.44%,19.55%,16.16%,14.42%,18.21%,26.45%,Upgrade
Effective Tax Rate,22.71%,20.96%,20.69%,21.79%,16.52%,33.93%,32.43%,31.73%,30.26%,28.52%,Upgrade
EBITDA,"1,064.49",499.19,439.45,463.24,377.94,300.7,255.44,245.69,232.71,211.75,Upgrade
EBITDA Margin,57.72%,42.17%,42.77%,49.78%,44.09%,40.52%,34.87%,34.43%,33.93%,31.42%,Upgrade
Depreciation & Amortization,255.82,175.94,43.37,38.65,34.55,30.12,29.27,30.25,31.72,29.52,Upgrade
EBIT,808.67,323.25,396.07,424.59,343.4,270.58,226.17,215.44,201,182.22,Upgrade
EBIT Margin,43.85%,27.30%,38.55%,45.62%,40.06%,36.46%,30.88%,30.19%,29.31%,27.04%,Upgrade
