Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,"1,159.29",937.07,796.3,996.6,905.88,791.58,623.59,551.02,497.48,444.54,Upgrade
Revenue Growth (YoY),23.71%,17.68%,-20.10%,10.01%,14.44%,26.94%,13.17%,10.76%,11.91%,8.84%,Upgrade
Gross Profit,"1,159.29",937.07,796.3,996.6,905.88,791.58,623.59,551.02,497.48,444.54,Upgrade
"Selling, General & Admin",658.53,510.51,554.25,512.11,443.62,377.56,318.4,275.86,245.76,222.64,Upgrade
Other Operating Expenses,69,88.51,150.11,88.18,88.91,88.31,64,50.67,39.36,34.09,Upgrade
Operating Expenses,727.53,599.01,704.36,600.29,532.53,465.88,382.4,326.52,285.11,256.73,Upgrade
Operating Income,431.76,338.06,91.95,396.31,373.35,325.71,241.2,224.5,212.36,187.81,Upgrade
Pretax Income,431.76,338.06,91.95,396.31,373.35,325.71,241.2,224.5,212.36,187.81,Upgrade
Income Tax,99.28,84.12,25.66,84.3,79.96,128.65,86.08,79.64,76.01,66.76,Upgrade
Net Income,332.48,253.94,66.29,312.02,293.39,197.06,155.12,144.85,136.35,121.05,Upgrade
Preferred Dividends,17.25,18.72,9.75,9.75,9.75,9.75,9.75,9.75,9.75,7.39,Upgrade
Net Income Common,315.23,235.22,56.54,302.27,283.64,187.31,145.37,135.1,126.6,113.66,Upgrade
Net Income Growth,34.02%,316.03%,-81.29%,6.57%,51.42%,28.85%,7.60%,6.72%,11.39%,-5.81%,Upgrade
Shares Outstanding (Basic),50,51,50,50,50,50,46,46,43,41,Upgrade
Shares Change,-1.40%,0.29%,0.28%,0.28%,1.12%,7.85%,0.37%,6.15%,5.38%,0.97%,Upgrade
EPS (Basic),6.25,4.65,1.12,6.01,5.68,3.78,3.14,2.95,2.93,2.78,Upgrade
EPS (Diluted),6.18,4.60,1.12,5.99,5.64,3.73,3.11,2.91,2.88,2.72,Upgrade
EPS Growth,34.35%,310.71%,-81.30%,6.21%,51.21%,19.94%,6.87%,1.04%,5.88%,-9.33%,Upgrade
Free Cash Flow Per Share,2.74,12.91,52.26,-5.10,-13.70,2.42,-15.83,1.39,3.29,4.57,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,37.24%,36.08%,11.55%,39.77%,41.21%,41.15%,38.68%,40.74%,42.69%,42.25%,Upgrade
Profit Margin,27.19%,25.10%,7.10%,30.33%,31.31%,23.66%,23.31%,24.52%,25.45%,25.57%,Upgrade
Free Cash Flow Margin,11.79%,69.71%,331.16%,-25.77%,-75.88%,15.15%,-116.82%,11.60%,28.54%,42.14%,Upgrade
Effective Tax Rate,22.99%,24.88%,27.90%,21.27%,21.42%,39.50%,35.69%,35.48%,35.79%,35.55%,Upgrade
EBITDA,477.04,431.46,166.87,433.58,405.37,353.58,263.01,240.99,227.16,199.29,Upgrade
EBITDA Margin,41.15%,46.04%,20.96%,43.51%,44.75%,44.67%,42.18%,43.74%,45.66%,44.83%,Upgrade
Depreciation & Amortization,45.28,93.41,74.93,37.27,32.02,27.87,21.81,16.5,14.8,11.48,Upgrade
EBIT,431.76,338.06,91.95,396.31,373.35,325.71,241.2,224.5,212.36,187.81,Upgrade
EBIT Margin,37.24%,36.08%,11.55%,39.77%,41.21%,41.15%,38.68%,40.74%,42.69%,42.25%,Upgrade
