Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Revenue,"5,808","37,444","29,167","42,356","22,091","34,237","39,611","23,150","29,892","37,985",Upgrade
Revenue Growth (YoY),-84.49%,28.38%,-31.14%,91.73%,-35.48%,-13.57%,71.11%,-22.55%,-21.31%,-2.38%,Upgrade
Cost of Revenue,"-12,401","21,120","14,041","23,997","3,465","15,578","22,344","5,729","13,493","19,507",Upgrade
Gross Profit,"18,209","16,324","15,126","18,359","18,626","18,659","17,267","17,421","16,399","18,478",Upgrade
"Selling, General & Admin","9,759","10,800","9,745","12,670","11,729","12,346","12,627","15,387","13,885","15,322",Upgrade
Other Operating Expenses,"1,522","-1,378","4,155",0,937,688,752,390,752,"2,741",Upgrade
Operating Expenses,"11,281","9,422","13,900","12,670","12,666","13,034","13,379","15,777","14,637","18,063",Upgrade
Operating Income,"6,928","6,902","1,226","5,689","5,960","5,625","3,888","1,644","1,762",415,Upgrade
Other Expense / Income,534,530,522,"1,843",531,505,513,490,374,36,Upgrade
Pretax Income,"6,394","6,372",704,"3,846","5,429","5,120","3,375","1,154","1,388",379,Upgrade
Income Tax,"1,373","1,017",-161,"1,387","1,454","1,626","1,724",688,263,"1,217",Upgrade
Net Income,"5,021","5,355",865,"2,459","3,975","3,494","1,651",466,"1,125",-838,Upgrade
Net Income Growth,-6.24%,519.08%,-64.82%,-38.14%,13.77%,111.63%,254.29%,-58.58%,-,-,Upgrade
Shares Outstanding (Basic),"71,023","70,839","70,053","71,164","71,973","71,455","71,455","71,455","71,449","70,424",Upgrade
Shares Change,0.26%,1.12%,-1.56%,-1.12%,0.73%,-,-,0.01%,1.46%,2.35%,Upgrade
EPS (Basic),0.29,0.30,0.05,0.14,0.22,0.20,0.10,0.03,0.07,-0.05,Upgrade
EPS (Diluted),0.29,0.30,0.05,0.14,0.22,0.19,0.10,0.03,0.06,-0.05,Upgrade
EPS Growth,-4.00%,525.00%,-64.71%,-38.18%,14.58%,100.00%,200.00%,-50.00%,-,-,Upgrade
Free Cash Flow Per Share,1.11,0.28,1.51,0.52,-0.74,-0.30,-,0.81,0.50,-0.93,Upgrade
Dividend Per Share,0.108,0.069,-,0.167,0.165,0.165,0.156,0.093,-,-,Upgrade
Dividend Growth,56.52%,-,-,1.21%,0%,5.77%,67.74%,-,-,-,Upgrade
Gross Margin,313.52%,43.60%,51.86%,43.34%,84.31%,54.50%,43.59%,75.25%,54.86%,48.65%,Upgrade
Operating Margin,119.28%,18.43%,4.20%,13.43%,26.98%,16.43%,9.82%,7.10%,5.89%,1.09%,Upgrade
Profit Margin,86.45%,14.30%,2.97%,5.81%,17.99%,10.21%,4.17%,2.01%,3.76%,-2.21%,Upgrade
Free Cash Flow Margin,339.29%,13.27%,90.51%,21.89%,-60.15%,-15.79%,-0.01%,62.60%,29.95%,-43.24%,Upgrade
Effective Tax Rate,21.47%,15.96%,-22.87%,36.06%,26.78%,31.76%,51.08%,59.62%,18.95%,321.11%,Upgrade
EBITDA,"6,394","6,372",704,"3,846","5,429","5,120","3,375","1,154","1,388",379,Upgrade
EBITDA Margin,110.09%,17.02%,2.41%,9.08%,24.58%,14.95%,8.52%,4.98%,4.64%,1.00%,Upgrade
EBIT,"6,394","6,372",704,"3,846","5,429","5,120","3,375","1,154","1,388",379,Upgrade
EBIT Margin,110.09%,17.02%,2.41%,9.08%,24.58%,14.95%,8.52%,4.98%,4.64%,1.00%,Upgrade
