Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,137.53,126.05,107.8,106.51,83.46,70.84,67.69,60.47,54.24,50.94,Upgrade
Revenue Growth (YoY),9.11%,16.93%,1.21%,27.62%,17.82%,4.65%,11.94%,11.49%,6.49%,12.25%,Upgrade
Gross Profit,137.53,126.05,107.8,106.51,83.46,70.84,67.69,60.47,54.24,50.94,Upgrade
"Selling, General & Admin",71.32,57.34,55.04,51.46,55.4,38.96,34.65,33.73,31.89,33.31,Upgrade
Other Operating Expenses,19.18,20.33,15.62,15.49,11.28,9.64,9.21,9.21,9.66,10.08,Upgrade
Operating Expenses,90.49,77.67,70.67,66.95,66.68,48.6,43.86,42.94,41.55,43.38,Upgrade
Operating Income,47.04,48.38,37.13,39.56,16.78,22.23,23.84,17.53,12.69,7.55,Upgrade
Pretax Income,47.04,48.38,37.13,39.56,16.78,22.23,23.84,17.53,12.69,7.55,Upgrade
Income Tax,7.61,7.84,4.94,5.68,2.64,6.36,6.62,4.78,3.16,1.37,Upgrade
Net Income,39.43,40.55,32.19,33.88,14.14,15.87,17.22,12.75,9.53,6.18,Upgrade
Preferred Dividends,0,0,0,0.65,0.96,1.24,1.5,1.58,1.87,1.16,Upgrade
Net Income Common,39.43,40.55,32.19,33.23,13.18,14.63,15.72,11.17,7.66,5.02,Upgrade
Net Income Growth,-2.76%,25.95%,-3.13%,152.13%,-9.90%,-6.92%,40.72%,45.89%,52.49%,14.46%,Upgrade
Shares Outstanding (Basic),16,15,16,15,15,10,8,8,8,8,Upgrade
Shares Change,4.67%,-5.58%,2.81%,0.50%,51.43%,23.44%,5.04%,1.76%,-,-,Upgrade
EPS (Basic),2.60,2.63,2.00,2.12,1.10,1.48,1.96,1.43,0.99,0.65,Upgrade
EPS (Diluted),2.60,2.63,2.00,2.01,1.02,1.28,1.57,1.17,0.85,0.64,Upgrade
EPS Growth,-1.14%,31.50%,-0.50%,97.06%,-20.31%,-18.47%,34.19%,37.65%,32.81%,12.28%,Upgrade
Free Cash Flow Per Share,1.20,2.58,1.93,2.30,1.26,1.96,1.85,1.67,2.04,1.53,Upgrade
Dividend Per Share,0.560,0.520,0.440,0.420,0.320,0.250,0.220,0.200,0.190,0.150,Upgrade
Dividend Growth,7.69%,18.18%,4.76%,31.25%,28.00%,13.64%,10.00%,5.26%,26.67%,25.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.20%,38.38%,34.45%,37.14%,20.10%,31.39%,35.21%,28.98%,23.40%,14.83%,Upgrade
Profit Margin,28.67%,32.17%,29.86%,31.20%,15.79%,20.65%,23.22%,18.47%,14.11%,9.86%,Upgrade
Free Cash Flow Margin,13.71%,30.82%,28.47%,33.43%,23.18%,28.15%,22.57%,21.62%,28.91%,23.12%,Upgrade
Effective Tax Rate,16.18%,16.19%,13.30%,14.37%,15.73%,28.61%,27.77%,27.28%,24.92%,18.18%,Upgrade
EBITDA,52.79,51.25,40.3,42.75,18.66,24.07,25.79,19.43,14.64,9.73,Upgrade
EBITDA Margin,38.38%,40.66%,37.38%,40.13%,22.36%,33.98%,38.10%,32.13%,26.98%,19.11%,Upgrade
Depreciation & Amortization,5.75,2.87,3.17,3.19,1.88,1.84,1.96,1.9,1.95,2.18,Upgrade
EBIT,47.04,48.38,37.13,39.56,16.78,22.23,23.84,17.53,12.69,7.55,Upgrade
EBIT Margin,34.20%,38.38%,34.45%,37.14%,20.10%,31.39%,35.21%,28.98%,23.40%,14.83%,Upgrade
