Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,107.45,114.25,91.75,91.84,72.47,68.96,63.11,61.6,52.5,56.91,Upgrade
Revenue Growth (YoY),-5.95%,24.52%,-0.10%,26.73%,5.09%,9.27%,2.45%,17.33%,-7.74%,-3.45%,Upgrade
Gross Profit,107.45,114.25,91.75,91.84,72.47,68.96,63.11,61.6,52.5,56.91,Upgrade
"Selling, General & Admin",45.77,41.33,38.37,38,30.95,30.6,27.47,27.02,22.85,22.77,Upgrade
Other Operating Expenses,18.32,17.68,16.2,28.08,13.3,12.28,12.33,13.53,11.71,12.34,Upgrade
Operating Expenses,64.09,59.01,54.57,66.07,44.25,42.88,39.8,40.54,34.56,35.11,Upgrade
Operating Income,43.36,55.24,37.18,25.77,28.23,26.08,23.31,21.06,17.94,21.8,Upgrade
Pretax Income,43.36,55.24,37.18,25.77,28.23,26.08,23.31,21.06,17.94,21.8,Upgrade
Income Tax,8.93,11.71,7.14,4.86,5.65,10.83,7.01,6.02,5.2,6.05,Upgrade
Net Income,34.43,43.53,30.05,20.91,22.58,15.25,16.3,15.04,12.74,15.75,Upgrade
Net Income Growth,-20.90%,44.87%,43.71%,-7.41%,48.07%,-6.45%,8.39%,18.04%,-19.09%,-1.62%,Upgrade
Shares Outstanding (Basic),11,11,11,11,9,9,9,9,8,8,Upgrade
Shares Outstanding (Diluted),11,11,11,11,9,9,9,9,8,8,Upgrade
Shares Change,-1.86%,-0.99%,4.22%,21.05%,0.55%,0.46%,-0.77%,10.29%,-0.09%,0.50%,Upgrade
EPS (Basic),3.23,4.00,2.74,1.99,2.60,1.76,1.89,1.73,1.62,2.00,Upgrade
EPS (Diluted),3.23,4.00,2.73,1.98,2.59,1.76,1.89,1.73,1.62,2.00,Upgrade
EPS Growth,-19.25%,46.52%,37.88%,-23.55%,47.16%,-6.88%,9.25%,6.79%,-19.00%,-1.96%,Upgrade
Free Cash Flow Per Share,4.38,4.79,1.60,2.77,2.88,2.75,1.45,2.05,1.98,3.46,Upgrade
Dividend Per Share,1.140,1.090,1.080,1.040,1.000,0.970,0.960,0.930,0.920,0.920,Upgrade
Dividend Growth,4.59%,0.93%,3.85%,4.00%,3.09%,1.04%,3.23%,1.09%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,40.36%,48.35%,40.53%,28.06%,38.95%,37.81%,36.93%,34.19%,34.18%,38.31%,Upgrade
Profit Margin,32.04%,38.10%,32.75%,22.76%,31.16%,22.11%,25.83%,24.41%,24.27%,27.67%,Upgrade
Free Cash Flow Margin,43.51%,45.63%,19.11%,31.71%,34.51%,34.45%,19.81%,28.95%,29.62%,47.94%,Upgrade
Effective Tax Rate,20.60%,21.20%,19.19%,18.87%,20.00%,41.52%,30.06%,28.59%,28.99%,27.77%,Upgrade
EBITDA,46.87,58.95,41.01,29.23,30.27,28.48,26.16,24.09,20.75,25.04,Upgrade
EBITDA Margin,43.62%,51.60%,44.70%,31.83%,41.76%,41.30%,41.46%,39.11%,39.51%,44.00%,Upgrade
Depreciation & Amortization,3.51,3.71,3.83,3.46,2.04,2.41,2.86,3.03,2.8,3.24,Upgrade
EBIT,43.36,55.24,37.18,25.77,28.23,26.08,23.31,21.06,17.94,21.8,Upgrade
EBIT Margin,40.36%,48.35%,40.53%,28.06%,38.95%,37.81%,36.93%,34.19%,34.18%,38.31%,Upgrade
