Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Revenue,33.06,24.04,13.17,11.52,12.43,15.57,13.01,17.9,15.87,12.81,Upgrade
Revenue Growth (YoY),37.51%,82.61%,14.28%,-7.30%,-20.18%,19.70%,-27.33%,12.81%,23.86%,-16.86%,Upgrade
Gross Profit,33.06,24.04,13.17,11.52,12.43,15.57,13.01,17.9,15.87,12.81,Upgrade
"Selling, General & Admin",21.78,25.59,13.24,10.93,10.1,10.21,10.42,11.37,10.41,9.2,Upgrade
Other Operating Expenses,3.16,3.34,0.97,0.96,1.26,1.44,1.14,2.03,2.92,3.53,Upgrade
Operating Expenses,24.94,28.93,14.21,11.89,11.36,11.64,11.56,13.4,13.33,12.74,Upgrade
Operating Income,8.12,-4.89,-1.05,-0.37,1.07,3.93,1.45,4.5,2.53,0.08,Upgrade
Other Expense / Income,0.07,0.1,-,0.18,0.2,0.2,0.19,-,-,0.37,Upgrade
Pretax Income,8.05,-4.99,-1.05,-0.55,0.87,3.73,1.26,4.5,2.53,-0.3,Upgrade
Income Tax,2.41,-0.94,-0.41,-0.35,0.06,1.86,-2.23,-4.57,0,0,Upgrade
Net Income,5.64,-4.05,-0.64,-0.21,0.82,1.87,3.48,9.07,2.53,-0.3,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0.78,Upgrade
Net Income Common,5.64,-4.05,-0.64,-0.21,0.82,1.87,3.48,9.07,2.53,-1.08,Upgrade
Net Income Growth,-,-,-,-,-56.39%,-46.29%,-61.64%,258.72%,-,-,Upgrade
Shares Outstanding (Basic),76,72,28,28,27,27,29,29,29,6,Upgrade
Shares Change,6.29%,155.97%,0.61%,1.64%,-0.12%,-5.59%,-,-,373.14%,230.41%,Upgrade
EPS (Basic),0.08,-0.07,-0.02,-0.01,0.03,0.07,0.12,0.31,0.11,-0.13,Upgrade
EPS (Diluted),0.08,-0.07,-0.02,-0.01,0.03,0.07,0.12,0.31,0.11,-0.13,Upgrade
EPS Growth,-,-,-,-,-57.14%,-41.67%,-61.29%,181.82%,-,-,Upgrade
Free Cash Flow Per Share,0.08,-0.01,-0.50,0.30,0.01,-0.38,0.03,0.48,0.04,0.22,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,24.56%,-20.32%,-7.97%,-3.23%,8.58%,25.22%,11.13%,25.13%,15.96%,0.59%,Upgrade
Profit Margin,17.05%,-16.85%,-4.88%,-1.79%,6.56%,12.00%,26.75%,50.68%,15.94%,-8.43%,Upgrade
Free Cash Flow Margin,18.15%,-2.14%,-106.11%,73.72%,1.26%,-66.86%,5.92%,78.52%,6.91%,10.69%,Upgrade
Effective Tax Rate,29.98%,-,-,-,6.43%,49.92%,-177.29%,-101.69%,0.12%,-,Upgrade
EBITDA,8.86,-4.31,-0.93,-0.32,1.11,3.99,1.51,4.74,2.77,-0.08,Upgrade
EBITDA Margin,26.80%,-17.92%,-7.05%,-2.81%,8.95%,25.62%,11.58%,26.46%,17.48%,-0.65%,Upgrade
Depreciation & Amortization,0.81,0.68,0.12,0.23,0.24,0.26,0.25,0.24,0.24,0.21,Upgrade
EBIT,8.05,-4.99,-1.05,-0.55,0.87,3.73,1.26,4.5,2.53,-0.3,Upgrade
EBIT Margin,24.35%,-20.74%,-7.97%,-4.78%,7.01%,23.97%,9.65%,25.13%,15.96%,-2.32%,Upgrade
