Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,130.16,161.23,131.37,145.12,113.77,92.77,77.44,64.18,50.05,36.57,Upgrade
Revenue Growth (YoY),-19.27%,22.73%,-9.48%,27.55%,22.64%,19.80%,20.66%,28.22%,36.88%,25.75%,Upgrade
Cost of Revenue,88.39,101.97,66.43,90.18,58.3,34.19,27.79,23.18,17.03,13.59,Upgrade
Gross Profit,41.77,59.26,64.94,54.94,55.48,58.58,49.65,41,33.02,22.98,Upgrade
"Selling, General & Admin",61.28,59.37,57.25,54.51,46.29,39.3,33.19,28.15,22.78,18.38,Upgrade
Other Operating Expenses,6.41,7.47,7.15,6.38,4.36,4.92,3.03,2.54,2.36,1.75,Upgrade
Operating Expenses,67.69,66.84,64.4,60.89,50.65,44.21,36.23,30.69,25.14,20.13,Upgrade
Operating Income,-25.92,-7.58,0.54,-5.96,4.83,14.37,13.42,10.31,7.88,2.85,Upgrade
Interest Expense / Income,2.02,1.83,1.83,1.83,1.82,0.06,0,0,0,0.08,Upgrade
Pretax Income,-27.94,-9.41,-1.29,-7.78,3.01,14.31,13.42,10.31,7.88,2.78,Upgrade
Income Tax,-5.42,-2.03,-2.26,-1.82,-0.09,4.32,4.52,3.35,2.55,0.76,Upgrade
Net Income,-22.52,-7.38,0.97,-5.97,3.09,9.99,8.9,6.96,5.33,2.01,Upgrade
Net Income Growth,-,-,-,-,-69.03%,12.21%,27.88%,30.61%,164.79%,162.46%,Upgrade
Shares Outstanding (Basic),11,11,11,11,11,10,8,7,7,4,Upgrade
Shares Outstanding (Diluted),11,11,11,11,11,11,8,7,7,4,Upgrade
Shares Change,0.54%,-1.33%,-0.40%,0.53%,1.28%,35.54%,5.82%,0.28%,81.22%,4.85%,Upgrade
EPS (Basic),-2.12,-0.70,0.09,-0.55,0.29,0.96,1.15,0.95,0.73,0.51,Upgrade
EPS (Diluted),-2.12,-0.70,0.09,-0.55,0.29,0.94,1.14,0.94,0.72,0.50,Upgrade
EPS Growth,-,-,-,-,-69.15%,-17.54%,21.28%,30.56%,44.00%,150.00%,Upgrade
Free Cash Flow Per Share,-0.51,1.88,-1.26,2.41,1.83,2.43,1.89,2.61,2.27,1.86,Upgrade
Dividend Per Share,0.120,0.160,0.182,0.325,0.400,0.302,0.250,0.213,0.180,0.160,Upgrade
Dividend Growth,-25.00%,-12.09%,-44.00%,-18.75%,32.45%,20.80%,17.37%,18.33%,12.50%,14.29%,Upgrade
Gross Margin,32.09%,36.75%,49.43%,37.86%,48.76%,63.15%,64.11%,63.88%,65.97%,62.84%,Upgrade
Operating Margin,-19.92%,-4.70%,0.41%,-4.10%,4.24%,15.49%,17.33%,16.06%,15.73%,7.80%,Upgrade
Profit Margin,-17.31%,-4.58%,0.74%,-4.11%,2.72%,10.76%,11.49%,10.84%,10.65%,5.50%,Upgrade
Free Cash Flow Margin,-4.20%,12.31%,-10.32%,17.86%,17.20%,27.19%,18.89%,29.83%,33.01%,20.19%,Upgrade
Effective Tax Rate,-,-,-,-,-2.87%,30.21%,33.68%,32.49%,32.34%,27.53%,Upgrade
EBITDA,-22.62,-4.29,3.4,-3.41,6.62,15.77,14.54,11.34,8.75,3.5,Upgrade
EBITDA Margin,-17.38%,-2.66%,2.59%,-2.35%,5.81%,17.00%,18.78%,17.67%,17.48%,9.57%,Upgrade
Depreciation & Amortization,3.3,3.29,2.86,2.55,1.79,1.4,1.12,1.03,0.87,0.65,Upgrade
EBIT,-25.92,-7.58,0.54,-5.96,4.83,14.37,13.42,10.31,7.88,2.85,Upgrade
EBIT Margin,-19.92%,-4.70%,0.41%,-4.10%,4.24%,15.49%,17.33%,16.06%,15.73%,7.80%,Upgrade
