Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,46.91,25.79,26.18,26.17,23.66,20.13,23.83,17.43,19.99,8.89,Upgrade
Revenue Growth (YoY),81.89%,-1.49%,0.06%,10.58%,17.56%,-15.54%,36.73%,-12.78%,124.76%,-37.06%,Upgrade
Cost of Revenue,20.91,7.43,9.11,7.74,4.05,4.71,11.32,6.54,10.28,2.71,Upgrade
Gross Profit,26,18.36,17.07,18.43,19.62,15.42,12.52,10.89,9.71,6.19,Upgrade
"Selling, General & Admin",21.33,14.81,14.45,15.87,15.22,13.6,12.01,12.77,11.18,9.66,Upgrade
Other Operating Expenses,0.54,0.46,0.36,0.88,0.32,1.46,0.32,8.76,0.57,0.66,Upgrade
Operating Expenses,21.86,15.27,14.81,16.75,15.54,15.05,12.33,21.53,11.75,10.32,Upgrade
Operating Income,4.14,3.09,2.26,1.68,4.08,0.36,0.19,-10.64,-2.04,-4.14,Upgrade
Interest Expense / Income,0.11,0.02,0.05,0.06,0.21,0.1,0.06,0.35,0.5,0.56,Upgrade
Other Expense / Income,-6.98,0.08,-3.8,-1.37,-0.16,0.94,0.09,-0.58,-0.75,-1.33,Upgrade
Pretax Income,11.01,2.99,6.01,2.99,4.02,-0.67,0.04,-10.41,-1.79,-3.37,Upgrade
Income Tax,-4.49,-0.06,-3.64,-0.91,0.27,-0.42,0.02,0.02,24.72,3.03,Upgrade
Net Income,15.49,3.05,9.66,3.9,3.75,-0.25,0.01,-10.42,-26.51,-6.4,Upgrade
Net Income Growth,407.47%,-68.39%,147.70%,3.95%,-,-,-,-,-,-,Upgrade
Shares Outstanding (Basic),36,35,30,29,29,28,28,28,28,29,Upgrade
Shares Outstanding (Diluted),37,37,33,29,29,28,28,28,28,29,Upgrade
Shares Change,0.53%,12.82%,11.74%,1.30%,1.50%,0.12%,0.65%,0.30%,-1.55%,1.12%,Upgrade
EPS (Basic),0.43,0.09,0.32,0.14,0.13,-0.01,-,-0.37,-0.94,-0.22,Upgrade
EPS (Diluted),0.42,0.08,0.30,0.13,0.13,-0.01,-,-0.37,-0.94,-0.22,Upgrade
EPS Growth,425.00%,-73.33%,130.77%,0%,-,-,-,-,-,-,Upgrade
Free Cash Flow Per Share,0.17,-0.11,0.30,0.02,0.26,0.04,0.13,-0.03,0.02,0.08,Upgrade
Gross Margin,55.43%,71.20%,65.21%,70.43%,82.89%,76.59%,52.51%,62.50%,48.56%,69.57%,Upgrade
Operating Margin,8.83%,11.99%,8.64%,6.41%,17.23%,1.81%,0.80%,-61.04%,-10.22%,-46.52%,Upgrade
Profit Margin,33.02%,11.84%,36.89%,14.90%,15.85%,-1.24%,0.06%,-59.78%,-132.66%,-71.93%,Upgrade
Free Cash Flow Margin,13.36%,-15.73%,34.91%,2.59%,31.15%,5.65%,16.02%,-4.85%,2.47%,25.31%,Upgrade
Effective Tax Rate,-40.76%,-2.04%,-60.59%,-30.58%,6.71%,-,60.00%,-,-,-,Upgrade
EBITDA,12.2,4.01,6.94,3.09,4.55,-0.26,0.41,-9.48,-0.73,-2.34,Upgrade
EBITDA Margin,26.01%,15.53%,26.51%,11.82%,19.24%,-1.30%,1.74%,-54.40%,-3.66%,-26.30%,Upgrade
Depreciation & Amortization,1.08,0.99,0.88,0.04,0.32,0.31,0.32,0.58,0.57,0.47,Upgrade
EBIT,11.12,3.01,6.06,3.05,4.24,-0.57,0.1,-10.06,-1.3,-2.81,Upgrade
EBIT Margin,23.70%,11.69%,23.14%,11.66%,17.90%,-2.85%,0.41%,-57.70%,-6.49%,-31.61%,Upgrade
