Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,242.72,131.65,118.83,130.96,121.06,103.45,91.27,92.78,89.58,94.99,Upgrade
Revenue Growth (YoY),84.37%,10.79%,-9.27%,8.17%,17.03%,13.35%,-1.64%,3.58%,-5.70%,5.21%,Upgrade
Gross Profit,242.72,131.65,118.83,130.96,121.06,103.45,91.27,92.78,89.58,94.99,Upgrade
"Selling, General & Admin",118.82,80.61,64.25,62.69,60.22,52.57,49.08,48.19,47.71,49.28,Upgrade
Other Operating Expenses,32.35,23.17,17.17,16.41,16.91,16.58,17.68,20.23,25.97,33.87,Upgrade
Operating Expenses,151.17,103.78,81.42,79.1,77.13,69.15,66.76,68.42,73.68,83.14,Upgrade
Operating Income,91.55,27.87,37.41,51.86,43.94,34.3,24.5,24.36,15.9,11.84,Upgrade
Pretax Income,91.55,27.87,37.41,51.86,43.94,34.3,24.5,24.36,15.9,11.84,Upgrade
Income Tax,24.14,7.82,9.58,12.4,9.92,19.16,8.82,8.98,5.76,-70.24,Upgrade
Net Income,67.41,20.04,27.83,39.46,34.01,15.14,15.68,15.39,10.14,82.09,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,1.87,-1.72,5.26,Upgrade
Net Income Common,67.41,20.04,27.83,39.46,34.01,15.14,15.68,13.51,11.86,76.83,Upgrade
Net Income Growth,236.29%,-27.96%,-29.48%,16.00%,124.68%,-3.48%,16.07%,13.98%,-84.57%,-,Upgrade
Shares Outstanding (Basic),45,29,29,30,30,30,30,29,29,14,Upgrade
Shares Change,55.27%,-2.21%,-1.83%,0.49%,0.44%,0.24%,0.24%,0.14%,111.56%,-1.19%,Upgrade
EPS (Basic),1.51,0.66,0.94,1.32,1.14,0.51,0.53,0.46,0.46,5.45,Upgrade
EPS (Diluted),1.49,0.65,0.92,1.30,1.12,0.50,0.53,0.46,0.46,5.45,Upgrade
EPS Growth,129.23%,-29.35%,-29.23%,16.07%,124.00%,-5.66%,15.22%,0%,-91.56%,-,Upgrade
Free Cash Flow Per Share,2.39,1.01,0.75,1.61,1.78,1.22,0.85,0.68,-0.25,2.40,Upgrade
Dividend Per Share,0.200,0.160,0.040,0.040,0.040,0.040,0.030,-,-,-,Upgrade
Dividend Growth,25.00%,300.00%,0%,0%,0%,33.33%,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,37.72%,21.17%,31.48%,39.60%,36.29%,33.16%,26.85%,26.26%,17.75%,12.47%,Upgrade
Profit Margin,27.77%,15.23%,23.42%,30.13%,28.09%,14.63%,17.19%,14.56%,13.23%,80.88%,Upgrade
Free Cash Flow Margin,43.82%,22.04%,18.57%,36.88%,43.79%,34.86%,27.69%,21.43%,-8.26%,35.23%,Upgrade
Effective Tax Rate,26.37%,28.07%,25.62%,23.92%,22.59%,55.87%,35.99%,36.85%,36.24%,-593.11%,Upgrade
EBITDA,98.26,31.66,40.7,54.86,46.75,36.7,26.81,26.75,18.38,14.64,Upgrade
EBITDA Margin,40.48%,24.05%,34.25%,41.89%,38.61%,35.48%,29.37%,28.83%,20.52%,15.41%,Upgrade
Depreciation & Amortization,6.71,3.8,3.29,3,2.81,2.4,2.3,2.39,2.49,2.79,Upgrade
EBIT,91.55,27.87,37.41,51.86,43.94,34.3,24.5,24.36,15.9,11.84,Upgrade
EBIT Margin,37.72%,21.17%,31.48%,39.60%,36.29%,33.16%,26.85%,26.26%,17.75%,12.47%,Upgrade
