Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"5,214.91","5,112.87","4,737.92","4,527.53","4,303.75","4,155.57","3,934.63","3,766.07","3,620.1","3,494.25",Upgrade
Revenue Growth (YoY),2.00%,7.91%,4.65%,5.20%,3.57%,5.62%,4.48%,4.03%,3.60%,-2.65%,Upgrade
Cost of Revenue,"2,865.46","2,859.62","2,572.88","2,357.35","2,275.24","2,227.88","2,128.75","2,016.21","1,903.38","1,838.77",Upgrade
Gross Profit,"2,349.45","2,253.25","2,165.04","2,170.18","2,028.51","1,927.7","1,805.88","1,749.85","1,716.71","1,655.49",Upgrade
Other Operating Expenses,"1,352.74","1,257.38","1,181.65","1,154.6","1,074.76","1,012.52",950.3,907.02,855.91,819.71,Upgrade
Operating Expenses,"1,352.74","1,257.38","1,181.65","1,154.6","1,074.76","1,012.52",950.3,907.02,855.91,819.71,Upgrade
Operating Income,996.71,995.88,983.39,"1,015.59",953.75,915.18,855.58,842.83,860.8,835.78,Upgrade
Interest Expense / Income,90.4,83.49,86.7,84.31,90.08,84.53,83.35,76.64,76.13,80.46,Upgrade
Other Expense / Income,-,-,-,0.09,0.04,3.77,-10.19,-10.81,-14.87,-21.27,Upgrade
Pretax Income,906.31,912.39,896.68,931.19,863.63,826.88,782.42,776.99,799.54,776.58,Upgrade
Income Tax,166.61,167.43,164.91,170.4,162.16,-627.62,232.65,249.89,256.6,248.11,Upgrade
Net Income,739.7,744.96,731.77,760.79,701.47,"1,454.49",549.78,527.1,542.94,528.47,Upgrade
Net Income Growth,-0.71%,1.80%,-3.81%,8.46%,-51.77%,164.56%,4.30%,-2.92%,2.74%,-0.16%,Upgrade
Shares Outstanding (Basic),97,101,105,108,112,115,119,123,129,136,Upgrade
Shares Change,-3.67%,-3.52%,-3.35%,-2.92%,-3.38%,-2.70%,-3.79%,-4.13%,-5.15%,-4.75%,Upgrade
EPS (Basic),7.55,7.30,6.90,6.83,6.09,12.22,4.49,4.16,4.09,3.79,Upgrade
EPS (Diluted),7.47,7.22,6.82,6.97,6.22,12.50,4.58,4.21,4.15,3.84,Upgrade
EPS Growth,3.46%,5.87%,-2.15%,12.06%,-50.24%,172.93%,8.79%,1.45%,8.07%,6.67%,Upgrade
Free Cash Flow Per Share,14.33,13.86,13.71,12.21,11.05,12.20,11.58,8.78,6.64,8.17,Upgrade
Dividend Per Share,0.820,0.780,0.735,0.677,0.630,0.590,0.555,0.405,0.507,0.553,Upgrade
Dividend Growth,5.13%,6.12%,8.57%,7.46%,6.78%,6.31%,37.04%,-20.12%,-8.32%,45.53%,Upgrade
Gross Margin,45.05%,44.07%,45.70%,47.93%,47.13%,46.39%,45.90%,46.46%,47.42%,47.38%,Upgrade
Operating Margin,19.11%,19.48%,20.76%,22.43%,22.16%,22.02%,21.74%,22.38%,23.78%,23.92%,Upgrade
Profit Margin,14.18%,14.57%,15.45%,16.80%,16.30%,35.00%,13.97%,14.00%,15.00%,15.12%,Upgrade
Free Cash Flow Margin,26.74%,27.37%,30.28%,29.19%,28.64%,33.90%,34.91%,28.76%,23.59%,31.73%,Upgrade
Effective Tax Rate,18.38%,18.35%,18.39%,18.30%,18.78%,-75.90%,29.73%,32.16%,32.09%,31.95%,Upgrade
EBITDA,996.71,995.88,983.39,"1,015.49",953.7,911.41,865.77,853.64,875.67,857.04,Upgrade
EBITDA Margin,19.11%,19.48%,20.76%,22.43%,22.16%,21.93%,22.00%,22.67%,24.19%,24.53%,Upgrade
EBIT,996.71,995.88,983.39,"1,015.49",953.7,911.41,865.77,853.64,875.67,857.04,Upgrade
EBIT Margin,19.11%,19.48%,20.76%,22.43%,22.16%,21.93%,22.00%,22.67%,24.19%,24.53%,Upgrade
