Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Revenue,43.12,37.18,35.94,62.65,56.28,61.42,69.28,87.46,117.32,105.09,Upgrade
Revenue Growth (YoY),15.99%,3.43%,-42.63%,11.32%,-8.37%,-11.35%,-20.79%,-25.45%,11.64%,47.65%,Upgrade
Cost of Revenue,5.9,6.29,4.53,10.22,11.89,11.99,14.09,18.84,22.88,24.48,Upgrade
Gross Profit,37.21,30.89,31.42,52.43,44.38,49.43,55.19,68.62,94.44,80.61,Upgrade
"Selling, General & Admin",3.38,3.38,3.05,3.36,3.01,4.96,10.41,8.52,5.69,5.79,Upgrade
Other Operating Expenses,0.8,0.91,0.77,0.7,0.69,0.84,0.8,0.58,0.39,0.07,Upgrade
Operating Expenses,4.17,4.29,3.82,4.05,3.7,5.8,11.21,9.11,6.08,5.85,Upgrade
Operating Income,33.04,26.6,27.59,48.38,40.69,43.63,43.98,59.52,88.37,74.75,Upgrade
Interest Expense / Income,12.35,10.5,7.88,9.9,7.18,12.9,17.2,19.89,22.91,18.96,Upgrade
Other Expense / Income,106.24,-23.48,18,71.28,42.72,-12.88,-83.58,105.76,68.81,-3.15,Upgrade
Pretax Income,-85.55,39.58,1.71,-32.8,-9.21,43.61,110.36,-66.13,-3.35,58.94,Upgrade
Net Income,-85.55,39.58,1.71,-32.8,-9.21,43.61,110.36,-66.13,-3.35,58.94,Upgrade
Net Income Growth,-,2213.15%,-,-,-,-60.48%,-,-,-,-13.73%,Upgrade
Shares Outstanding (Basic),50,50,49,48,50,51,52,60,59,51,Upgrade
Shares Outstanding (Diluted),50,50,49,48,50,58,62,70,69,61,Upgrade
Shares Change,0.27%,0.30%,3.60%,-3.84%,-14.89%,-5.54%,-11.48%,1.35%,12.68%,50.60%,Upgrade
EPS (Basic),-1.72,0.80,0.03,-0.69,-0.19,0.85,2.13,-1.11,-0.06,1.15,Upgrade
EPS (Diluted),-1.72,0.80,0.03,-0.69,-0.19,0.83,1.90,-1.11,-0.06,1.09,Upgrade
EPS Growth,-,2566.67%,-,-,-,-56.32%,-,-,-,-36.99%,Upgrade
Free Cash Flow Per Share,0.41,-2.17,1.92,1.00,-0.68,4.23,3.53,4.08,-0.90,-3.95,Upgrade
Dividend Per Share,0.420,0.420,0.612,0.803,0.800,0.800,1.160,1.140,1.160,1.160,Upgrade
Dividend Growth,0%,-31.37%,-23.79%,0.37%,0%,-31.03%,1.75%,-1.72%,0%,3.57%,Upgrade
Gross Margin,86.31%,83.09%,87.41%,83.69%,78.86%,80.48%,79.67%,78.46%,80.50%,76.70%,Upgrade
Operating Margin,76.63%,71.54%,76.77%,77.22%,72.30%,71.03%,63.48%,68.05%,75.32%,71.13%,Upgrade
Profit Margin,-198.42%,106.48%,4.76%,-52.35%,-16.37%,71.01%,159.30%,-75.61%,-2.85%,56.09%,Upgrade
Free Cash Flow Margin,47.25%,-288.98%,264.45%,76.23%,-60.17%,354.34%,264.02%,278.76%,-45.18%,-191.87%,Upgrade
EBITDA,-73.2,50.08,9.59,-22.9,-2.03,56.51,127.56,-46.24,19.56,77.91,Upgrade
EBITDA Margin,-169.77%,134.72%,26.68%,-36.55%,-3.61%,92.01%,184.13%,-52.87%,16.67%,74.13%,Upgrade
EBIT,-73.2,50.08,9.59,-22.9,-2.03,56.51,127.56,-46.24,19.56,77.91,Upgrade
EBIT Margin,-169.77%,134.72%,26.68%,-36.55%,-3.61%,92.01%,184.13%,-52.87%,16.67%,74.13%,Upgrade
