Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Revenue,83.62,85.86,74.95,76.05,72.98,68.23,61.02,49.56,40.06,41.28,Upgrade
Revenue Growth (YoY),-2.61%,14.56%,-1.46%,4.21%,6.97%,11.81%,23.12%,23.71%,-2.96%,13.17%,Upgrade
Gross Profit,83.62,85.86,74.95,76.05,72.98,68.23,61.02,49.56,40.06,41.28,Upgrade
"Selling, General & Admin",38.37,38.19,38.34,35.71,36.09,33.81,30.18,28.76,28.14,24.48,Upgrade
Other Operating Expenses,10.11,9.65,9.35,10.39,8.98,10.6,8.75,7.26,7.2,7.2,Upgrade
Operating Expenses,48.48,47.84,47.68,46.1,45.07,44.41,38.92,36.02,35.34,31.69,Upgrade
Operating Income,35.14,38.02,27.26,29.95,27.91,23.82,22.1,13.55,4.72,9.6,Upgrade
Pretax Income,35.14,38.02,27.26,29.95,27.91,23.82,22.1,13.55,4.72,9.6,Upgrade
Income Tax,8.5,9.62,6.91,8.51,6.62,9.79,6.92,2.58,-0.57,1.35,Upgrade
Net Income,26.65,28.4,20.35,21.44,21.29,14.03,15.18,10.96,5.29,8.25,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0.35,Upgrade
Net Income Common,26.65,28.4,20.35,21.44,21.29,14.03,15.18,10.96,5.29,7.9,Upgrade
Net Income Growth,-6.18%,39.58%,-5.11%,0.72%,51.78%,-7.61%,38.47%,107.10%,-32.99%,10.18%,Upgrade
Shares Outstanding (Basic),12,12,13,13,14,14,12,11,11,11,Upgrade
Shares Change,-2.14%,-4.15%,-5.23%,-4.34%,1.59%,11.87%,10.44%,0.12%,0.60%,13.71%,Upgrade
EPS (Basic),2.27,2.32,1.62,1.60,1.55,1.12,1.34,1.00,0.48,0.77,Upgrade
EPS (Diluted),2.27,2.31,1.62,1.59,1.54,1.10,1.33,1.00,0.48,0.77,Upgrade
EPS Growth,-1.73%,42.59%,1.89%,3.25%,40.00%,-17.29%,33.00%,108.33%,-37.66%,2.67%,Upgrade
Free Cash Flow Per Share,2.03,3.49,1.24,1.58,2.11,1.79,1.00,1.53,1.48,1.32,Upgrade
Dividend Per Share,0.480,0.470,0.440,0.430,0.310,0.240,0.240,0.180,0.200,0.200,Upgrade
Dividend Growth,2.13%,6.82%,2.33%,38.71%,29.17%,0%,33.33%,-10.00%,0%,300.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,42.02%,44.28%,36.37%,39.38%,38.24%,34.91%,36.22%,27.33%,11.79%,23.25%,Upgrade
Profit Margin,31.86%,33.08%,27.15%,28.20%,29.17%,20.56%,24.88%,22.12%,13.21%,19.14%,Upgrade
Free Cash Flow Margin,28.52%,48.70%,20.69%,27.41%,39.90%,35.70%,19.90%,33.85%,40.42%,34.95%,Upgrade
Effective Tax Rate,24.18%,25.29%,25.36%,28.41%,23.72%,41.11%,31.30%,19.06%,-12.07%,14.04%,Upgrade
EBITDA,44.04,45.61,31.44,35.34,35.17,33,30.19,21.77,13.01,19.06,Upgrade
EBITDA Margin,52.66%,53.12%,41.95%,46.47%,48.19%,48.37%,49.47%,43.92%,32.48%,46.16%,Upgrade
Depreciation & Amortization,8.9,7.6,4.18,5.39,7.26,9.18,8.09,8.22,8.29,9.46,Upgrade
EBIT,35.14,38.02,27.26,29.95,27.91,23.82,22.1,13.55,4.72,9.6,Upgrade
EBIT Margin,42.02%,44.28%,36.37%,39.38%,38.24%,34.91%,36.22%,27.33%,11.79%,23.25%,Upgrade
