Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,91.29,86.06,71.9,65.43,61.31,57.85,53.85,51.62,49.5,45.33,Upgrade
Revenue Growth (YoY),6.08%,19.69%,9.89%,6.72%,5.98%,7.44%,4.32%,4.29%,9.20%,7.08%,Upgrade
Gross Profit,91.29,86.06,71.9,65.43,61.31,57.85,53.85,51.62,49.5,45.33,Upgrade
"Selling, General & Admin",42.77,41.26,38.56,34.69,32.2,30.6,28.55,28.95,28.89,27.47,Upgrade
Other Operating Expenses,1.14,0.89,1.09,0.48,1.27,1.05,0.83,0.95,1.33,1.47,Upgrade
Operating Expenses,43.9,42.15,39.65,35.17,33.47,31.65,29.38,29.9,30.22,28.94,Upgrade
Operating Income,47.39,43.91,32.25,30.26,27.84,26.2,24.46,21.72,19.28,16.39,Upgrade
Pretax Income,47.39,43.91,32.25,30.26,27.84,26.2,24.46,21.72,19.28,16.39,Upgrade
Income Tax,8.4,7.64,5.12,4.74,4.31,6.61,6.45,5.51,4.57,3.43,Upgrade
Net Income,38.99,36.27,27.13,25.53,23.54,19.59,18.01,16.21,14.71,12.97,Upgrade
Net Income Growth,7.50%,33.69%,6.28%,8.45%,20.16%,8.77%,11.13%,10.18%,13.45%,2.18%,Upgrade
Shares Outstanding (Basic),11,11,11,11,11,11,11,11,11,11,Upgrade
Shares Change,0.42%,0.44%,0.44%,0.36%,0.30%,0.33%,0.38%,0.27%,0.49%,8.28%,Upgrade
EPS (Basic),3.56,3.33,2.50,2.36,2.18,1.82,1.68,1.52,1.38,1.20,Upgrade
EPS (Diluted),3.53,3.30,2.48,2.34,2.17,1.81,1.66,1.51,1.37,1.20,Upgrade
EPS Growth,6.97%,33.06%,5.98%,7.83%,19.89%,9.04%,9.93%,10.22%,14.17%,-1.64%,Upgrade
Free Cash Flow Per Share,3.61,4.81,1.85,2.25,2.98,1.87,1.77,1.84,1.85,2.12,Upgrade
Dividend Per Share,1.320,1.260,1.220,1.470,1.060,1.060,0.900,0.650,1.030,0.780,Upgrade
Dividend Growth,4.76%,3.28%,-17.01%,38.68%,0%,17.78%,38.46%,-36.89%,32.05%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,51.91%,51.03%,44.85%,46.25%,45.41%,45.29%,45.43%,42.08%,38.94%,36.16%,Upgrade
Profit Margin,42.71%,42.14%,37.73%,39.01%,38.39%,33.86%,33.45%,31.40%,29.72%,28.60%,Upgrade
Free Cash Flow Margin,43.65%,61.51%,28.13%,37.41%,52.78%,34.95%,35.40%,38.41%,39.99%,49.92%,Upgrade
Effective Tax Rate,17.72%,17.41%,15.88%,15.65%,15.47%,25.24%,26.38%,25.39%,23.69%,20.90%,Upgrade
EBITDA,49.37,45.95,34.47,32.2,29.63,28.06,26.21,23.44,20.94,18.12,Upgrade
EBITDA Margin,54.08%,53.39%,47.94%,49.21%,48.34%,48.51%,48.67%,45.41%,42.30%,39.97%,Upgrade
Depreciation & Amortization,1.98,2.04,2.22,1.94,1.79,1.86,1.75,1.72,1.66,1.73,Upgrade
EBIT,47.39,43.91,32.25,30.26,27.84,26.2,24.46,21.72,19.28,16.39,Upgrade
EBIT Margin,51.91%,51.03%,44.85%,46.25%,45.41%,45.29%,45.43%,42.08%,38.94%,36.16%,Upgrade
