Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,"2,248.6","2,043.54","1,695.39","1,557.8","1,433.98","1,274.17","1,150.67","1,075.01",996.68,913.36,Upgrade
Revenue Growth (YoY),10.03%,20.54%,8.83%,8.63%,12.54%,10.73%,7.04%,7.86%,9.12%,10.44%,Upgrade
Cost of Revenue,404.34,358.68,291.7,294.96,287.34,273.68,252.11,267.7,276.62,240.7,Upgrade
Gross Profit,"1,844.26","1,684.86","1,403.69","1,262.84","1,146.65","1,000.49",898.56,807.32,720.06,672.67,Upgrade
"Selling, General & Admin",411.44,391.08,331.12,329.39,292.81,264.89,253.9,248.3,240.21,206.15,Upgrade
Research & Development,107.21,111.56,101.05,98.33,81.41,75.85,75.2,77.32,71.1,61,Upgrade
Other Operating Expenses,117.97,109.49,86.75,79.41,85.54,79.99,81.35,77.8,71.59,65.18,Upgrade
Operating Expenses,636.62,612.14,518.92,507.13,459.75,420.72,410.46,403.42,382.89,332.34,Upgrade
Operating Income,"1,207.64","1,072.73",884.76,755.7,686.9,579.77,488.1,403.9,337.17,340.33,Upgrade
Interest Expense / Income,171.57,159.61,156.32,148.04,133.11,116.1,101.65,62.39,31.82,26.26,Upgrade
Other Expense / Income,-7.77,54.98,42.22,4.34,-76.11,-3.23,0.52,-1.65,-88.16,-21.4,Upgrade
Pretax Income,"1,043.84",858.14,686.23,603.32,629.9,466.9,385.94,343.16,393.51,335.48,Upgrade
Income Tax,173.27,132.15,84.4,39.67,122.01,162.93,125.08,119.52,109.4,112.92,Upgrade
Net Income,870.57,725.98,601.82,563.65,507.89,303.97,260.86,223.65,284.11,222.56,Upgrade
Net Income Growth,19.92%,20.63%,6.77%,10.98%,67.08%,16.53%,16.64%,-21.28%,27.66%,20.80%,Upgrade
Shares Outstanding (Basic),81,83,84,85,87,90,96,109,116,120,Upgrade
Shares Outstanding (Diluted),81,83,85,86,90,92,97,110,117,121,Upgrade
Shares Change,-2.71%,-1.23%,-1.19%,-4.64%,-2.41%,-4.79%,-12.18%,-5.81%,-3.61%,-1.73%,Upgrade
EPS (Basic),10.78,8.80,7.19,6.66,5.83,3.36,2.72,2.05,2.45,1.85,Upgrade
EPS (Diluted),10.72,8.70,7.12,6.59,5.66,3.31,2.70,2.03,2.43,1.83,Upgrade
EPS Growth,23.22%,22.19%,8.04%,16.43%,71.00%,22.59%,33.00%,-16.46%,32.79%,23.65%,Upgrade
Free Cash Flow Per Share,12.66,10.71,9.08,7.75,6.47,3.93,4.17,2.49,2.20,2.31,Upgrade
Dividend Per Share,4.580,3.640,2.920,2.520,1.920,1.320,1.000,0.800,0.180,-,Upgrade
Dividend Growth,25.82%,24.66%,15.87%,31.25%,45.45%,32.00%,25.00%,344.44%,-,-,Upgrade
Gross Margin,82.02%,82.45%,82.79%,81.07%,79.96%,78.52%,78.09%,75.10%,72.25%,73.65%,Upgrade
Operating Margin,53.71%,52.49%,52.19%,48.51%,47.90%,45.50%,42.42%,37.57%,33.83%,37.26%,Upgrade
Profit Margin,38.72%,35.53%,35.50%,36.18%,35.42%,23.86%,22.67%,20.80%,28.51%,24.37%,Upgrade
Free Cash Flow Margin,45.47%,43.22%,44.84%,42.09%,39.32%,27.89%,34.74%,25.32%,25.57%,30.40%,Upgrade
Effective Tax Rate,16.60%,15.40%,12.30%,6.58%,19.37%,34.90%,32.41%,34.83%,27.80%,33.66%,Upgrade
EBITDA,"1,357.91","1,151.88",953.34,853.26,848.55,662.98,568.94,483.35,499.88,442.24,Upgrade
EBITDA Margin,60.39%,56.37%,56.23%,54.77%,59.17%,52.03%,49.44%,44.96%,50.15%,48.42%,Upgrade
Depreciation & Amortization,142.5,134.13,110.8,101.9,85.54,79.99,81.35,77.8,74.55,80.51,Upgrade
EBIT,"1,215.41","1,017.75",842.55,751.36,763.01,583,487.59,405.55,425.33,361.73,Upgrade
EBIT Margin,54.05%,49.80%,49.70%,48.23%,53.21%,45.75%,42.37%,37.73%,42.67%,39.60%,Upgrade
