Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,389.82,386.67,306.03,340.81,328.33,304.02,245.15,234.85,233.34,225.59,Upgrade
Revenue Growth (YoY),0.81%,26.35%,-10.21%,3.80%,7.99%,24.01%,4.39%,0.65%,3.44%,-3.52%,Upgrade
Gross Profit,389.82,386.67,306.03,340.81,328.33,304.02,245.15,234.85,233.34,225.59,Upgrade
"Selling, General & Admin",209.3,195.75,191.99,189.22,177.11,169.04,139.74,141.55,145.84,143.8,Upgrade
Other Operating Expenses,20.33,18.1,23.83,20.74,18.45,31.26,20.19,22.33,25.37,23.39,Upgrade
Operating Expenses,229.64,213.86,215.83,209.97,195.56,200.3,159.93,163.87,171.21,167.2,Upgrade
Operating Income,160.19,172.82,90.2,130.85,132.77,103.73,85.23,70.98,62.13,58.39,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,1.63,Upgrade
Pretax Income,160.19,172.82,90.2,130.85,132.77,103.73,85.23,70.98,62.13,56.76,Upgrade
Income Tax,32,34.56,16.76,25.52,25.27,48.56,25.64,20.84,17.68,15.28,Upgrade
Net Income,128.18,138.26,73.45,105.33,107.5,55.17,59.59,50.14,44.45,41.48,Upgrade
Net Income Growth,-7.29%,88.24%,-30.27%,-2.01%,94.87%,-7.43%,18.84%,12.80%,7.16%,-1.13%,Upgrade
Shares Outstanding (Basic),94,96,97,98,99,95,89,89,93,97,Upgrade
Shares Outstanding (Diluted),94,96,98,99,99,95,89,89,93,97,Upgrade
Shares Change,-2.04%,-1.96%,-0.84%,-0.64%,4.08%,7.29%,-0.57%,-4.04%,-4.04%,-6.60%,Upgrade
EPS (Basic),1.37,1.45,0.75,1.07,1.09,0.58,0.67,0.56,0.48,0.43,Upgrade
EPS (Diluted),1.37,1.44,0.75,1.07,1.08,0.58,0.67,0.56,0.48,0.43,Upgrade
EPS Growth,-4.86%,92.00%,-29.91%,-0.93%,86.21%,-13.43%,19.64%,16.67%,11.63%,7.50%,Upgrade
Free Cash Flow Per Share,1.50,1.61,1.01,0.92,1.27,0.81,0.92,0.76,0.76,0.78,Upgrade
Dividend Per Share,0.475,0.455,0.440,0.400,0.350,0.320,0.280,0.280,0.280,0.230,Upgrade
Dividend Growth,4.40%,3.41%,10.00%,14.29%,9.38%,14.29%,0%,0%,21.74%,27.78%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.09%,44.69%,29.48%,38.39%,40.44%,34.12%,34.77%,30.22%,26.63%,25.88%,Upgrade
Profit Margin,32.88%,35.76%,24.00%,30.91%,32.74%,18.14%,24.31%,21.35%,19.05%,18.39%,Upgrade
Free Cash Flow Margin,35.97%,39.93%,32.05%,26.48%,38.27%,25.23%,33.36%,28.90%,30.49%,33.73%,Upgrade
Effective Tax Rate,19.98%,20.00%,18.58%,19.50%,19.04%,46.82%,30.08%,29.36%,28.46%,26.92%,Upgrade
EBITDA,170.74,184.26,101.86,141.22,140.82,112.72,92.35,78.62,75.85,67.85,Upgrade
EBITDA Margin,43.80%,47.65%,33.28%,41.44%,42.89%,37.08%,37.67%,33.48%,32.51%,30.08%,Upgrade
Depreciation & Amortization,10.55,11.44,11.65,10.37,8.05,9,7.12,7.64,13.72,11.09,Upgrade
EBIT,160.19,172.82,90.2,130.85,132.77,103.73,85.23,70.98,62.13,56.76,Upgrade
EBIT Margin,41.09%,44.69%,29.48%,38.39%,40.44%,34.12%,34.77%,30.22%,26.63%,25.16%,Upgrade
