Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"22,237","18,884","15,301","16,883","14,950","12,497","10,776","9,667","9,441","8,312",Upgrade
Revenue Growth (YoY),17.76%,23.42%,-9.37%,12.93%,19.63%,15.97%,11.47%,2.39%,13.58%,12.46%,Upgrade
Gross Profit,"22,237","18,884","15,301","16,883","14,950","12,497","10,776","9,667","9,441","8,312",Upgrade
"Selling, General & Admin","8,867","7,982","6,567","6,697","6,081","5,424","4,525","4,162","4,014","3,456",Upgrade
Other Operating Expenses,"1,106",820,653,522,"1,587",451,490,427,321,353,Upgrade
Operating Expenses,"9,973","8,802","7,220","7,219","7,668","5,875","5,015","4,589","4,335","3,809",Upgrade
Operating Income,"12,264","10,082","8,081","9,664","7,282","6,622","5,761","5,078","5,106","4,503",Upgrade
Interest Expense / Income,471,431,380,224,186,154,95,61,48,14,Upgrade
Other Expense / Income,61,-656,-59,-291,-108,-54,20,59,-21,-11,Upgrade
Pretax Income,"11,732","10,307","7,760","9,731","7,204","6,522","5,646","4,958","5,079","4,500",Upgrade
Income Tax,"1,802","1,620","1,349","1,613","1,345","2,607","1,587","1,150","1,462","1,384",Upgrade
Net Income,"9,930","8,687","6,411","8,118","5,859","3,915","4,059","3,808","3,617","3,116",Upgrade
Net Income Growth,14.31%,35.50%,-21.03%,38.56%,49.66%,-3.55%,6.59%,5.28%,16.08%,12.94%,Upgrade
Shares Outstanding (Basic),968,988,"1,002","1,017","1,041","1,067","1,098","1,134","1,165","1,211",Upgrade
Shares Outstanding (Diluted),971,992,"1,006","1,022","1,047","1,072","1,101","1,137","1,169","1,215",Upgrade
Shares Change,-2.12%,-1.39%,-1.57%,-2.39%,-2.33%,-2.63%,-3.17%,-2.74%,-3.79%,-3.42%,Upgrade
EPS (Basic),10.26,8.79,6.40,7.98,5.63,3.67,3.70,3.36,3.11,2.57,Upgrade
EPS (Diluted),10.22,8.76,6.37,7.94,5.60,3.65,3.69,3.35,3.10,2.56,Upgrade
EPS Growth,16.67%,37.52%,-19.77%,41.79%,53.42%,-1.08%,10.15%,8.06%,21.09%,16.89%,Upgrade
Free Cash Flow Per Share,10.43,8.75,6.50,7.33,5.49,4.91,3.88,3.31,2.64,3.17,Upgrade
Dividend Per Share,1.960,1.760,1.600,1.320,1.000,0.880,0.760,0.640,0.440,0.210,Upgrade
Dividend Growth,11.36%,10.00%,21.21%,32.00%,13.64%,15.79%,18.75%,45.45%,109.52%,100.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,55.15%,53.39%,52.81%,57.24%,48.71%,52.99%,53.46%,52.53%,54.08%,54.17%,Upgrade
Profit Margin,44.66%,46.00%,41.90%,48.08%,39.19%,31.33%,37.67%,39.39%,38.31%,37.49%,Upgrade
Free Cash Flow Margin,45.41%,45.80%,42.59%,44.16%,38.25%,41.94%,39.49%,38.88%,32.55%,46.15%,Upgrade
Effective Tax Rate,15.36%,15.72%,17.38%,16.58%,18.67%,39.97%,28.11%,23.19%,28.79%,30.76%,Upgrade
EBITDA,"12,953","11,464","8,720","10,477","7,849","7,113","6,114","5,385","5,448","4,772",Upgrade
EBITDA Margin,58.25%,60.71%,56.99%,62.06%,52.50%,56.92%,56.74%,55.70%,57.71%,57.41%,Upgrade
Depreciation & Amortization,750,726,580,522,459,437,373,366,321,258,Upgrade
EBIT,"12,203","10,738","8,140","9,955","7,390","6,676","5,741","5,019","5,127","4,514",Upgrade
EBIT Margin,54.88%,56.86%,53.20%,58.96%,49.43%,53.42%,53.28%,51.92%,54.31%,54.31%,Upgrade
