Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"2,194.45","1,278.96","1,038.92","1,202.64","1,147.25","1,014.87",926.64,853.1,793.3,754.28,Upgrade
Revenue Growth (YoY),71.58%,23.10%,-13.61%,4.83%,13.04%,9.52%,8.62%,7.54%,5.17%,0.55%,Upgrade
Gross Profit,"2,194.45","1,278.96","1,038.92","1,202.64","1,147.25","1,014.87",926.64,853.1,793.3,754.28,Upgrade
"Selling, General & Admin","1,157.87",647.45,658.24,595.53,575.97,540.74,501.49,454.38,403.14,398.99,Upgrade
Other Operating Expenses,238.6,97.65,100.7,120.42,129.64,120.34,121.7,100.97,98.46,98.72,Upgrade
Operating Expenses,"1,396.47",745.1,758.95,715.95,705.62,661.08,623.19,555.34,501.6,497.71,Upgrade
Operating Income,797.98,533.86,279.97,486.69,441.63,353.79,303.45,297.76,291.7,256.57,Upgrade
Pretax Income,797.98,533.86,279.97,486.69,441.63,353.79,303.45,297.76,291.7,256.57,Upgrade
Income Tax,153.69,125,59.35,103.97,81.22,98.35,96.32,93.03,91.97,77.11,Upgrade
Net Income,644.28,408.86,220.62,382.72,360.42,255.44,207.13,204.73,199.73,179.46,Upgrade
Preferred Dividends,15.92,7.88,7.88,7.88,8.72,8.61,8.7,9.37,11.23,11.42,Upgrade
Net Income Common,628.36,400.99,212.75,374.85,351.7,246.83,198.42,195.36,188.5,168.04,Upgrade
Net Income Growth,56.70%,88.48%,-43.24%,6.58%,42.49%,24.40%,1.57%,3.64%,12.18%,-1.87%,Upgrade
Shares Outstanding (Basic),174,91,90,92,92,92,92,92,90,90,Upgrade
Shares Change,92.09%,0.43%,-1.99%,-0.22%,0.18%,0.38%,0.05%,1.59%,-0.11%,2.75%,Upgrade
EPS (Basic),3.72,4.43,2.35,4.07,3.83,2.68,2.17,2.15,2.10,1.90,Upgrade
EPS (Diluted),3.72,4.42,2.35,4.06,3.81,2.67,2.16,2.13,2.08,1.86,Upgrade
EPS Growth,-15.84%,88.09%,-42.12%,6.56%,42.70%,23.61%,1.41%,2.40%,11.83%,0%,Upgrade
Free Cash Flow Per Share,7.51,7.45,3.99,3.02,4.74,4.56,3.91,2.92,2.40,4.91,Upgrade
Dividend Per Share,1.600,1.600,1.600,1.530,1.250,1.030,0.980,0.890,0.750,0.550,Upgrade
Dividend Growth,0%,0%,4.58%,22.40%,21.36%,5.10%,10.11%,18.67%,36.36%,57.14%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,36.36%,41.74%,26.95%,40.47%,38.49%,34.86%,32.75%,34.90%,36.77%,34.02%,Upgrade
Profit Margin,28.63%,31.35%,20.48%,31.17%,30.66%,24.32%,21.41%,22.90%,23.76%,22.28%,Upgrade
Free Cash Flow Margin,59.58%,52.79%,34.66%,23.13%,38.09%,41.36%,38.74%,31.34%,27.29%,58.78%,Upgrade
Effective Tax Rate,19.26%,23.41%,21.20%,21.36%,18.39%,27.80%,31.74%,31.24%,31.53%,30.06%,Upgrade
EBITDA,936.56,592.56,344.46,576.41,531.37,436.41,397.23,386.99,373.04,353.98,Upgrade
EBITDA Margin,42.68%,46.33%,33.16%,47.93%,46.32%,43.00%,42.87%,45.36%,47.02%,46.93%,Upgrade
Depreciation & Amortization,138.58,58.69,64.48,89.72,89.73,82.62,93.78,89.23,81.34,97.41,Upgrade
EBIT,797.98,533.86,279.97,486.69,441.63,353.79,303.45,297.76,291.7,256.57,Upgrade
EBIT Margin,36.36%,41.74%,26.95%,40.47%,38.49%,34.86%,32.75%,34.90%,36.77%,34.02%,Upgrade
