Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,781.03,841.1,453.72,476.82,415.49,270.18,163.38,114.26,82.33,65.4,Upgrade
Revenue Growth (YoY),-7.14%,85.38%,-4.84%,14.76%,53.78%,65.37%,42.99%,38.79%,25.89%,13.50%,Upgrade
Gross Profit,781.03,841.1,453.72,476.82,415.49,270.18,163.38,114.26,82.33,65.4,Upgrade
"Selling, General & Admin",324.91,313.17,265.76,201.52,184.03,117.62,73.96,52.55,41.64,36.16,Upgrade
Other Operating Expenses,71.76,67.11,115.36,57.55,65.87,50.34,24.11,20.99,13.35,14.66,Upgrade
Operating Expenses,396.67,380.28,381.12,259.07,249.91,167.96,98.06,73.54,54.99,50.82,Upgrade
Operating Income,384.36,460.82,72.6,217.75,165.58,102.23,65.32,40.72,27.34,14.58,Upgrade
Pretax Income,384.36,460.82,72.6,217.75,165.58,102.23,65.32,40.72,27.34,14.58,Upgrade
Income Tax,100.62,120.93,12.25,58.04,42.24,42.13,25.22,15.21,10.72,5.59,Upgrade
Net Income,283.74,339.89,60.35,159.72,123.34,60.1,40.1,25.52,16.62,8.99,Upgrade
Net Income Growth,-16.52%,463.19%,-62.21%,29.49%,105.22%,49.86%,57.17%,53.56%,84.77%,-43.00%,Upgrade
Shares Outstanding (Basic),94,94,79,60,54,38,27,21,17,16,Upgrade
Shares Outstanding (Diluted),94,94,80,61,55,39,27,21,17,17,Upgrade
Shares Change,0.08%,18.24%,31.00%,11.13%,41.81%,40.35%,27.69%,23.90%,4.42%,51.22%,Upgrade
EPS (Basic),2.99,3.60,0.75,2.62,2.29,1.59,1.49,1.21,0.97,0.57,Upgrade
EPS (Diluted),2.98,3.58,0.75,2.60,2.26,1.56,1.46,1.19,0.96,0.54,Upgrade
EPS Growth,-16.76%,377.33%,-71.15%,15.04%,44.87%,6.85%,22.69%,23.96%,77.78%,-62.50%,Upgrade
Free Cash Flow Per Share,4.31,3.33,2.54,2.96,3.45,1.73,2.29,1.10,0.69,0.76,Upgrade
Dividend Per Share,1.320,1.290,1.030,0.880,-,-,-,-,-,-,Upgrade
Dividend Growth,2.33%,25.24%,17.05%,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,49.21%,54.79%,16.00%,45.67%,39.85%,37.84%,39.98%,35.64%,33.20%,22.30%,Upgrade
Profit Margin,36.33%,40.41%,13.30%,33.50%,29.69%,22.24%,24.55%,22.33%,20.18%,13.75%,Upgrade
Free Cash Flow Margin,51.67%,36.97%,44.29%,37.46%,44.81%,24.13%,37.66%,20.38%,14.26%,18.23%,Upgrade
Effective Tax Rate,26.18%,26.24%,16.87%,26.65%,25.51%,41.21%,38.60%,37.35%,39.21%,38.32%,Upgrade
EBITDA,413.09,492.74,103.02,244.81,186.95,113.26,70.21,44.51,30.55,17.29,Upgrade
EBITDA Margin,52.89%,58.58%,22.71%,51.34%,44.99%,41.92%,42.97%,38.95%,37.10%,26.44%,Upgrade
Depreciation & Amortization,28.74,31.91,30.42,27.06,21.37,11.03,4.89,3.78,3.21,2.71,Upgrade
EBIT,384.36,460.82,72.6,217.75,165.58,102.23,65.32,40.72,27.34,14.58,Upgrade
EBIT Margin,49.21%,54.79%,16.00%,45.67%,39.85%,37.84%,39.98%,35.64%,33.20%,22.30%,Upgrade
