Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,40.53,40.39,40.3,36.26,35.87,42.7,34.55,35.52,36.33,35.84,Upgrade
Revenue Growth (YoY),0.33%,0.23%,11.15%,1.08%,-15.99%,23.59%,-2.75%,-2.22%,1.37%,-2.10%,Upgrade
Cost of Revenue,5,5.44,4.95,5.22,5.86,9.06,8.73,7.08,6.4,5.69,Upgrade
Gross Profit,35.52,34.95,35.35,31.04,30.01,33.63,25.82,28.44,29.93,30.15,Upgrade
"Selling, General & Admin",24.72,27.42,26.26,25.62,27.44,26.18,23.94,26.04,27.43,26.03,Upgrade
Operating Expenses,24.72,27.42,26.26,25.62,27.44,26.18,23.94,26.04,27.43,26.03,Upgrade
Operating Income,10.8,7.54,9.09,5.41,2.57,7.46,1.88,2.4,2.5,4.12,Upgrade
Other Expense / Income,-19.84,-22.74,-11.56,-10.9,-9.33,-8.03,-8.13,-8.1,-7.68,-6.39,Upgrade
Pretax Income,30.64,30.28,20.65,16.31,11.9,15.49,10.01,10.5,10.18,10.51,Upgrade
Income Tax,6.82,7,5.71,4.3,-2.84,5.12,2.72,3.2,3.41,3.89,Upgrade
Net Income,23.82,23.28,14.94,12.01,14.74,10.37,7.29,7.29,6.77,6.62,Upgrade
Net Income Growth,2.33%,55.79%,24.43%,-18.52%,42.16%,42.19%,-0.01%,7.74%,2.25%,-4.42%,Upgrade
Shares Outstanding (Basic),10,10,10,10,10,10,10,10,10,10,Upgrade
Shares Outstanding (Diluted),10,10,10,10,10,10,10,10,10,10,Upgrade
Shares Change,-0.55%,-0.52%,-0.38%,-0.20%,-0.19%,-0.61%,-0.33%,-0.26%,-0.50%,-0.33%,Upgrade
EPS (Basic),2.50,2.43,1.55,1.24,1.52,1.07,0.75,0.74,0.69,0.67,Upgrade
EPS (Diluted),2.50,2.43,1.55,1.24,1.52,1.07,0.75,0.74,0.69,0.67,Upgrade
EPS Growth,2.88%,56.77%,25.00%,-18.42%,42.06%,42.67%,1.35%,7.25%,2.99%,-4.29%,Upgrade
Free Cash Flow Per Share,2.58,1.69,1.43,1.17,0.98,1.43,0.00,-0.12,0.08,-0.16,Upgrade
Dividend Per Share,0.910,0.850,0.810,0.770,0.930,0.690,0.650,0.600,0.600,0.600,Upgrade
Dividend Growth,7.06%,4.94%,5.19%,-17.20%,34.78%,6.15%,8.33%,0%,0%,-14.29%,Upgrade
Gross Margin,87.65%,86.53%,87.73%,85.60%,83.67%,78.77%,74.74%,80.07%,82.38%,84.11%,Upgrade
Operating Margin,26.65%,18.65%,22.56%,14.93%,7.17%,17.47%,5.44%,6.75%,6.88%,11.50%,Upgrade
Profit Margin,58.78%,57.64%,37.08%,33.12%,41.09%,24.28%,21.11%,20.53%,18.63%,18.47%,Upgrade
Free Cash Flow Margin,60.79%,40.19%,34.10%,31.36%,26.48%,32.57%,0.12%,-3.20%,2.20%,-4.52%,Upgrade
Effective Tax Rate,22.25%,23.11%,27.64%,26.38%,-23.87%,33.05%,27.15%,30.52%,33.50%,37.00%,Upgrade
EBITDA,31.97,31.57,20.92,16.68,13.02,20.11,13.83,13.21,12.26,12.06,Upgrade
EBITDA Margin,78.90%,78.16%,51.90%,46.00%,36.31%,47.09%,40.02%,37.19%,33.75%,33.64%,Upgrade
Depreciation & Amortization,1.34,1.29,0.27,0.37,1.13,4.62,3.82,2.72,2.09,1.55,Upgrade
EBIT,30.64,30.28,20.65,16.31,11.9,15.49,10.01,10.5,10.18,10.51,Upgrade
EBIT Margin,75.60%,74.96%,51.24%,44.99%,33.17%,36.27%,28.97%,29.54%,28.01%,29.31%,Upgrade
