Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,127.35,137.19,131.56,102.96,93.88,94.95,97.32,99.76,72.96,57.56,Upgrade
Revenue Growth (YoY),-7.17%,4.28%,27.78%,9.68%,-1.13%,-2.44%,-2.45%,36.73%,26.77%,-2.80%,Upgrade
Gross Profit,127.35,137.19,131.56,102.96,93.88,94.95,97.32,99.76,72.96,57.56,Upgrade
"Selling, General & Admin",86.27,88,88.08,75.95,67.81,68.24,69.9,66.87,44.46,35.43,Upgrade
Other Operating Expenses,2.58,1.2,1.03,0.89,1.19,2.23,6.03,5.74,3.57,3.47,Upgrade
Operating Expenses,88.85,89.2,89.11,76.84,69,70.47,75.93,72.61,48.03,38.9,Upgrade
Operating Income,38.49,47.99,42.45,26.13,24.88,24.49,21.39,27.16,24.93,18.66,Upgrade
Other Expense / Income,-,-,-,-,0.8,1.01,0.93,0.59,-0.65,0.09,Upgrade
Pretax Income,38.49,47.99,42.45,26.13,24.08,23.47,20.46,26.57,25.58,18.57,Upgrade
Income Tax,7.75,10.48,9.56,5.43,4.07,10.32,6.05,8.78,8.17,6.25,Upgrade
Net Income,30.74,37.52,32.89,20.69,20,13.15,14.41,17.78,17.41,12.33,Upgrade
Net Income Growth,-18.06%,14.08%,58.95%,3.43%,52.11%,-8.74%,-18.96%,2.15%,41.24%,-4.80%,Upgrade
Shares Outstanding (Basic),6,6,6,7,7,7,7,7,7,7,Upgrade
Shares Outstanding (Diluted),6,6,6,7,7,7,7,7,7,7,Upgrade
Shares Change,-6.72%,-2.83%,-5.54%,-2.48%,0.05%,0.04%,0.38%,1.40%,3.67%,0.53%,Upgrade
EPS (Basic),5.33,6.07,5.18,3.08,2.91,1.91,2.09,2.59,2.57,1.89,Upgrade
EPS (Diluted),5.27,6.00,5.11,3.04,2.86,1.88,2.06,2.56,2.54,1.87,Upgrade
EPS Growth,-12.17%,17.42%,68.09%,6.29%,52.13%,-8.74%,-19.53%,0.79%,35.83%,-5.08%,Upgrade
Free Cash Flow Per Share,12.88,17.71,-6.25,-0.57,3.07,1.77,2.65,0.54,2.25,2.52,Upgrade
Dividend Per Share,1.820,1.500,1.380,1.260,1.020,0.860,0.780,0.740,0.700,0.640,Upgrade
Dividend Growth,21.33%,8.70%,9.52%,23.53%,18.60%,10.26%,5.41%,5.71%,9.38%,14.29%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,30.23%,34.98%,32.26%,25.37%,26.50%,25.79%,21.98%,27.22%,34.17%,32.42%,Upgrade
Profit Margin,24.14%,27.35%,25.00%,20.10%,21.31%,13.85%,14.81%,17.83%,23.86%,21.41%,Upgrade
Free Cash Flow Margin,58.33%,79.80%,-30.19%,-3.75%,22.50%,12.81%,18.73%,3.69%,20.83%,28.56%,Upgrade
Effective Tax Rate,20.14%,21.83%,22.52%,20.80%,16.91%,43.97%,29.58%,33.06%,31.95%,33.63%,Upgrade
EBITDA,42.82,52.47,46.75,30.19,27.34,27.11,23.19,29.27,27.92,20.77,Upgrade
EBITDA Margin,33.63%,38.24%,35.53%,29.32%,29.12%,28.56%,23.83%,29.34%,38.26%,36.09%,Upgrade
Depreciation & Amortization,4.33,4.47,4.3,4.07,3.26,3.64,2.73,2.7,2.33,2.2,Upgrade
EBIT,38.49,47.99,42.45,26.13,24.08,23.47,20.46,26.57,25.58,18.57,Upgrade
EBIT Margin,30.23%,34.98%,32.26%,25.37%,25.65%,24.72%,21.03%,26.63%,35.06%,32.27%,Upgrade
