Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Revenue,86.82,78.12,53.6,40.82,38.21,34.76,32.12,29.94,28.22,28.88,Upgrade
Revenue Growth (YoY),11.14%,45.73%,31.31%,6.85%,9.92%,8.22%,7.26%,6.10%,-2.27%,15.31%,Upgrade
Gross Profit,86.82,78.12,53.6,40.82,38.21,34.76,32.12,29.94,28.22,28.88,Upgrade
"Selling, General & Admin",44.74,40.98,31.41,24.04,22.58,22.33,19.37,18.2,16.89,16.08,Upgrade
Other Operating Expenses,6.61,9.13,6.91,2.89,2.49,2.51,2.28,2.83,2.82,3.04,Upgrade
Operating Expenses,51.35,50.11,38.32,26.92,25.07,24.84,21.66,21.02,19.7,19.12,Upgrade
Operating Income,35.47,28.01,15.28,13.9,13.14,9.92,10.46,8.92,8.52,9.76,Upgrade
Pretax Income,35.47,28.01,15.28,13.9,13.14,9.92,10.46,8.92,8.52,9.76,Upgrade
Income Tax,5.45,4,2.25,2.33,2.13,1.21,2.77,1.82,2.17,2.64,Upgrade
Net Income,30.02,24.01,13.04,11.58,11.01,8.72,7.69,7.1,6.35,7.12,Upgrade
Net Income Growth,25.05%,84.18%,12.60%,5.18%,26.27%,13.30%,8.31%,11.82%,-10.81%,45.29%,Upgrade
Shares Outstanding (Basic),6,6,5,4,4,4,4,4,4,4,Upgrade
Shares Change,-0.26%,13.42%,31.63%,0.59%,0.79%,1.34%,0.57%,0.84%,2.04%,2.75%,Upgrade
EPS (Basic),5.32,4.51,2.84,3.06,2.93,2.35,2.09,1.94,1.75,2.02,Upgrade
EPS (Diluted),5.29,4.48,2.82,3.03,2.90,2.33,2.09,1.94,1.75,2.01,Upgrade
EPS Growth,18.08%,58.87%,-6.93%,4.48%,24.46%,11.48%,7.73%,11.05%,-13.21%,41.07%,Upgrade
Free Cash Flow Per Share,7.99,1.13,-0.18,5.79,2.68,3.48,3.91,3.88,1.36,6.19,Upgrade
Dividend Per Share,1.350,1.230,1.140,1.060,0.980,1.087,0.827,0.773,0.733,0.733,Upgrade
Dividend Growth,9.76%,7.89%,7.55%,8.16%,-9.84%,31.44%,6.99%,5.46%,0%,9.90%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,40.85%,35.86%,28.51%,34.05%,34.38%,28.55%,32.57%,29.79%,30.18%,33.79%,Upgrade
Profit Margin,34.58%,30.73%,24.32%,28.36%,28.81%,25.08%,23.95%,23.72%,22.51%,24.66%,Upgrade
Free Cash Flow Margin,51.84%,8.19%,-1.69%,53.64%,26.40%,37.32%,44.79%,47.36%,17.46%,76.26%,Upgrade
Effective Tax Rate,15.36%,14.28%,14.71%,16.73%,16.21%,12.15%,26.47%,20.38%,25.43%,27.01%,Upgrade
EBITDA,40.72,33.43,19.82,17.2,16.16,13.04,13.76,12.49,11.66,13.08,Upgrade
EBITDA Margin,46.91%,42.80%,36.98%,42.14%,42.31%,37.50%,42.85%,41.70%,41.30%,45.30%,Upgrade
Depreciation & Amortization,5.26,5.42,4.54,3.3,3.03,3.11,3.3,3.57,3.14,3.32,Upgrade
EBIT,35.47,28.01,15.28,13.9,13.14,9.92,10.46,8.92,8.52,9.76,Upgrade
EBIT Margin,40.85%,35.86%,28.51%,34.05%,34.38%,28.55%,32.57%,29.79%,30.18%,33.79%,Upgrade
