Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,445.62,418.6,362.4,393.23,326.97,282.54,224.28,175.01,158.52,155.15,Upgrade
Revenue Growth (YoY),6.45%,15.51%,-7.84%,20.27%,15.73%,25.98%,28.15%,10.40%,2.17%,1.74%,Upgrade
Gross Profit,445.62,418.6,362.4,393.23,326.97,282.54,224.28,175.01,158.52,155.15,Upgrade
"Selling, General & Admin",207.44,193.82,170.3,189.67,146.26,133.27,114.85,92.48,87.49,89.91,Upgrade
Other Operating Expenses,76.44,67.96,63.9,69.13,46.78,41.16,33.01,22.83,20.72,22.41,Upgrade
Operating Expenses,283.88,261.78,234.2,258.79,193.04,174.43,147.86,115.31,108.21,112.31,Upgrade
Operating Income,161.74,156.82,128.21,134.44,133.93,108.11,76.42,59.7,50.31,42.84,Upgrade
Pretax Income,161.74,156.82,128.21,134.44,133.93,108.11,76.42,59.7,50.31,42.84,Upgrade
Income Tax,33.43,33.37,27.86,31.49,35,45.39,26.72,20.7,17.53,14.11,Upgrade
Net Income,128.31,123.45,100.34,102.95,98.93,62.73,49.69,39.01,32.77,28.73,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0.7,0.73,3.63,Upgrade
Net Income Common,128.31,123.45,100.34,102.95,98.93,62.73,49.69,38.31,32.05,25.09,Upgrade
Net Income Growth,3.94%,23.03%,-2.53%,4.07%,57.71%,26.22%,29.73%,19.53%,27.71%,34.02%,Upgrade
Shares Outstanding (Basic),55,56,55,55,49,49,38,29,29,29,Upgrade
Shares Change,-0.78%,2.10%,-0.95%,12.66%,0.46%,27.29%,33.16%,-0.89%,0.10%,0.14%,Upgrade
EPS (Basic),2.32,2.23,1.84,1.88,2.02,1.47,1.42,1.32,1.11,0.87,Upgrade
EPS (Diluted),2.29,2.20,1.83,1.87,2.01,1.45,1.40,1.32,1.10,0.86,Upgrade
EPS Growth,4.09%,20.22%,-2.14%,-6.97%,38.62%,3.57%,6.06%,20.00%,27.91%,30.30%,Upgrade
Free Cash Flow Per Share,2.99,2.95,2.93,1.37,3.91,4.95,-0.72,2.01,2.23,3.40,Upgrade
Dividend Per Share,0.920,0.920,0.880,0.840,0.800,0.720,0.680,0.620,0.570,0.360,Upgrade
Dividend Growth,0%,4.55%,4.76%,5.00%,11.11%,5.88%,9.68%,8.77%,58.33%,-50.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,36.29%,37.46%,35.38%,34.19%,40.96%,38.26%,34.07%,34.11%,31.74%,27.61%,Upgrade
Profit Margin,28.79%,29.49%,27.69%,26.18%,30.26%,22.20%,22.16%,21.89%,20.22%,16.17%,Upgrade
Free Cash Flow Margin,37.10%,39.24%,44.09%,19.20%,58.49%,85.16%,-12.22%,32.97%,40.63%,63.46%,Upgrade
Effective Tax Rate,20.67%,21.28%,21.73%,23.42%,26.13%,41.98%,34.97%,34.67%,34.85%,32.94%,Upgrade
EBITDA,187.39,185,156.15,158.57,150.87,123.48,88.15,68.59,58.76,51.44,Upgrade
EBITDA Margin,42.05%,44.19%,43.09%,40.33%,46.14%,43.70%,39.30%,39.19%,37.07%,33.15%,Upgrade
Depreciation & Amortization,25.65,28.18,27.95,24.14,16.94,15.37,11.73,8.89,8.46,8.6,Upgrade
EBIT,161.74,156.82,128.21,134.44,133.93,108.11,76.42,59.7,50.31,42.84,Upgrade
EBIT Margin,36.29%,37.46%,35.38%,34.19%,40.96%,38.26%,34.07%,34.11%,31.74%,27.61%,Upgrade
