Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,125.8,121.95,113.11,110.75,106.54,99.86,93.15,80.05,71.14,66.54,Upgrade
Revenue Growth (YoY),3.15%,7.82%,2.13%,3.95%,6.69%,7.21%,16.36%,12.52%,6.92%,-0.19%,Upgrade
Gross Profit,125.8,121.95,113.11,110.75,106.54,99.86,93.15,80.05,71.14,66.54,Upgrade
"Selling, General & Admin",54.5,55.09,49.66,49.02,48.15,42.89,39.39,35.5,32.6,30.35,Upgrade
Other Operating Expenses,13.08,12.54,11.36,11.95,11.76,11.97,12.07,10.11,9.43,9.15,Upgrade
Operating Expenses,67.58,67.63,61.02,60.96,59.91,54.85,51.46,45.61,42.03,39.5,Upgrade
Operating Income,58.22,54.33,52.09,49.78,46.64,45.01,41.69,34.44,29.11,27.04,Upgrade
Other Expense / Income,-,1.02,2.56,-,-,-,1.76,1.08,-,-,Upgrade
Pretax Income,58.22,53.31,49.53,49.78,46.64,45.01,39.93,33.36,29.11,27.04,Upgrade
Income Tax,11.29,10.22,8.32,8.23,5.06,9.89,9.05,7.47,6.1,5.74,Upgrade
Net Income,46.93,43.09,41.2,41.56,41.57,35.12,30.88,25.89,23.01,21.3,Upgrade
Net Income Growth,8.92%,4.58%,-0.85%,-0.04%,18.37%,13.74%,19.27%,12.50%,8.05%,4.45%,Upgrade
Shares Outstanding (Basic),23,24,24,25,25,25,24,21,21,20,Upgrade
Shares Outstanding (Diluted),23,24,24,25,25,-,-,21,21,20,Upgrade
Shares Change,-3.33%,-0.85%,-3.26%,-2.49%,2.69%,3.99%,12.69%,1.48%,1.28%,1.95%,Upgrade
EPS (Basic),2.05,1.82,1.73,1.68,1.64,1.44,1.35,1.23,1.11,1.04,Upgrade
EPS (Diluted),2.04,1.81,1.72,1.67,1.63,1.43,1.34,1.22,1.10,1.03,Upgrade
EPS Growth,12.71%,5.23%,2.99%,2.45%,13.99%,6.72%,9.84%,10.91%,6.49%,2.58%,Upgrade
Free Cash Flow Per Share,2.38,1.82,1.80,1.91,2.12,1.55,1.20,1.44,1.43,1.79,Upgrade
Dividend Per Share,1.020,0.770,0.730,0.690,0.470,0.580,0.547,0.647,0.356,0.453,Upgrade
Dividend Growth,32.47%,5.48%,5.80%,46.81%,-18.97%,6.03%,-15.46%,81.74%,-21.41%,6.09%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,46.28%,44.55%,46.05%,44.95%,43.77%,45.07%,44.75%,43.02%,40.92%,40.63%,Upgrade
Profit Margin,37.31%,35.33%,36.43%,37.52%,39.02%,35.17%,33.15%,32.34%,32.35%,32.01%,Upgrade
Free Cash Flow Margin,43.27%,35.33%,38.04%,42.54%,50.39%,38.33%,30.42%,37.71%,41.56%,55.11%,Upgrade
Effective Tax Rate,19.39%,19.17%,16.81%,16.53%,10.85%,21.97%,22.66%,22.38%,20.94%,21.21%,Upgrade
EBITDA,64.53,61.99,55.9,56,50.7,48.62,43.15,36.37,31.96,29.86,Upgrade
EBITDA Margin,51.30%,50.83%,49.42%,50.57%,47.59%,48.68%,46.32%,45.43%,44.93%,44.88%,Upgrade
Depreciation & Amortization,6.31,8.68,6.37,6.22,4.07,3.6,3.22,3.01,2.86,2.82,Upgrade
EBIT,58.22,53.31,49.53,49.78,46.64,45.01,39.93,33.36,29.11,27.04,Upgrade
EBIT Margin,46.28%,43.71%,43.79%,44.95%,43.77%,45.07%,42.87%,41.67%,40.92%,40.63%,Upgrade
