Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Revenue,507.19,428.35,373.91,355.71,306.71,272.46,240.52,217.31,204.72,170.63,Upgrade
Revenue Growth (YoY),18.40%,14.56%,5.11%,15.98%,12.57%,13.28%,10.68%,6.15%,19.98%,25.74%,Upgrade
Gross Profit,507.19,428.35,373.91,355.71,306.71,272.46,240.52,217.31,204.72,170.63,Upgrade
"Selling, General & Admin",180.43,158.36,142.55,124.78,112.68,104.65,95.88,93.58,76.47,55.6,Upgrade
Other Operating Expenses,227.21,126.17,157.58,131.81,114.66,103.64,85.77,69.37,89.36,54.64,Upgrade
Operating Expenses,407.64,284.53,300.13,256.6,227.34,208.29,181.65,162.95,165.83,110.23,Upgrade
Operating Income,99.54,143.82,73.78,99.12,79.37,64.17,58.87,54.36,38.89,60.4,Upgrade
Interest Expense / Income,34.22,31.35,37.85,40.13,33.46,23.91,19.92,16.22,14.95,14.14,Upgrade
Pretax Income,65.32,112.47,35.93,58.99,45.9,40.26,38.95,38.14,23.94,46.25,Upgrade
Income Tax,14.1,23.79,9.2,14.26,10.56,10.29,14.92,14.77,9.14,17.46,Upgrade
Net Income,51.22,88.69,26.73,44.73,35.35,29.96,24.03,23.37,14.8,28.79,Upgrade
Net Income Growth,-42.24%,231.79%,-40.24%,26.56%,17.96%,24.68%,2.85%,57.85%,-48.59%,16.33%,Upgrade
Shares Outstanding (Basic),9,10,11,11,12,12,12,13,13,13,Upgrade
Shares Outstanding (Diluted),10,11,11,12,12,12,12,13,13,13,Upgrade
Shares Change,-9.27%,-4.50%,-5.33%,-2.53%,2.50%,-2.50%,-7.56%,0.95%,0.44%,7.62%,Upgrade
EPS (Basic),5.51,8.84,2.45,3.92,3.03,2.59,2.03,1.82,1.17,2.29,Upgrade
EPS (Diluted),5.30,8.33,2.40,3.80,2.93,2.54,1.99,1.79,1.14,2.23,Upgrade
EPS Growth,-36.37%,247.08%,-36.84%,29.69%,15.35%,27.64%,11.17%,57.02%,-48.88%,7.73%,Upgrade
Free Cash Flow Per Share,23.50,18.48,14.73,13.37,12.09,9.63,7.99,6.23,6.50,5.44,Upgrade
Dividend Per Share,1.200,0.950,0.200,-,-,-,-,-,-,-,Upgrade
Dividend Growth,26.32%,375.00%,-,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,19.63%,33.58%,19.73%,27.86%,25.88%,23.55%,24.48%,25.02%,18.99%,35.40%,Upgrade
Profit Margin,10.10%,20.70%,7.15%,12.58%,11.52%,11.00%,9.99%,10.75%,7.23%,16.88%,Upgrade
Free Cash Flow Margin,43.07%,43.29%,43.07%,42.86%,45.95%,40.82%,39.30%,36.83%,40.31%,40.11%,Upgrade
Effective Tax Rate,21.58%,21.15%,25.60%,24.17%,23.00%,25.57%,38.30%,38.74%,38.17%,37.75%,Upgrade
EBITDA,112.23,155.48,87.09,109.97,88.17,71.52,65.32,58.28,42.77,63.86,Upgrade
EBITDA Margin,22.13%,36.30%,23.29%,30.92%,28.75%,26.25%,27.16%,26.82%,20.89%,37.42%,Upgrade
Depreciation & Amortization,12.69,11.65,13.31,10.86,8.8,7.36,6.44,3.92,3.88,3.46,Upgrade
EBIT,99.54,143.82,73.78,99.12,79.37,64.17,58.87,54.36,38.89,60.4,Upgrade
EBIT Margin,19.63%,33.58%,19.73%,27.86%,25.88%,23.55%,24.48%,25.02%,18.99%,35.40%,Upgrade
