Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,"5,922","4,230","7,649","7,478","7,161","7,229","8,788","8,716","10,987.4","8,756.5",Upgrade
Revenue Growth (YoY),40.00%,-44.70%,2.29%,4.43%,-0.94%,-17.74%,0.83%,-20.67%,25.48%,-8.93%,Upgrade
Cost of Revenue,"2,573","-2,163","4,101","3,750","3,537","3,658","5,314","4,698","5,937.9","4,497.8",Upgrade
Gross Profit,"3,349","6,393","3,548","3,728","3,624","3,571","3,474","4,018","5,049.5","4,258.7",Upgrade
"Selling, General & Admin","2,542","2,586","2,654","2,753","2,599","2,562","2,655","2,684","3,462.2","2,686.7",Upgrade
Other Operating Expenses,196,806,356,189,240,360,419,389,386.9,450.5,Upgrade
Operating Expenses,"2,738","3,392","3,010","2,942","2,839","2,922","3,074","3,073","3,849.1","3,137.2",Upgrade
Operating Income,611,"3,001",538,786,785,649,400,945,"1,200.4","1,121.5",Upgrade
Interest Expense / Income,183,224,186,212,264,264,390,469,399.2,365.4,Upgrade
Other Expense / Income,-77,749,576,"1,151",-280,"2,690",366,-16,237.7,190.1,Upgrade
Pretax Income,505,"2,028",-224,-577,801,"-2,305",-356,492,563.5,566,Upgrade
Income Tax,-5,-98,-18,-217,39,687,-29,84,"-1,731.5",-32.5,Upgrade
Net Income,510,"2,126",-206,-360,762,"-2,992",-327,408,"2,295",598.5,Upgrade
Preferred Dividends,36,36,36,28,0,0,0,0,0,0,Upgrade
Net Income Common,474,"2,090",-242,-388,762,"-2,992",-327,408,"2,295",598.5,Upgrade
Net Income Growth,-77.32%,-,-,-,-,-,-,-82.22%,283.46%,26.53%,Upgrade
Shares Outstanding (Basic),97,111,126,135,156,180,195,215,246,261,Upgrade
Shares Change,-12.45%,-12.10%,-6.33%,-13.32%,-13.48%,-7.64%,-9.62%,-12.57%,-5.56%,1.61%,Upgrade
EPS (Basic),4.71,17.92,-1.90,-2.75,4.67,-16.25,-1.63,1.81,9.07,2.39,Upgrade
EPS (Diluted),4.30,16.61,-1.84,-2.64,4.53,-16.25,-1.61,1.80,9.00,2.38,Upgrade
EPS Growth,-74.11%,-,-,-,-,-,-,-80.00%,278.15%,15.53%,Upgrade
Free Cash Flow Per Share,13.91,0.20,10.79,9.72,12.01,8.80,18.97,15.08,14.60,12.36,Upgrade
Dividend Per Share,0.800,0.695,0.600,0.610,0.040,0.040,0.040,0.040,0.040,0.020,Upgrade
Dividend Growth,15.11%,15.83%,-1.64%,1425.00%,0%,0%,0%,0%,100.00%,-,Upgrade
Gross Margin,56.55%,151.13%,46.39%,49.85%,50.61%,49.40%,39.53%,46.10%,45.96%,48.63%,Upgrade
Operating Margin,10.32%,70.95%,7.03%,10.51%,10.96%,8.98%,4.55%,10.84%,10.93%,12.81%,Upgrade
Profit Margin,8.00%,49.41%,-3.16%,-5.19%,10.64%,-41.39%,-3.72%,4.68%,20.89%,6.83%,Upgrade
Free Cash Flow Margin,22.83%,0.52%,17.81%,17.52%,26.09%,21.88%,42.01%,37.26%,32.73%,36.80%,Upgrade
Effective Tax Rate,-0.99%,-4.83%,-,-,4.87%,-,-,17.07%,-307.28%,-5.74%,Upgrade
EBITDA,688,"2,252",-38,-365,"1,065","-2,041",34,961,"1,053.3","1,016.8",Upgrade
EBITDA Margin,11.62%,53.24%,-0.50%,-4.88%,14.87%,-28.23%,0.39%,11.03%,9.59%,11.61%,Upgrade
Depreciation & Amortization,0,0,0,0,0,0,0,0,90.6,85.4,Upgrade
EBIT,688,"2,252",-38,-365,"1,065","-2,041",34,961,962.7,931.4,Upgrade
EBIT Margin,11.62%,53.24%,-0.50%,-4.88%,14.87%,-28.23%,0.39%,11.03%,8.76%,10.64%,Upgrade
