Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Revenue,58.13,98.72,184.12,576.14,"2,164.81","2,138.82","2,051.87","2,573.11","2,381.17","2,110.06",Upgrade
Revenue Growth (YoY),-41.11%,-46.38%,-68.04%,-73.39%,1.22%,4.24%,-20.26%,8.06%,12.85%,11.07%,Upgrade
Cost of Revenue,57.99,7.31,41.8,452.83,"1,880.12","1,555.43","1,289.51","1,633.57","1,498.27","1,349.63",Upgrade
Gross Profit,0.14,91.41,142.32,123.31,284.69,583.39,762.36,939.54,882.9,760.43,Upgrade
"Selling, General & Admin",49.46,60.86,77.91,216.98,719.68,696.8,665.78,789.07,721.87,614.93,Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,2.84,3.28,3.78,Upgrade
Operating Expenses,49.46,60.86,77.91,216.98,719.68,696.8,665.78,791.91,725.15,618.71,Upgrade
Operating Income,-49.32,30.55,64.41,-93.67,-434.99,-113.42,96.58,147.63,157.75,141.72,Upgrade
Interest Expense / Income,19.33,19.33,19.32,19.32,19.32,23.26,28.17,29.06,29.96,39.81,Upgrade
Other Expense / Income,-8.05,-15.43,3.43,19.82,89.87,39.98,19.01,-7.95,24.23,-2.69,Upgrade
Pretax Income,-60.6,26.66,41.66,-132.81,-544.18,-176.65,49.39,126.51,103.56,104.6,Upgrade
Income Tax,-0.56,0.02,-0.1,-0.91,0.44,-6.76,0.41,2.04,2.16,1.86,Upgrade
Net Income,-60.04,26.65,41.76,-131.9,-544.62,-169.9,48.98,124.48,101.39,102.74,Upgrade
Preferred Dividends,-115.47,-91,-38.2,0,25.64,29.16,33.76,24.34,24.34,14.83,Upgrade
Net Income Common,55.43,117.64,79.96,-131.9,-570.26,-199.05,15.22,100.14,77.05,87.9,Upgrade
Net Income Growth,-52.88%,47.13%,-,-,-,-,-84.80%,29.96%,-12.34%,88.99%,Upgrade
Shares Outstanding (Basic),87,86,84,83,83,86,78,73,73,73,Upgrade
Shares Outstanding (Diluted),87,86,84,83,83,86,79,86,74,76,Upgrade
Shares Change,1.21%,2.06%,1.53%,0.01%,-3.07%,8.88%,-8.12%,15.54%,-3.01%,4.53%,Upgrade
EPS (Basic),0.63,1.35,0.93,-1.59,-6.87,-2.32,0.20,1.36,1.06,1.21,Upgrade
EPS (Diluted),0.63,1.35,0.93,-1.59,-6.87,-2.32,0.19,1.31,1.04,1.18,Upgrade
EPS Growth,-53.33%,45.16%,-,-,-,-,-85.50%,25.96%,-11.86%,84.37%,Upgrade
Free Cash Flow Per Share,-2.25,-4.58,-6.42,-13.76,2.19,5.35,6.06,8.63,8.95,5.05,Upgrade
Dividend Per Share,-,-,-,-,0.350,0.600,0.570,0.530,0.460,0.380,Upgrade
Dividend Growth,-,-,-,-,-41.67%,5.26%,7.55%,15.22%,21.05%,-9.52%,Upgrade
Gross Margin,0.24%,92.60%,77.30%,21.40%,13.15%,27.28%,37.15%,36.51%,37.08%,36.04%,Upgrade
Operating Margin,-84.84%,30.95%,34.98%,-16.26%,-20.09%,-5.30%,4.71%,5.74%,6.62%,6.72%,Upgrade
Profit Margin,95.36%,119.17%,43.43%,-22.89%,-26.34%,-9.31%,0.74%,3.89%,3.24%,4.17%,Upgrade
Free Cash Flow Margin,-337.04%,-399.54%,-294.25%,-198.32%,8.42%,21.44%,22.91%,24.65%,27.37%,17.36%,Upgrade
Effective Tax Rate,-,0.06%,-0.25%,-,-,-,0.84%,1.61%,2.09%,1.78%,Upgrade
EBITDA,-41.38,54.21,69.67,-105.67,-518.69,-145.01,90.17,165.29,173.83,163.48,Upgrade
EBITDA Margin,-71.18%,54.91%,37.84%,-18.34%,-23.96%,-6.78%,4.39%,6.42%,7.30%,7.75%,Upgrade
Depreciation & Amortization,-0.11,8.22,8.69,7.82,6.18,8.39,12.61,9.72,40.32,19.08,Upgrade
EBIT,-41.27,45.99,60.98,-113.49,-524.87,-153.39,77.57,155.58,133.51,144.4,Upgrade
EBIT Margin,-70.99%,46.58%,33.12%,-19.70%,-24.25%,-7.17%,3.78%,6.05%,5.61%,6.84%,Upgrade
