Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,113.37,118.37,91.55,73.79,67.14,59.65,49.44,38.95,29.11,26.64,Upgrade
Revenue Growth (YoY),-4.22%,29.29%,24.07%,9.91%,12.55%,20.66%,26.93%,33.79%,9.28%,9.13%,Upgrade
Gross Profit,113.37,118.37,91.55,73.79,67.14,59.65,49.44,38.95,29.11,26.64,Upgrade
"Selling, General & Admin",62.61,54.25,47.32,39.88,34.93,31.8,27.18,22.19,19.64,17.37,Upgrade
Other Operating Expenses,10.66,7.55,10.33,6.75,8.26,4.92,4.27,3.1,3.03,3.12,Upgrade
Operating Expenses,73.27,61.8,57.65,46.63,43.18,36.72,31.45,25.28,22.66,20.48,Upgrade
Operating Income,40.1,56.57,33.9,27.16,23.95,22.93,17.99,13.67,6.45,6.16,Upgrade
Pretax Income,40.1,56.57,33.9,27.16,23.95,22.93,17.99,13.67,6.45,6.16,Upgrade
Income Tax,4.56,8.46,4.45,1.92,2.05,7.7,5.91,4.74,2.13,1.57,Upgrade
Net Income,35.54,48.11,29.45,25.24,21.9,15.23,12.07,8.93,4.32,4.59,Upgrade
Net Income Growth,-26.13%,63.36%,16.70%,15.25%,43.83%,26.11%,35.22%,106.50%,-5.86%,-18.07%,Upgrade
Shares Outstanding (Basic),10,10,10,10,9,7,5,5,4,3,Upgrade
Shares Outstanding (Diluted),10,10,10,10,10,7,5,5,5,3,Upgrade
Shares Change,-3.82%,1.36%,-2.01%,5.64%,33.00%,36.46%,15.04%,1.03%,47.80%,6.30%,Upgrade
EPS (Basic),3.73,4.85,2.99,2.51,2.31,2.14,2.32,1.97,0.96,1.51,Upgrade
EPS (Diluted),3.70,4.82,2.99,2.51,2.30,2.13,2.30,1.96,0.96,1.51,Upgrade
EPS Growth,-23.24%,61.20%,19.12%,9.13%,7.98%,-7.39%,17.35%,104.17%,-36.42%,-22.56%,Upgrade
Free Cash Flow Per Share,6.84,3.33,-1.27,-4.75,2.86,3.25,4.47,1.85,0.24,11.29,Upgrade
Dividend Per Share,0.240,0.240,0.240,0.240,0.240,0.240,0.240,0.240,0.240,0.220,Upgrade
Dividend Growth,0%,0%,0%,0%,0%,0%,0%,0%,9.09%,31.74%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,35.37%,47.79%,37.03%,36.80%,35.68%,38.44%,36.38%,35.09%,22.16%,23.12%,Upgrade
Profit Margin,31.35%,40.65%,32.17%,34.20%,32.62%,25.53%,24.42%,22.93%,14.85%,17.24%,Upgrade
Free Cash Flow Margin,57.51%,27.93%,-13.64%,-64.62%,40.42%,38.74%,47.13%,21.48%,3.66%,128.95%,Upgrade
Effective Tax Rate,11.37%,14.95%,13.11%,7.06%,8.57%,33.59%,32.87%,34.66%,32.96%,25.43%,Upgrade
EBITDA,48.83,65.35,41.73,34.08,29.62,28.23,21.78,15.61,8.35,8.42,Upgrade
EBITDA Margin,43.07%,55.21%,45.58%,46.19%,44.12%,47.32%,44.07%,40.07%,28.70%,31.59%,Upgrade
Depreciation & Amortization,8.73,8.78,7.83,6.93,5.67,5.3,3.8,1.94,1.9,2.26,Upgrade
EBIT,40.1,56.57,33.9,27.16,23.95,22.93,17.99,13.67,6.45,6.16,Upgrade
EBIT Margin,35.37%,47.79%,37.03%,36.80%,35.68%,38.44%,36.38%,35.09%,22.16%,23.12%,Upgrade
