Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,116.17,123.66,116.44,90.46,77.41,64.57,55.03,43.39,30.37,26.3,Upgrade
Revenue Growth (YoY),-6.06%,6.20%,28.72%,16.87%,19.88%,17.35%,26.81%,42.86%,15.49%,33.67%,Upgrade
Gross Profit,116.17,123.66,116.44,90.46,77.41,64.57,55.03,43.39,30.37,26.3,Upgrade
"Selling, General & Admin",62.91,63.38,50.55,46.53,37.07,34.2,29.17,22.54,19.04,15.46,Upgrade
Other Operating Expenses,16.27,12.85,16.05,15.8,11.77,9.79,9.75,7.1,4.86,4.9,Upgrade
Operating Expenses,79.18,76.23,66.59,62.33,48.84,43.99,38.92,29.64,23.9,20.36,Upgrade
Operating Income,36.99,47.43,49.85,28.13,28.57,20.58,16.1,13.75,6.47,5.94,Upgrade
Other Expense / Income,-,0.01,0,-,-,-,-,-,-,-,Upgrade
Pretax Income,36.99,47.42,49.85,28.13,28.57,20.58,16.1,13.75,6.47,5.94,Upgrade
Income Tax,7.34,10.01,10.59,5.41,4.22,6.49,5.6,4.87,1.93,2.02,Upgrade
Net Income,29.65,37.41,39.26,22.72,24.35,14.09,10.5,8.88,4.54,3.92,Upgrade
Net Income Growth,-20.75%,-4.72%,72.84%,-6.69%,72.86%,34.16%,18.29%,95.51%,15.82%,-25.97%,Upgrade
Shares Outstanding (Basic),8,8,8,9,7,7,6,6,6,6,Upgrade
Shares Change,-5.90%,-3.47%,-4.76%,19.16%,1.69%,20.18%,-5.66%,0.17%,-0.14%,-,Upgrade
EPS (Basic),3.75,4.48,4.58,2.56,3.29,2.27,1.81,1.49,0.76,0.65,Upgrade
EPS (Diluted),3.70,4.37,4.49,2.50,3.15,2.14,1.75,1.47,0.76,0.65,Upgrade
EPS Growth,-15.33%,-2.67%,79.24%,-20.35%,46.96%,21.94%,19.80%,92.76%,17.83%,-26.70%,Upgrade
Free Cash Flow Per Share,23.80,13.07,-3.97,0.75,2.36,1.91,-0.00,-1.32,-0.76,0.62,Upgrade
Dividend Per Share,0.900,0.555,0.420,0.325,0.265,0.215,0.185,0.135,0.115,0.075,Upgrade
Dividend Growth,62.16%,32.14%,29.23%,22.64%,23.26%,16.22%,37.04%,17.39%,53.33%,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,31.84%,38.35%,42.81%,31.10%,36.91%,31.87%,29.26%,31.69%,21.31%,22.58%,Upgrade
Profit Margin,25.52%,30.25%,33.72%,25.11%,31.45%,21.81%,19.08%,20.46%,14.95%,14.90%,Upgrade
Free Cash Flow Margin,157.83%,86.55%,-28.94%,7.42%,22.79%,21.79%,-0.01%,-19.76%,-16.13%,15.32%,Upgrade
Effective Tax Rate,19.84%,21.11%,21.24%,19.24%,14.78%,31.56%,34.80%,35.44%,29.84%,34.00%,Upgrade
EBITDA,50.99,62.6,63.47,40.13,33.83,24.52,21.31,16.18,9.2,8.16,Upgrade
EBITDA Margin,43.89%,50.62%,54.51%,44.36%,43.71%,37.97%,38.73%,37.29%,30.30%,31.03%,Upgrade
Depreciation & Amortization,14,15.18,13.62,12,5.26,3.94,5.21,2.43,2.73,2.22,Upgrade
EBIT,36.99,47.42,49.85,28.13,28.57,20.58,16.1,13.75,6.47,5.94,Upgrade
EBIT Margin,31.84%,38.35%,42.81%,31.10%,36.91%,31.87%,29.26%,31.69%,21.31%,22.58%,Upgrade
