Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Revenue,455.42,634.53,846.66,825.12,723.94,654.42,487.12,357.57,280.23,208.08,Upgrade
Revenue Growth (YoY),-28.23%,-25.05%,2.61%,13.98%,10.62%,34.35%,36.23%,27.60%,34.67%,58.56%,Upgrade
Cost of Revenue,681.28,478.39,661.19,543.8,449.18,393.21,318.88,198.42,129.82,108.05,Upgrade
Gross Profit,-225.86,156.14,185.46,281.31,274.76,261.21,168.24,159.15,150.41,100.03,Upgrade
"Selling, General & Admin",219.41,230.79,308.06,304.26,269.25,257.21,160.61,117.25,85.66,65.18,Upgrade
Operating Expenses,219.41,230.79,308.06,304.26,269.25,257.21,160.61,117.25,85.66,65.18,Upgrade
Operating Income,-445.26,-74.65,-122.6,-22.94,5.51,4,7.63,41.89,64.74,34.85,Upgrade
Interest Expense / Income,9.61,9.39,9.58,9.78,9.87,3.25,0.72,0.33,0.41,0.37,Upgrade
Other Expense / Income,-10.51,-2.13,0.88,0.27,-0.01,-0.15,-0.1,-0.29,-0.08,-0,Upgrade
Pretax Income,-444.37,-81.91,-133.06,-32.99,-4.34,0.91,7,41.86,64.41,34.49,Upgrade
Income Tax,25.49,-23.99,-36.61,-3.12,-4.63,-9.24,1.31,14.5,23.4,14.15,Upgrade
Net Income,-469.86,-57.92,-96.45,-29.87,0.29,10.15,5.7,27.36,41.01,20.34,Upgrade
Net Income Growth,-,-,-,-,-97.14%,78.04%,-79.17%,-33.29%,101.62%,109.60%,Upgrade
Shares Outstanding (Basic),43,43,43,43,43,37,21,21,20,16,Upgrade
Shares Outstanding (Diluted),43,43,43,43,43,37,22,21,20,16,Upgrade
Shares Change,0.24%,0.20%,0.24%,-0.18%,14.62%,72.92%,0.75%,7.02%,23.87%,51.88%,Upgrade
EPS (Basic),-10.91,-1.35,-2.25,-0.70,0.01,0.27,0.27,1.29,2.06,1.26,Upgrade
EPS (Diluted),-10.91,-1.35,-2.25,-0.70,0.01,0.27,0.26,1.28,2.05,1.26,Upgrade
EPS Growth,-,-,-,-,-96.30%,3.85%,-79.69%,-37.56%,62.70%,38.46%,Upgrade
Free Cash Flow Per Share,-3.60,-7.00,-0.50,2.97,0.51,0.82,2.92,4.12,3.14,6.70,Upgrade
Dividend Per Share,0.060,0.240,0.240,0.240,0.240,0.240,0.230,0.200,0.160,0.120,Upgrade
Dividend Growth,-75.00%,0%,0%,0%,0%,4.35%,15.00%,25.00%,33.33%,50.00%,Upgrade
Gross Margin,-49.59%,24.61%,21.91%,34.09%,37.95%,39.91%,34.54%,44.51%,53.67%,48.07%,Upgrade
Operating Margin,-97.77%,-11.76%,-14.48%,-2.78%,0.76%,0.61%,1.57%,11.72%,23.10%,16.75%,Upgrade
Profit Margin,-103.17%,-9.13%,-11.39%,-3.62%,0.04%,1.55%,1.17%,7.65%,14.64%,9.78%,Upgrade
Free Cash Flow Margin,-34.02%,-47.38%,-2.52%,15.41%,3.00%,4.63%,12.85%,24.44%,22.33%,51.85%,Upgrade
Effective Tax Rate,-,-,-,-,-,-1014.84%,18.63%,34.64%,36.33%,41.02%,Upgrade
EBITDA,-405.82,-51.94,-106.01,-5.89,29.01,46.76,23.12,47.51,67.14,36.87,Upgrade
EBITDA Margin,-89.11%,-8.18%,-12.52%,-0.71%,4.01%,7.15%,4.75%,13.29%,23.96%,17.72%,Upgrade
Depreciation & Amortization,28.94,20.58,17.47,17.32,23.49,42.61,15.39,5.33,2.32,2.02,Upgrade
EBIT,-434.76,-72.52,-123.48,-23.21,5.52,4.16,7.73,42.19,64.82,34.85,Upgrade
EBIT Margin,-95.46%,-11.43%,-14.58%,-2.81%,0.76%,0.64%,1.59%,11.80%,23.13%,16.75%,Upgrade
