Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"25,837","25,023","22,219","22,442","24,791","25,923","28,631","32,569","30,815","29,851",Upgrade
Revenue Growth (YoY),3.25%,12.62%,-0.99%,-9.48%,-4.37%,-9.46%,-12.09%,5.69%,3.23%,-6.76%,Upgrade
Cost of Revenue,0,0,0,0,0,0,374,256,289,460,Upgrade
Gross Profit,"25,837","25,023","22,219","22,442","24,791","25,923","28,257","32,313","30,526","29,391",Upgrade
"Selling, General & Admin","20,440","21,239","20,730","23,395","23,100","24,226","27,328","31,925","27,166","27,455",Upgrade
Other Operating Expenses,-50,266,485,"1,681",360,468,"1,740","6,486",244,478,Upgrade
Operating Expenses,"20,390","21,505","21,215","25,076","23,460","24,694","29,068","38,411","27,410","27,933",Upgrade
Operating Income,"5,447","3,518","1,004","-2,634","1,331","1,229",-811,"-6,098","3,116","1,458",Upgrade
Other Expense / Income,134,144,130,126,75,17,45,21,28,17,Upgrade
Pretax Income,"5,313","3,374",874,"-2,760","1,256","1,212",-856,"-6,119","3,088","1,441",Upgrade
Income Tax,-107,923,391,"2,630",989,"1,963",546,675,"1,425",775,Upgrade
Net Income,"5,420","2,451",483,"-5,390",267,-751,"-1,402","-6,794","1,663",666,Upgrade
Net Income Growth,121.13%,407.45%,-,-,-,-,-,-,149.70%,153.23%,Upgrade
Shares Outstanding (Basic),"2,085","2,097","2,108","2,110","2,102","1,968","1,555","1,555","1,242","1,045",Upgrade
Shares Outstanding (Diluted),"2,126","2,143","2,170","2,110","2,102","1,968","1,555","1,555","1,270","1,073",Upgrade
Shares Change,-0.82%,-1.24%,2.85%,0.37%,6.84%,26.52%,0.01%,22.50%,18.29%,6.82%,Upgrade
EPS (Basic),2.37,1.00,0.06,-2.71,-0.01,-0.53,-1.08,-4.52,1.34,0.64,Upgrade
EPS (Diluted),2.32,0.97,0.06,-2.71,-0.01,-0.53,-1.08,-4.52,1.31,0.62,Upgrade
EPS Growth,139.18%,1516.67%,-,-,-,-,-,-,111.29%,138.46%,Upgrade
Free Cash Flow Per Share,-1.17,-1.62,14.35,-19.28,-25.82,19.92,45.07,43.14,1.22,6.51,Upgrade
Dividend Per Share,0.210,-,-,0.073,0.129,-,-,0.832,1.026,0.965,Upgrade
Dividend Growth,-,-,-,-43.41%,-,-,-,-18.91%,6.32%,3.99%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,98.69%,99.21%,99.06%,98.46%,Upgrade
Operating Margin,21.08%,14.06%,4.52%,-11.74%,5.37%,4.74%,-2.83%,-18.72%,10.11%,4.88%,Upgrade
Profit Margin,20.98%,9.79%,2.17%,-24.02%,1.08%,-2.90%,-4.90%,-20.86%,5.40%,2.23%,Upgrade
Free Cash Flow Margin,-9.40%,-13.54%,136.13%,-181.29%,-218.95%,151.23%,244.81%,206.00%,4.92%,22.81%,Upgrade
Effective Tax Rate,-2.01%,27.36%,44.74%,-,78.74%,161.96%,-,-,46.15%,53.78%,Upgrade
EBITDA,"5,313","3,374",874,"-2,760","1,256","1,212",-856,"-6,119","3,088","1,441",Upgrade
EBITDA Margin,20.56%,13.48%,3.93%,-12.30%,5.07%,4.68%,-2.99%,-18.79%,10.02%,4.83%,Upgrade
EBIT,"5,313","3,374",874,"-2,760","1,256","1,212",-856,"-6,119","3,088","1,441",Upgrade
EBIT Margin,20.56%,13.48%,3.93%,-12.30%,5.07%,4.68%,-2.99%,-18.79%,10.02%,4.83%,Upgrade
