Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Revenue,"1,150.36","1,133.27","1,142.27",815.75,729.26,719.17,727.05,743.73,773.71,577.01,Upgrade
Revenue Growth (YoY),1.51%,-0.79%,40.03%,11.86%,1.40%,-1.08%,-2.24%,-3.87%,34.09%,28.18%,Upgrade
Gross Profit,"1,150.36","1,133.27","1,142.27",815.75,729.26,719.17,727.05,743.73,773.71,577.01,Upgrade
"Selling, General & Admin",347.16,342.74,344.31,250.33,230.28,214.81,220.96,216.51,224.03,167.43,Upgrade
Other Operating Expenses,137.03,130.88,152.93,146.21,95.94,98.29,97.43,97.03,103.94,79.77,Upgrade
Operating Expenses,484.19,473.62,497.23,396.54,326.22,313.1,318.39,313.54,327.96,247.2,Upgrade
Operating Income,666.17,659.65,645.03,419.21,403.04,406.07,408.66,430.2,445.75,329.82,Upgrade
Pretax Income,666.17,659.65,645.03,419.21,403.04,406.07,408.66,430.2,445.75,329.82,Upgrade
Income Tax,141.66,140.36,116.13,86.66,81.22,133.91,134.19,143.55,148.31,108.42,Upgrade
Net Income,524.52,519.3,528.9,332.55,321.81,272.17,274.47,286.65,297.44,221.4,Upgrade
Net Income Growth,1.01%,-1.82%,59.04%,3.34%,18.24%,-0.84%,-4.25%,-3.63%,34.35%,31.86%,Upgrade
Shares Outstanding (Basic),91,92,93,68,70,69,69,70,70,66,Upgrade
Shares Change,-0.93%,-0.43%,35.33%,-2.07%,0.51%,0.00%,-0.78%,0.37%,5.79%,16.88%,Upgrade
EPS (Basic),5.73,5.60,5.68,4.52,4.61,3.92,3.94,4.09,4.32,3.66,Upgrade
EPS (Diluted),5.73,5.60,5.68,4.52,4.61,3.92,3.94,4.09,4.32,3.65,Upgrade
EPS Growth,2.32%,-1.41%,25.66%,-1.95%,17.60%,-0.51%,-3.67%,-5.32%,18.36%,13.00%,Upgrade
Free Cash Flow Per Share,5.19,7.59,6.20,5.70,4.55,5.61,4.94,4.49,5.23,4.49,Upgrade
Dividend Per Share,2.110,1.990,1.870,1.690,1.490,1.380,1.240,1.119,0.993,0.890,Upgrade
Dividend Growth,6.03%,6.42%,10.65%,13.42%,7.97%,11.29%,10.81%,12.69%,11.57%,9.20%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,57.91%,58.21%,56.47%,51.39%,55.27%,56.46%,56.21%,57.84%,57.61%,57.16%,Upgrade
Profit Margin,45.60%,45.82%,46.30%,40.77%,44.13%,37.84%,37.75%,38.54%,38.44%,38.37%,Upgrade
Free Cash Flow Margin,41.22%,61.76%,50.26%,47.78%,43.62%,54.18%,47.17%,42.29%,47.17%,51.30%,Upgrade
Effective Tax Rate,21.26%,21.28%,18.00%,20.67%,20.15%,32.98%,32.84%,33.37%,33.27%,32.87%,Upgrade
EBITDA,694.47,689.3,676.44,439.46,421.36,425.23,430.95,452.68,469.42,346.56,Upgrade
EBITDA Margin,60.37%,60.82%,59.22%,53.87%,57.78%,59.13%,59.27%,60.87%,60.67%,60.06%,Upgrade
Depreciation & Amortization,28.3,29.65,31.4,20.25,18.32,19.16,22.29,22.49,23.67,16.74,Upgrade
EBIT,666.17,659.65,645.03,419.21,403.04,406.07,408.66,430.2,445.75,329.82,Upgrade
EBIT Margin,57.91%,58.21%,56.47%,51.39%,55.27%,56.46%,56.21%,57.84%,57.61%,57.16%,Upgrade
