Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Revenue,27.28,25.59,22.97,21.62,20.82,20.73,19.79,18.53,18.38,18.41,Upgrade
Revenue Growth (YoY),6.57%,11.42%,6.23%,3.86%,0.44%,4.75%,6.80%,0.82%,-0.14%,9.57%,Upgrade
Gross Profit,27.28,25.59,22.97,21.62,20.82,20.73,19.79,18.53,18.38,18.41,Upgrade
"Selling, General & Admin",17.17,15.86,15,14.23,13.16,12.74,12.01,11.48,11.1,10.68,Upgrade
Other Operating Expenses,2.27,2.32,2.06,2.54,3.19,1.8,2.2,1.94,1.94,1.96,Upgrade
Operating Expenses,19.44,18.18,17.06,16.77,16.36,14.54,14.21,13.42,13.04,12.64,Upgrade
Operating Income,7.83,7.41,5.91,4.85,4.46,6.19,5.58,5.11,5.34,5.77,Upgrade
Other Expense / Income,0.01,0.03,0.03,-,-,-,-,-,-,-,Upgrade
Pretax Income,7.83,7.38,5.88,4.85,4.46,6.19,5.58,5.11,5.34,5.77,Upgrade
Income Tax,2.04,2.03,1.64,1.29,2.73,2.27,2.01,1.84,1.86,2.06,Upgrade
Net Income,5.78,5.35,4.25,3.56,1.74,3.92,3.57,3.27,3.48,3.71,Upgrade
Net Income Growth,8.17%,25.96%,19.31%,104.72%,-55.65%,9.90%,8.92%,-5.84%,-6.28%,165.00%,Upgrade
Shares Outstanding (Basic),3,3,3,4,4,4,4,4,4,5,Upgrade
Shares Change,0.53%,-,-9.51%,-7.50%,-1.75%,-1.83%,-6.40%,-3.14%,-3.13%,-5.00%,Upgrade
EPS (Basic),1.88,1.76,1.37,1.02,0.47,1.06,0.96,0.83,0.84,0.86,Upgrade
EPS (Diluted),1.84,1.74,1.35,1.01,0.47,1.06,0.95,0.83,0.84,0.86,Upgrade
EPS Growth,5.75%,28.89%,33.66%,114.89%,-55.66%,11.58%,14.46%,-1.19%,-2.33%,168.75%,Upgrade
Free Cash Flow Per Share,2.54,2.03,2.08,1.31,-0.00,1.13,1.27,1.22,1.19,1.24,Upgrade
Dividend Per Share,0.350,0.300,0.300,0.250,0.200,0.160,0.130,0.100,0.100,-,Upgrade
Dividend Growth,16.67%,0%,20.00%,25.00%,25.00%,23.08%,30.00%,0%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,28.72%,28.96%,25.73%,22.43%,21.44%,29.88%,28.20%,27.57%,29.05%,31.33%,Upgrade
Profit Margin,21.21%,20.89%,18.48%,16.45%,8.35%,18.91%,18.02%,17.67%,18.92%,20.16%,Upgrade
Free Cash Flow Margin,30.36%,25.74%,29.33%,21.69%,-0.08%,21.53%,25.84%,28.20%,28.57%,30.88%,Upgrade
Effective Tax Rate,26.10%,27.56%,27.86%,26.65%,61.06%,36.72%,36.09%,35.92%,34.88%,35.67%,Upgrade
EBITDA,8.5,8.06,6.56,5.48,4.93,6.52,6.01,5.54,5.76,6.21,Upgrade
EBITDA Margin,31.17%,31.49%,28.54%,25.34%,23.69%,31.44%,30.36%,29.89%,31.32%,33.76%,Upgrade
Depreciation & Amortization,0.68,0.68,0.67,0.63,0.47,0.32,0.43,0.43,0.42,0.45,Upgrade
EBIT,7.83,7.38,5.88,4.85,4.46,6.19,5.58,5.11,5.34,5.77,Upgrade
EBIT Margin,28.70%,28.84%,25.62%,22.43%,21.44%,29.88%,28.20%,27.57%,29.05%,31.33%,Upgrade
