Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,20.5,20.59,17.19,17.1,16.87,17.08,15.83,14.95,13.01,13.44,Upgrade
Revenue Growth (YoY),-0.47%,19.80%,0.53%,1.38%,-1.26%,7.90%,5.88%,14.94%,-3.21%,10.72%,Upgrade
Gross Profit,20.5,20.59,17.19,17.1,16.87,17.08,15.83,14.95,13.01,13.44,Upgrade
"Selling, General & Admin",12.67,11.8,10.76,9.48,9.5,10.18,9.36,8.63,7.8,7.66,Upgrade
Other Operating Expenses,1.83,1.98,1.63,1.59,1.54,1.49,1.45,1.3,1.14,1.03,Upgrade
Operating Expenses,14.5,13.78,12.38,11.07,11.05,11.67,10.81,9.94,8.93,8.68,Upgrade
Operating Income,6,6.81,4.81,6.03,5.82,5.41,5.02,5.02,4.08,4.76,Upgrade
Pretax Income,6,6.81,4.81,6.03,5.82,5.41,5.02,5.02,4.08,4.76,Upgrade
Income Tax,1.13,1.45,0.96,1.28,2.25,1.76,1.64,1.66,1.33,1.63,Upgrade
Net Income,4.87,5.37,3.85,4.74,3.57,3.65,3.38,3.36,2.74,3.13,Upgrade
Net Income Growth,-9.17%,39.35%,-18.83%,32.93%,-2.30%,8.14%,0.66%,22.27%,-12.33%,10.09%,Upgrade
Shares Outstanding (Basic),3,3,3,4,4,4,4,4,4,5,Upgrade
Shares Change,0.96%,-3.12%,-6.30%,-3.07%,-2.24%,-1.83%,-6.00%,-5.48%,-4.84%,-20.22%,Upgrade
EPS (Basic),1.50,1.66,1.15,1.34,0.99,1.00,0.90,0.85,0.67,0.67,Upgrade
EPS (Diluted),1.41,1.57,1.07,1.25,0.94,0.95,0.87,0.82,0.65,0.66,Upgrade
EPS Growth,-10.19%,46.73%,-14.40%,33.69%,-2.09%,9.77%,5.45%,27.91%,-1.53%,29.70%,Upgrade
Free Cash Flow Per Share,4.27,1.78,-0.22,0.59,3.30,0.69,1.11,-0.67,-1.12,2.03,Upgrade
Dividend Per Share,0.400,0.330,0.320,0.280,0.240,0.180,0.160,0.140,0.150,0.120,Upgrade
Dividend Growth,21.21%,3.13%,14.29%,16.67%,33.33%,12.50%,14.29%,-6.67%,25.00%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,29.27%,33.07%,27.96%,35.24%,34.51%,31.67%,31.72%,33.55%,31.33%,35.40%,Upgrade
Profit Margin,23.77%,26.05%,22.40%,27.74%,21.15%,21.38%,21.33%,22.44%,21.09%,23.29%,Upgrade
Free Cash Flow Margin,70.67%,29.03%,-4.48%,12.78%,74.64%,15.83%,28.00%,-18.95%,-38.68%,71.10%,Upgrade
Effective Tax Rate,18.78%,21.22%,19.91%,21.29%,38.69%,32.50%,32.74%,33.11%,32.68%,34.22%,Upgrade
EBITDA,6.76,7.48,5.46,6.56,6.32,5.92,5.46,5.4,4.38,4.98,Upgrade
EBITDA Margin,33.00%,36.30%,31.76%,38.38%,37.49%,34.63%,34.50%,36.12%,33.66%,37.05%,Upgrade
Depreciation & Amortization,0.76,0.67,0.65,0.54,0.5,0.51,0.44,0.38,0.3,0.22,Upgrade
EBIT,6,6.81,4.81,6.03,5.82,5.41,5.02,5.02,4.08,4.76,Upgrade
EBIT Margin,29.27%,33.07%,27.96%,35.24%,34.51%,31.67%,31.72%,33.55%,31.33%,35.40%,Upgrade
