Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Revenue,124.41,127.42,93.79,97.4,101.51,75.49,70.37,61.24,56.85,44.23,Upgrade
Revenue Growth (YoY),-2.36%,35.86%,-3.71%,-4.05%,34.46%,7.28%,14.91%,7.73%,28.52%,-4.99%,Upgrade
Gross Profit,124.41,127.42,93.79,97.4,101.51,75.49,70.37,61.24,56.85,44.23,Upgrade
"Selling, General & Admin",72.66,59.63,56.06,56.09,56.06,42.19,41.84,37.92,37.3,29.44,Upgrade
Other Operating Expenses,9.25,7.35,6.92,7.52,7.17,3.99,4.96,4.11,4.48,3.76,Upgrade
Operating Expenses,81.91,66.98,62.98,63.61,63.23,46.18,46.8,42.02,41.77,33.2,Upgrade
Operating Income,42.5,60.44,30.81,33.79,38.29,29.32,23.58,19.22,15.08,11.03,Upgrade
Pretax Income,42.5,60.44,30.81,33.79,38.29,29.32,23.58,19.22,15.08,11.03,Upgrade
Income Tax,8.43,11.82,6.04,5.86,6.7,12.49,7.57,6.67,5.21,3.74,Upgrade
Net Income,34.07,48.62,24.77,27.93,31.59,16.82,16.01,12.55,9.87,7.29,Upgrade
Net Income Growth,-29.92%,96.33%,-11.34%,-11.58%,87.77%,5.10%,27.55%,27.13%,35.34%,-20.63%,Upgrade
Shares Outstanding (Basic),8,9,9,9,9,7,7,7,7,7,Upgrade
Shares Change,-2.84%,-2.65%,-5.61%,-2.16%,27.32%,1.69%,1.22%,1.68%,0.22%,-5.52%,Upgrade
EPS (Basic),4.19,5.80,2.86,3.08,3.48,2.36,2.34,1.87,1.51,1.11,Upgrade
EPS (Diluted),4.16,5.77,2.85,3.05,3.40,2.28,2.25,1.79,1.42,1.06,Upgrade
EPS Growth,-27.90%,102.46%,-6.56%,-10.29%,49.12%,1.33%,25.70%,26.06%,33.96%,-17.19%,Upgrade
Free Cash Flow Per Share,5.87,6.29,5.36,4.33,4.55,3.18,2.83,5.16,3.47,2.81,Upgrade
Dividend Per Share,0.930,0.910,0.880,0.840,0.710,0.550,0.410,0.300,0.070,-,Upgrade
Dividend Growth,2.20%,3.41%,4.76%,18.31%,29.09%,34.15%,36.67%,328.57%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.16%,47.43%,32.85%,34.70%,37.72%,38.83%,33.50%,31.38%,26.52%,24.94%,Upgrade
Profit Margin,27.39%,38.16%,26.41%,28.68%,31.12%,22.29%,22.75%,20.49%,17.36%,16.49%,Upgrade
Free Cash Flow Margin,39.04%,42.11%,49.99%,41.23%,42.53%,31.35%,29.43%,60.99%,43.37%,45.05%,Upgrade
Effective Tax Rate,19.83%,19.55%,19.61%,17.34%,17.49%,42.61%,32.10%,34.71%,34.53%,33.87%,Upgrade
EBITDA,45.97,63.52,33.87,36.67,40.79,31.28,25.37,21.03,16.82,12.45,Upgrade
EBITDA Margin,36.95%,49.85%,36.11%,37.65%,40.18%,41.43%,36.05%,34.34%,29.58%,28.15%,Upgrade
Depreciation & Amortization,3.46,3.08,3.06,2.88,2.5,1.96,1.8,1.81,1.74,1.42,Upgrade
EBIT,42.5,60.44,30.81,33.79,38.29,29.32,23.58,19.22,15.08,11.03,Upgrade
EBIT Margin,34.16%,47.43%,32.85%,34.70%,37.72%,38.83%,33.50%,31.38%,26.52%,24.94%,Upgrade
