Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"5,468.6","5,227.8","4,824.8","4,890.7","4,494.3","4,267.9","4,053.9","5,034","5,067.6","4,793.7",Upgrade
Revenue Growth (YoY),4.61%,8.35%,-1.35%,8.82%,5.30%,5.28%,-19.47%,-0.66%,5.71%,4.42%,Upgrade
Cost of Revenue,"4,716.6","4,116.9","3,796.2","3,792.2","3,616.4","3,420.3","3,349.6","3,917.3","3,967.5","3,732.1",Upgrade
Gross Profit,752,"1,110.9","1,028.6","1,098.5",877.9,847.6,704.3,"1,116.7","1,100.1","1,061.6",Upgrade
"Selling, General & Admin",573.9,555.6,540.5,538.9,522.1,509.5,498.6,631,656.2,667.2,Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,-38.4,0,0,Upgrade
Operating Expenses,573.9,555.6,540.5,538.9,522.1,509.5,498.6,592.6,656.2,667.2,Upgrade
Operating Income,178.1,555.3,488.1,559.6,355.8,338.1,205.7,524.1,443.9,394.4,Upgrade
Interest Expense / Income,34.1,34,37.1,37.5,45.1,45.2,51.4,60.6,65.8,65.3,Upgrade
Other Expense / Income,0.8,1.3,9.5,3.9,-123.8,29.9,0.2,23.4,0.4,-5.3,Upgrade
Pretax Income,143.2,520,441.5,518.2,434.5,263,154.1,440.1,377.7,334.4,Upgrade
Income Tax,27.2,101.3,82.8,93.1,43.5,76.8,-1,108.6,95.7,83.4,Upgrade
Net Income,116,418.7,358.7,425.1,391,186.2,155.1,331.5,282,251,Upgrade
Net Income Growth,-72.30%,16.73%,-15.62%,8.72%,109.99%,20.05%,-53.21%,17.55%,12.35%,349.02%,Upgrade
Shares Outstanding (Basic),36,36,38,40,42,43,43,44,44,44,Upgrade
Shares Outstanding (Diluted),-,-,-,-,43,43,43,45,45,45,Upgrade
Shares Change,-0.84%,-4.77%,-5.75%,-6.98%,-,-0.46%,-3.57%,-0.22%,-,-0.88%,Upgrade
EPS (Basic),3.26,11.67,9.52,10.62,9.21,4.38,3.63,7.55,6.41,5.70,Upgrade
EPS (Diluted),3.23,11.52,9.50,10.56,5.56,5.03,3.59,7.40,6.28,5.59,Upgrade
EPS Growth,-71.96%,21.26%,-10.04%,89.93%,10.54%,40.11%,-51.49%,17.83%,12.34%,354.47%,Upgrade
Free Cash Flow Per Share,19.79,22.72,18.37,14.74,12.69,16.14,17.00,9.69,12.58,8.19,Upgrade
Dividend Per Share,3.060,2.850,2.650,9.700,2.220,2.040,1.880,1.690,1.520,1.360,Upgrade
Dividend Growth,7.37%,7.55%,-72.68%,336.94%,8.82%,8.51%,11.24%,11.18%,11.76%,10.57%,Upgrade
Gross Margin,13.75%,21.25%,21.32%,22.46%,19.53%,19.86%,17.37%,22.18%,21.71%,22.15%,Upgrade
Operating Margin,3.26%,10.62%,10.12%,11.44%,7.92%,7.92%,5.07%,10.41%,8.76%,8.23%,Upgrade
Profit Margin,2.12%,8.01%,7.43%,8.69%,8.70%,4.36%,3.83%,6.59%,5.56%,5.24%,Upgrade
Free Cash Flow Margin,12.88%,15.60%,14.36%,12.06%,11.98%,16.07%,17.95%,8.45%,10.92%,7.53%,Upgrade
Effective Tax Rate,18.99%,19.48%,18.75%,17.97%,10.01%,29.20%,-0.65%,24.68%,25.34%,24.94%,Upgrade
EBITDA,190.2,570.9,496.8,577.3,504.2,338.3,236.2,530.9,477,434.7,Upgrade
EBITDA Margin,3.48%,10.92%,10.30%,11.80%,11.22%,7.93%,5.83%,10.55%,9.41%,9.07%,Upgrade
Depreciation & Amortization,12.9,16.9,18.2,21.6,24.6,30.1,30.7,30.2,33.5,35,Upgrade
EBIT,177.3,554,478.6,555.7,479.6,308.2,205.5,500.7,443.5,399.7,Upgrade
EBIT Margin,3.24%,10.60%,9.92%,11.36%,10.67%,7.22%,5.07%,9.95%,8.75%,8.34%,Upgrade
