Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,219.89,233.65,214.54,198.92,192.85,181.74,169.96,161.27,156.67,151.47,Upgrade
Revenue Growth (YoY),-5.89%,8.91%,7.85%,3.14%,6.12%,6.93%,5.39%,2.94%,3.44%,-1.14%,Upgrade
Gross Profit,219.89,233.65,214.54,198.92,192.85,181.74,169.96,161.27,156.67,151.47,Upgrade
"Selling, General & Admin",116.18,117.65,111.86,99.33,94,92.47,90.41,84.94,78.11,78.12,Upgrade
Other Operating Expenses,12.54,10.89,12.11,11.41,12.35,12.28,11.16,11.95,12.44,19.54,Upgrade
Operating Expenses,128.72,128.53,123.97,110.74,106.35,104.74,101.57,96.89,90.55,97.66,Upgrade
Operating Income,91.17,105.12,90.57,88.18,86.51,77,68.39,64.38,66.12,53.81,Upgrade
Other Expense / Income,0.2,7.15,1.56,0.14,-0.04,-0.54,-0.37,0.04,6.29,1.13,Upgrade
Pretax Income,90.97,97.97,89.01,88.04,86.55,77.53,68.76,64.34,59.82,52.68,Upgrade
Income Tax,19.49,21.32,19.33,19.06,18.26,31.72,22.37,20.88,19,16.53,Upgrade
Net Income,71.48,76.65,69.68,68.98,68.29,45.82,46.38,43.47,40.82,36.15,Upgrade
Net Income Growth,-6.74%,10.00%,1.01%,1.01%,49.05%,-1.22%,6.72%,6.47%,12.92%,3.08%,Upgrade
Shares Outstanding (Basic),17,17,17,17,17,17,17,17,17,17,Upgrade
Shares Outstanding (Diluted),17,17,17,17,17,17,17,17,17,17,Upgrade
Shares Change,-0.42%,0.30%,-0.07%,0.13%,0.31%,0.76%,0.83%,1.16%,1.25%,1.60%,Upgrade
EPS (Basic),4.14,4.43,4.03,3.98,3.95,2.66,2.72,2.57,2.44,2.18,Upgrade
EPS (Diluted),4.11,4.39,4.00,3.96,3.93,2.64,2.70,2.54,2.41,2.16,Upgrade
EPS Growth,-6.38%,9.75%,1.01%,0.76%,48.86%,-2.22%,6.30%,5.39%,11.57%,1.41%,Upgrade
Free Cash Flow Per Share,6.20,5.62,1.91,4.07,4.57,3.29,3.32,2.77,-0.15,4.75,Upgrade
Dividend Per Share,2.180,2.100,2.050,2.000,1.760,1.540,1.460,1.360,1.220,1.030,Upgrade
Dividend Growth,3.81%,2.44%,2.50%,13.64%,14.29%,5.48%,7.35%,11.48%,18.45%,9.57%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.46%,44.99%,42.22%,44.33%,44.86%,42.37%,40.24%,39.92%,42.20%,35.52%,Upgrade
Profit Margin,32.51%,32.80%,32.48%,34.68%,35.41%,25.21%,27.29%,26.95%,26.06%,23.87%,Upgrade
Free Cash Flow Margin,48.60%,41.65%,15.42%,35.45%,40.91%,31.15%,33.32%,29.01%,-1.65%,51.71%,Upgrade
Effective Tax Rate,21.42%,21.76%,21.72%,21.65%,21.10%,40.91%,32.54%,32.45%,31.76%,31.37%,Upgrade
EBITDA,95.29,102.27,93.1,92.27,90.81,82.02,73.69,68.63,63.6,56.64,Upgrade
EBITDA Margin,43.34%,43.77%,43.39%,46.39%,47.09%,45.13%,43.36%,42.55%,40.59%,37.40%,Upgrade
Depreciation & Amortization,4.33,4.3,4.09,4.23,4.26,4.49,4.94,4.29,3.78,3.96,Upgrade
EBIT,90.97,97.97,89.01,88.04,86.55,77.53,68.76,64.34,59.82,52.68,Upgrade
EBIT Margin,41.37%,41.93%,41.49%,44.26%,44.88%,42.66%,40.46%,39.90%,38.18%,34.78%,Upgrade
