Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,"11,556","15,643","10,778","8,469","7,594","7,663","7,257","6,664","8,024","8,565",Upgrade
Revenue Growth (YoY),-26.13%,45.14%,27.26%,11.52%,-0.90%,5.59%,8.90%,-16.95%,-6.32%,19.54%,Upgrade
Cost of Revenue,"1,125","2,138",866,0,0,0,0,0,"1,220","1,204",Upgrade
Gross Profit,"10,431","13,505","9,912","8,469","7,594","7,663","7,257","6,664","6,804","7,361",Upgrade
"Selling, General & Admin","7,977","9,278","7,459","6,635","6,398","6,330","5,921","5,425","5,654","5,242",Upgrade
Other Operating Expenses,804,"1,030",579,418,403,421,317,396,631,428,Upgrade
Operating Expenses,"8,781","10,308","8,038","7,053","6,801","6,751","6,238","5,821","6,285","5,670",Upgrade
Operating Income,"1,650","3,197","1,874","1,416",793,912,"1,019",843,519,"1,691",Upgrade
Interest Expense / Income,115,114,90,47,43,48,64,73,127,93,Upgrade
Other Expense / Income,1,-52,35,-1,2,-142,-42,-31,-503,991,Upgrade
Pretax Income,"1,534","3,135","1,749","1,370",748,"1,006",997,801,895,607,Upgrade
Income Tax,398,713,322,308,120,235,347,274,312,205,Upgrade
Net Income,"1,136","2,422","1,427","1,062",628,771,650,527,583,402,Upgrade
Net Income Growth,-53.10%,69.73%,34.37%,69.11%,-18.55%,18.62%,23.34%,-9.61%,45.02%,-33.77%,Upgrade
Shares Outstanding (Basic),275,285,284,273,273,336,339,356,184,230,Upgrade
Shares Outstanding (Diluted),277,287,286,277,278,345,350,368,189,235,Upgrade
Shares Change,-3.48%,0.35%,3.25%,-0.36%,-19.42%,-1.43%,-4.89%,94.71%,-19.57%,3.98%,Upgrade
EPS (Basic),4.13,8.50,5.02,3.89,2.30,2.44,2.40,1.95,0.77,1.75,Upgrade
EPS (Diluted),4.10,8.44,4.99,3.83,2.26,2.38,2.34,1.89,0.75,1.71,Upgrade
EPS Growth,-51.42%,69.14%,30.29%,69.47%,-5.04%,1.71%,23.81%,152.00%,-56.14%,-36.43%,Upgrade
Free Cash Flow Per Share,15.34,13.89,5.17,3.77,3.23,1.76,2.59,2.15,2.09,1.47,Upgrade
Dividend Per Share,1.770,1.560,1.350,1.260,1.200,1.020,0.880,0.800,0.730,0.660,Upgrade
Dividend Growth,13.46%,15.56%,7.14%,5.00%,17.65%,15.91%,10.00%,9.59%,10.61%,13.79%,Upgrade
Gross Margin,90.26%,86.33%,91.97%,100.00%,100.00%,100.00%,100.00%,100.00%,84.80%,85.94%,Upgrade
Operating Margin,14.28%,20.44%,17.39%,16.72%,10.44%,11.90%,14.04%,12.65%,6.47%,19.74%,Upgrade
Profit Margin,9.83%,15.48%,13.24%,12.54%,8.27%,10.06%,8.96%,7.91%,7.27%,4.69%,Upgrade
Free Cash Flow Margin,36.49%,25.31%,13.62%,12.15%,11.60%,7.73%,12.10%,11.49%,4.79%,3.96%,Upgrade
Effective Tax Rate,25.95%,22.74%,18.41%,22.48%,16.04%,23.36%,34.80%,34.21%,34.86%,33.77%,Upgrade
EBITDA,"2,145","3,894","2,135","1,595",973,"1,443","1,492","1,284","1,498",909,Upgrade
EBITDA Margin,18.56%,24.89%,19.81%,18.83%,12.81%,18.83%,20.56%,19.27%,18.67%,10.61%,Upgrade
Depreciation & Amortization,496,645,296,178,182,389,431,410,476,209,Upgrade
EBIT,"1,649","3,249","1,839","1,417",791,"1,054","1,061",874,"1,022",700,Upgrade
EBIT Margin,14.27%,20.77%,17.06%,16.73%,10.42%,13.75%,14.62%,13.12%,12.74%,8.17%,Upgrade
