Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,605.18,595.84,558.52,568.13,358.62,298.5,193.92,161,132.41,82.13,Upgrade
Revenue Growth (YoY),1.57%,6.68%,-1.69%,58.42%,20.14%,53.93%,20.45%,21.59%,61.22%,27.26%,Upgrade
Gross Profit,605.18,595.84,558.52,568.13,358.62,298.5,193.92,161,132.41,82.13,Upgrade
"Selling, General & Admin",282.07,244.48,222.28,225.11,152.5,130.73,90.84,83.24,70.29,44.29,Upgrade
Other Operating Expenses,76.82,69.13,83.86,96.75,46.12,46.08,22.95,19.96,18.22,13.38,Upgrade
Operating Expenses,358.89,313.61,306.13,321.86,198.62,176.81,113.79,103.2,88.51,57.67,Upgrade
Operating Income,246.3,282.23,252.38,246.26,160,121.69,80.13,57.8,43.9,24.46,Upgrade
Pretax Income,246.3,282.23,252.38,246.26,160,121.69,80.13,57.8,43.9,24.46,Upgrade
Income Tax,50,57.48,51.17,53.53,31.74,45.18,26.59,19.01,14.92,4.66,Upgrade
Net Income,196.29,224.75,201.21,192.74,128.26,76.51,53.54,38.79,28.98,19.8,Upgrade
Net Income Growth,-12.66%,11.70%,4.40%,50.27%,67.63%,42.91%,38.04%,33.85%,46.35%,13.94%,Upgrade
Shares Outstanding (Basic),41,43,43,43,30,28,18,17,17,12,Upgrade
Shares Change,-4.05%,-0.72%,0.69%,40.93%,9.60%,50.56%,7.96%,0.53%,40.91%,5.29%,Upgrade
EPS (Basic),4.71,5.22,4.67,4.46,4.33,2.98,2.89,2.23,1.86,1.78,Upgrade
EPS (Diluted),4.70,5.21,4.67,4.46,4.33,2.97,2.88,2.21,1.85,1.77,Upgrade
EPS Growth,-9.79%,11.56%,4.71%,3.00%,45.79%,3.13%,30.32%,19.46%,4.52%,-20.63%,Upgrade
Free Cash Flow Per Share,3.75,4.80,3.13,3.35,4.43,2.47,4.03,1.99,1.80,2.01,Upgrade
Dividend Per Share,1.520,1.320,1.050,1.000,0.540,0.400,0.340,0.320,0.240,0.120,Upgrade
Dividend Growth,15.15%,25.71%,5.00%,85.19%,35.00%,17.65%,6.25%,33.33%,100.00%,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,40.70%,47.37%,45.19%,43.35%,44.62%,40.77%,41.32%,35.90%,33.15%,29.78%,Upgrade
Profit Margin,32.43%,37.72%,36.03%,33.92%,35.76%,25.63%,27.61%,24.09%,21.89%,24.11%,Upgrade
Free Cash Flow Margin,25.52%,34.59%,24.20%,25.30%,37.68%,22.98%,38.40%,21.11%,23.20%,29.60%,Upgrade
Effective Tax Rate,20.30%,20.37%,20.28%,21.74%,19.84%,37.12%,33.18%,32.89%,33.99%,19.05%,Upgrade
EBITDA,261.23,294.62,265.11,258.05,168.39,129.88,88.86,65.62,50.46,29.49,Upgrade
EBITDA Margin,43.17%,49.45%,47.47%,45.42%,46.95%,43.51%,45.82%,40.76%,38.11%,35.90%,Upgrade
Depreciation & Amortization,14.93,12.39,12.73,11.78,8.39,8.2,8.73,7.83,6.57,5.03,Upgrade
EBIT,246.3,282.23,252.38,246.26,160,121.69,80.13,57.8,43.9,24.46,Upgrade
EBIT Margin,40.70%,47.37%,45.19%,43.35%,44.62%,40.77%,41.32%,35.90%,33.15%,29.78%,Upgrade
