Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,30.05,30.06,10.58,3.4,0.88,2.43,4.11,3.79,4.64,5.1,Upgrade
Revenue Growth (YoY),-0.05%,184.10%,211.25%,288.19%,-63.99%,-40.88%,8.70%,-18.42%,-9.06%,-4.17%,Upgrade
Cost of Revenue,-6.99,7.02,4.22,0.08,0.11,0.83,2.33,2.22,2.79,1.96,Upgrade
Gross Profit,37.04,23.05,6.36,3.32,0.76,1.6,1.78,1.57,1.85,3.14,Upgrade
"Selling, General & Admin",20.98,19.81,7.02,2.7,2.16,2.16,2.54,2.41,2.98,2.81,Upgrade
Other Operating Expenses,7.66,15.1,10.2,6,3.64,2.34,4.41,2.58,2.77,2.56,Upgrade
Operating Expenses,28.65,34.92,17.22,8.7,5.8,4.5,6.96,4.99,5.76,5.36,Upgrade
Operating Income,8.39,-11.87,-10.86,-5.38,-5.04,-2.9,-5.17,-3.42,-3.91,-2.22,Upgrade
Other Expense / Income,-6.35,-,-,0.12,0.03,-0.15,-1.33,-0.9,-0.46,-0.27,Upgrade
Pretax Income,14.74,-11.87,-10.86,-5.5,-5.07,-2.75,-3.85,-2.52,-3.44,-1.95,Upgrade
Income Tax,7.6,4.77,1.59,0.23,0,0,0,0,0,0,Upgrade
Net Income,7.14,-16.64,-12.44,-5.73,-5.07,-2.75,-3.85,-2.52,-3.44,-1.95,Upgrade
Shares Outstanding (Basic),4,4,3,2,0,0,0,0,0,0,Upgrade
Shares Change,-0.26%,37.46%,32.84%,4374.11%,0.48%,0.91%,25.18%,36.86%,44.52%,0.05%,Upgrade
EPS (Basic),1.91,-4.45,-4.88,-4.99,-121.77,-60.00,-90.00,-90.00,-160.00,-145.00,Upgrade
EPS (Diluted),1.88,-4.45,-4.42,-4.98,-121.77,-60.00,-90.00,-90.00,-,-,Upgrade
Free Cash Flow Per Share,19.13,-6.87,-6.00,-1.22,-445.54,-168.79,-21.28,-34.34,-93.65,22.95,Upgrade
Gross Margin,123.25%,76.66%,60.12%,97.78%,86.93%,65.86%,43.33%,41.36%,39.88%,61.59%,Upgrade
Operating Margin,27.92%,-39.49%,-102.58%,-158.10%,-575.15%,-119.17%,-125.77%,-90.42%,-84.19%,-43.55%,Upgrade
Profit Margin,23.76%,-55.34%,-117.56%,-168.65%,-578.38%,-113.02%,-93.53%,-66.52%,-74.25%,-38.31%,Upgrade
Free Cash Flow Margin,237.37%,-85.38%,-154.16%,-73.62%,-2327.27%,-315.94%,-23.34%,-32.70%,-53.16%,8.20%,Upgrade
Effective Tax Rate,51.56%,-,-,-,-,-,-,-,-,-,Upgrade
EBITDA,15.08,-11.82,-10.8,-5.44,-4.92,-2.45,-3.47,-2.12,-3.04,-1.63,Upgrade
EBITDA Margin,50.18%,-39.32%,-102.04%,-160.03%,-561.51%,-100.73%,-84.25%,-55.93%,-65.55%,-31.98%,Upgrade
Depreciation & Amortization,0.34,0.05,0.06,0.06,0.15,0.3,0.38,0.4,0.4,0.32,Upgrade
EBIT,14.74,-11.87,-10.86,-5.5,-5.07,-2.75,-3.85,-2.52,-3.44,-1.95,Upgrade
EBIT Margin,49.05%,-39.49%,-102.58%,-161.76%,-578.38%,-113.02%,-93.53%,-66.52%,-74.25%,-38.31%,Upgrade
