Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,123.28,113.75,88.88,83.84,71.71,59.87,54.22,52.01,37.47,31.54,Upgrade
Revenue Growth (YoY),8.38%,27.98%,6.01%,16.93%,19.78%,10.42%,4.24%,38.79%,18.80%,0.77%,Upgrade
Gross Profit,123.28,113.75,88.88,83.84,71.71,59.87,54.22,52.01,37.47,31.54,Upgrade
"Selling, General & Admin",55.81,47.93,46.06,40.55,36.68,30.72,27.03,26.09,18.72,14.21,Upgrade
Other Operating Expenses,7.57,6.12,8.39,7.35,6.3,7.53,5.65,6.2,4.92,3.31,Upgrade
Operating Expenses,63.38,54.05,54.45,47.89,42.97,38.25,32.69,32.29,23.65,17.52,Upgrade
Operating Income,59.9,59.71,34.43,35.95,28.73,21.61,21.53,19.72,13.83,14.02,Upgrade
Pretax Income,59.9,59.71,34.43,35.95,28.73,21.61,21.53,19.72,13.83,14.02,Upgrade
Income Tax,12.74,12.53,6.89,7.05,7.8,6.06,6.68,6.06,3.75,3.95,Upgrade
Net Income,47.17,47.18,27.55,28.9,20.93,15.55,14.85,13.67,10.08,10.07,Upgrade
Preferred Dividends,0,0,0,0,0,0,0.09,0.2,0.2,0.35,Upgrade
Net Income Common,47.17,47.18,27.55,28.9,20.93,15.55,14.76,13.47,9.88,9.72,Upgrade
Net Income Growth,-0.02%,71.28%,-4.70%,38.11%,34.57%,5.34%,9.62%,36.30%,1.64%,1.49%,Upgrade
Shares Outstanding (Basic),9,9,9,9,9,7,7,7,7,7,Upgrade
Shares Change,4.19%,-2.13%,-2.10%,3.69%,20.71%,0.17%,0.24%,12.02%,1.68%,0.20%,Upgrade
EPS (Basic),5.22,5.22,3.00,3.14,2.40,2.08,1.99,1.84,1.49,1.48,Upgrade
EPS (Diluted),5.21,5.22,2.99,3.14,2.39,2.07,1.98,1.79,1.45,1.44,Upgrade
EPS Growth,-0.19%,74.58%,-4.78%,31.38%,15.46%,4.55%,10.61%,23.45%,0.69%,-13.25%,Upgrade
Free Cash Flow Per Share,6.84,5.54,3.98,3.32,3.39,3.03,1.06,1.68,1.28,1.20,Upgrade
Dividend Per Share,0.800,0.620,0.600,0.520,0.440,0.400,0.360,0.340,0.320,0.300,Upgrade
Dividend Growth,29.03%,3.33%,15.38%,18.18%,10.00%,11.11%,5.88%,6.25%,6.67%,25.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,48.59%,52.49%,38.74%,42.88%,40.07%,36.10%,39.71%,37.92%,36.90%,44.45%,Upgrade
Profit Margin,38.26%,41.48%,30.99%,34.47%,29.19%,25.98%,27.23%,25.90%,26.37%,30.82%,Upgrade
Free Cash Flow Margin,51.63%,43.50%,40.89%,36.90%,42.50%,37.75%,14.50%,23.95%,22.71%,24.83%,Upgrade
Effective Tax Rate,21.26%,20.98%,20.00%,19.60%,27.16%,28.05%,31.04%,30.70%,27.09%,28.20%,Upgrade
EBITDA,65.83,65.13,39.99,41.03,33.31,25.51,25.07,22.97,16.01,15.59,Upgrade
EBITDA Margin,53.39%,57.26%,44.99%,48.93%,46.45%,42.61%,46.24%,44.16%,42.73%,49.42%,Upgrade
Depreciation & Amortization,5.92,5.42,5.55,5.07,4.58,3.89,3.54,3.24,2.19,1.57,Upgrade
EBIT,59.9,59.71,34.43,35.95,28.73,21.61,21.53,19.72,13.83,14.02,Upgrade
EBIT Margin,48.59%,52.49%,38.74%,42.88%,40.07%,36.10%,39.71%,37.92%,36.90%,44.45%,Upgrade
