Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,248.54,256.6,183.11,168.6,177.17,173.61,224.62,171.1,163.84,141.28,Upgrade
Revenue Growth (YoY),-3.14%,40.13%,8.61%,-4.84%,2.05%,-22.71%,31.28%,4.43%,15.96%,2.01%,Upgrade
Gross Profit,248.54,256.6,183.11,168.6,177.17,173.61,224.62,171.1,163.84,141.28,Upgrade
"Selling, General & Admin",113.78,116.8,104.32,93.33,88.66,85.23,82.76,74.84,67.17,61.49,Upgrade
Other Operating Expenses,29.91,30.53,25.78,21.94,23.02,22.24,25.49,22.88,18.67,19.09,Upgrade
Operating Expenses,143.69,147.32,130.1,115.27,111.68,107.47,108.25,97.72,85.84,80.58,Upgrade
Operating Income,104.85,109.28,53.02,53.33,65.49,66.13,116.38,73.38,78,60.71,Upgrade
Other Expense / Income,-,-,7.83,-,-,-,10.36,-,5.19,-,Upgrade
Pretax Income,104.85,109.28,45.18,53.33,65.49,66.13,106.02,73.38,72.81,60.71,Upgrade
Income Tax,27.91,27.49,10.51,12.05,10.4,25.01,41.1,27.17,28.57,22.96,Upgrade
Net Income,76.95,81.79,34.67,41.28,55.09,41.12,64.92,46.21,44.24,37.75,Upgrade
Net Income Growth,-5.93%,135.89%,-16.00%,-25.07%,33.97%,-36.66%,40.48%,4.45%,17.18%,9.96%,Upgrade
Shares Outstanding (Basic),30,31,28,28,28,29,29,29,30,30,Upgrade
Shares Change,-2.84%,8.71%,0.22%,0.56%,-2.84%,0.70%,-0.73%,-2.77%,-1.49%,-2.58%,Upgrade
EPS (Basic),2.50,2.59,1.18,1.44,1.92,1.41,2.24,1.59,1.49,1.26,Upgrade
EPS (Diluted),2.50,2.59,1.18,1.44,1.92,1.41,2.24,1.59,1.48,1.26,Upgrade
EPS Growth,-3.47%,119.49%,-18.06%,-25.00%,36.17%,-37.05%,40.88%,7.43%,17.46%,11.50%,Upgrade
Free Cash Flow Per Share,2.73,2.77,2.44,2.12,2.57,2.57,2.97,1.87,1.79,2.45,Upgrade
Dividend Per Share,0.880,0.840,0.840,0.840,0.800,0.720,0.680,0.640,0.600,0.520,Upgrade
Dividend Growth,4.76%,0%,0%,5.00%,11.11%,5.88%,6.25%,6.67%,15.38%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,42.19%,42.59%,28.95%,31.63%,36.96%,38.09%,51.81%,42.89%,47.61%,42.97%,Upgrade
Profit Margin,30.96%,31.88%,18.94%,24.48%,31.09%,23.69%,28.90%,27.01%,27.00%,26.72%,Upgrade
Free Cash Flow Margin,32.76%,33.09%,37.55%,35.32%,40.58%,42.68%,37.85%,31.47%,32.38%,52.11%,Upgrade
Effective Tax Rate,26.62%,25.15%,23.26%,22.60%,15.87%,37.82%,38.77%,37.02%,39.24%,37.81%,Upgrade
EBITDA,111.33,116.31,51.5,59.26,71.28,70.97,110.47,76.96,75.63,64.13,Upgrade
EBITDA Margin,44.79%,45.33%,28.13%,35.15%,40.23%,40.88%,49.18%,44.98%,46.16%,45.39%,Upgrade
Depreciation & Amortization,6.48,7.04,6.32,5.93,5.79,4.83,4.45,3.58,2.81,3.42,Upgrade
EBIT,104.85,109.28,45.18,53.33,65.49,66.13,106.02,73.38,72.81,60.71,Upgrade
EBIT Margin,42.19%,42.59%,24.67%,31.63%,36.96%,38.09%,47.20%,42.89%,44.44%,42.97%,Upgrade
