Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"1,409.89","1,375.06",664.05,"1,163.42","1,097.86","1,001.13",799.24,789.42,848.85,894.14,Upgrade
Revenue Growth (YoY),2.53%,107.07%,-42.92%,5.97%,9.66%,25.26%,1.24%,-7.00%,-5.06%,-1.79%,Upgrade
Gross Profit,"1,409.89","1,375.06",664.05,"1,163.42","1,097.86","1,001.13",799.24,789.42,848.85,894.14,Upgrade
"Selling, General & Admin",667.98,695.76,673.21,637.2,584.57,561.24,497.75,503.79,488.11,530.52,Upgrade
Other Operating Expenses,82.71,111.25,115.58,133.48,131.18,131.45,118.04,115.86,118.56,147.76,Upgrade
Operating Expenses,750.69,807.01,788.79,770.68,715.75,692.69,615.8,619.66,606.67,678.27,Upgrade
Operating Income,659.2,568.06,-124.75,392.74,382.12,308.43,183.44,169.77,242.19,215.87,Upgrade
Other Expense / Income,-,-,-,-,-,-,-3.48,-,-,-,Upgrade
Pretax Income,659.2,568.06,-124.75,392.74,382.12,308.43,186.92,169.77,242.19,215.87,Upgrade
Income Tax,135.11,104.84,-79.57,65.36,58.35,92.8,37.63,38.3,66.47,52.51,Upgrade
Net Income,524.09,463.22,-45.17,327.38,323.77,215.63,149.3,131.46,175.72,163.36,Upgrade
Net Income Growth,13.14%,-,-,1.11%,50.15%,44.43%,13.57%,-25.19%,7.57%,7.65%,Upgrade
Shares Outstanding (Basic),86,87,87,86,85,85,78,78,82,82,Upgrade
Shares Outstanding (Diluted),86,87,87,87,86,85,78,78,82,-,Upgrade
Shares Change,-0.73%,0.57%,-0.08%,1.26%,0.66%,9.00%,-0.46%,-4.54%,-0.09%,-3.15%,Upgrade
EPS (Basic),6.00,5.23,-0.54,3.72,3.72,2.49,1.87,1.64,2.10,1.93,Upgrade
EPS (Diluted),5.98,5.22,-0.54,3.72,3.72,2.48,1.87,1.64,2.10,1.93,Upgrade
EPS Growth,14.56%,-,-,0%,50.00%,32.62%,14.02%,-21.90%,8.81%,10.29%,Upgrade
Free Cash Flow Per Share,9.45,6.47,3.67,3.58,4.67,4.61,4.27,2.89,4.21,5.40,Upgrade
Dividend Per Share,1.080,1.080,1.080,1.080,1.020,0.960,0.960,0.960,0.960,0.960,Upgrade
Dividend Growth,0%,0%,0%,5.88%,6.25%,0%,0%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,46.76%,41.31%,-18.79%,33.76%,34.81%,30.81%,22.95%,21.51%,28.53%,24.14%,Upgrade
Profit Margin,37.17%,33.69%,-6.80%,28.14%,29.49%,21.54%,18.68%,16.65%,20.70%,18.27%,Upgrade
Free Cash Flow Margin,57.66%,40.88%,47.79%,26.58%,36.30%,39.03%,41.55%,28.65%,40.55%,49.57%,Upgrade
Effective Tax Rate,20.50%,18.46%,-,16.64%,15.27%,30.09%,20.13%,22.56%,27.44%,24.33%,Upgrade
EBITDA,704.81,613.83,-74.7,444.49,430.7,358.99,235.07,222.71,299.29,277.56,Upgrade
EBITDA Margin,49.99%,44.64%,-11.25%,38.21%,39.23%,35.86%,29.41%,28.21%,35.26%,31.04%,Upgrade
Depreciation & Amortization,45.62,45.78,50.04,51.75,48.58,50.56,48.14,52.95,57.11,61.7,Upgrade
EBIT,659.2,568.06,-124.75,392.74,382.12,308.43,186.92,169.77,242.19,215.87,Upgrade
EBIT Margin,46.76%,41.31%,-18.79%,33.76%,34.81%,30.81%,23.39%,21.51%,28.53%,24.14%,Upgrade
