Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1994
Revenue,646.23,552.64,592.23,595.74,558.35,518.69,503.58,492.63,478.82,429.31,Upgrade
Revenue Growth (YoY),16.93%,-6.68%,-0.59%,6.70%,7.65%,3.00%,2.22%,2.88%,11.53%,4.03%,Upgrade
Cost of Revenue,494.12,429.02,466.3,470.93,451.1,413.89,399.04,392.66,370.34,337.65,Upgrade
Gross Profit,152.11,123.62,125.92,124.81,107.25,104.79,104.54,99.97,108.48,91.66,Upgrade
"Selling, General & Admin",67.6,64.45,65.21,63.3,59.35,57.24,58.48,54.41,51.97,47.77,Upgrade
Operating Expenses,67.6,64.45,65.21,63.3,59.35,57.24,58.48,54.41,51.97,47.77,Upgrade
Operating Income,84.51,59.18,60.71,61.51,47.9,47.55,46.06,45.56,56.51,43.9,Upgrade
Pretax Income,84.51,59.18,60.71,61.51,47.9,47.55,46.06,45.56,56.51,43.9,Upgrade
Income Tax,18.1,12.82,13.33,14.81,12.21,18.07,17.54,16.97,22.12,17.17,Upgrade
Net Income,66.41,46.36,47.38,46.7,35.7,29.48,28.53,28.59,34.39,26.73,Upgrade
Net Income Growth,43.26%,-2.16%,1.44%,30.84%,21.09%,3.34%,-0.23%,-16.87%,28.66%,0.67%,Upgrade
Shares Outstanding (Basic),18,18,18,19,19,19,20,21,21,22,Upgrade
Shares Outstanding (Diluted),18,18,19,19,19,20,20,21,21,22,Upgrade
Shares Change,-0.21%,-2.34%,-2.14%,-0.18%,-2.70%,-2.17%,-4.24%,-2.26%,-4.84%,-3.42%,Upgrade
EPS (Basic),3.74,2.59,2.59,2.48,1.90,1.52,1.44,1.38,1.63,1.20,Upgrade
EPS (Diluted),3.66,2.55,2.55,2.46,1.87,1.51,1.43,1.37,1.61,1.19,Upgrade
EPS Growth,43.53%,0%,3.66%,31.55%,23.84%,5.59%,4.38%,-14.91%,35.29%,4.39%,Upgrade
Free Cash Flow Per Share,2.11,4.30,2.65,3.37,1.83,1.08,1.74,1.04,1.73,1.79,Upgrade
Gross Margin,23.54%,22.37%,21.26%,20.95%,19.21%,20.20%,20.76%,20.29%,22.66%,21.35%,Upgrade
Operating Margin,13.08%,10.71%,10.25%,10.33%,8.58%,9.17%,9.15%,9.25%,11.80%,10.22%,Upgrade
Profit Margin,10.28%,8.39%,8.00%,7.84%,6.39%,5.68%,5.66%,5.80%,7.18%,6.23%,Upgrade
Free Cash Flow Margin,5.79%,13.96%,8.18%,10.64%,6.17%,4.05%,6.86%,4.35%,7.61%,9.30%,Upgrade
Effective Tax Rate,21.42%,21.66%,21.96%,24.08%,25.48%,38.00%,38.07%,37.25%,39.14%,39.10%,Upgrade
EBITDA,108.43,82.61,83.23,84.5,69.68,68.5,66.01,63.56,72.92,59.63,Upgrade
EBITDA Margin,16.78%,14.95%,14.05%,14.18%,12.48%,13.21%,13.11%,12.90%,15.23%,13.89%,Upgrade
Depreciation & Amortization,23.92,23.44,22.52,22.98,21.78,20.95,19.95,18,16.41,15.74,Upgrade
EBIT,84.51,59.18,60.71,61.51,47.9,47.55,46.06,45.56,56.51,43.9,Upgrade
EBIT Margin,13.08%,10.71%,10.25%,10.33%,8.58%,9.17%,9.15%,9.25%,11.80%,10.22%,Upgrade
