Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,"2,773.57","3,193.05","2,566.14","2,586.77","2,826.35","2,644.31","2,333.37","2,353.61","2,300.45","1,985.35",Upgrade
Revenue Growth (YoY),-13.14%,24.43%,-0.80%,-8.48%,6.88%,13.33%,-0.86%,2.31%,15.87%,3.81%,Upgrade
Gross Profit,"2,773.57","3,193.05","2,566.14","2,586.77","2,826.35","2,644.31","2,333.37","2,353.61","2,300.45","1,985.35",Upgrade
"Selling, General & Admin","2,213.02","2,421.62","2,023.71","2,131.22","2,078.49","1,967.83","1,739.44","1,717.57","1,716.31","1,676.92",Upgrade
Other Operating Expenses,43.7,47.58,40.29,62.86,67.09,-148.96,76.47,652.65,64.68,91.62,Upgrade
Operating Expenses,"2,256.72","2,469.2","2,064","2,194.08","2,145.59","1,818.87","1,815.91","2,370.23","1,780.98","1,768.55",Upgrade
Operating Income,516.85,723.85,502.14,392.7,680.77,825.45,517.46,-16.62,519.47,216.81,Upgrade
Other Expense / Income,34.97,14.48,0.23,11.22,5.32,6.26,5.99,6.56,6.79,4.9,Upgrade
Pretax Income,481.88,709.37,501.91,381.48,675.44,819.18,511.47,-23.18,512.68,211.91,Upgrade
Income Tax,124.37,181.3,99.45,94.98,148.32,565.6,123.77,"-1,009.55",85.4,51.69,Upgrade
Net Income,357.52,528.06,402.46,286.5,527.13,253.58,387.7,986.37,427.28,160.21,Upgrade
Net Income Growth,-32.30%,31.21%,40.48%,-45.65%,107.87%,-34.59%,-60.69%,130.85%,166.69%,90.03%,Upgrade
Shares Outstanding (Basic),96,106,107,110,119,122,125,125,122,121,Upgrade
Shares Outstanding (Diluted),101,114,113,116,130,132,133,133,134,134,Upgrade
Shares Change,-11.15%,0.17%,-2.24%,-10.55%,-2.05%,-0.12%,-0.46%,-0.42%,0.06%,3.41%,Upgrade
EPS (Basic),3.68,4.90,3.69,2.57,4.43,2.09,3.11,7.87,3.49,1.33,Upgrade
EPS (Diluted),3.51,4.63,3.54,2.44,4.06,1.91,2.92,7.40,3.20,1.21,Upgrade
EPS Growth,-24.19%,30.79%,45.08%,-39.90%,112.57%,-34.59%,-60.54%,131.25%,164.46%,86.15%,Upgrade
Free Cash Flow Per Share,8.21,7.80,4.80,5.77,5.49,8.24,4.77,6.87,5.85,3.91,Upgrade
Dividend Per Share,1.940,1.880,1.880,2.350,1.436,2.810,2.690,1.350,1.200,1.000,Upgrade
Dividend Growth,3.19%,0%,-20.00%,63.65%,-48.90%,4.46%,99.26%,12.50%,20.00%,-13.79%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,18.63%,22.67%,19.57%,15.18%,24.09%,31.22%,22.18%,-0.71%,22.58%,10.92%,Upgrade
Profit Margin,12.89%,16.54%,15.68%,11.08%,18.65%,9.59%,16.62%,41.91%,18.57%,8.07%,Upgrade
Free Cash Flow Margin,28.30%,25.90%,19.99%,24.58%,23.10%,37.90%,25.50%,36.60%,31.12%,23.78%,Upgrade
Effective Tax Rate,25.81%,25.56%,19.81%,24.90%,21.96%,69.04%,24.20%,-,16.66%,24.39%,Upgrade
EBITDA,584.84,821.71,601.72,477.11,709.55,850.68,544.73,9.61,547.14,246.66,Upgrade
EBITDA Margin,21.09%,25.73%,23.45%,18.44%,25.10%,32.17%,23.35%,0.41%,23.78%,12.42%,Upgrade
Depreciation & Amortization,102.96,112.34,99.81,95.63,34.1,31.5,33.26,32.79,34.46,34.75,Upgrade
EBIT,481.88,709.37,501.91,381.48,675.44,819.18,511.47,-23.18,512.68,211.91,Upgrade
EBIT Margin,17.37%,22.22%,19.56%,14.75%,23.90%,30.98%,21.92%,-0.98%,22.29%,10.67%,Upgrade
