Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,21.04,21.13,20.1,20.12,19.11,17.96,17.21,16.69,15.51,14.62,Upgrade
Revenue Growth (YoY),-0.42%,5.11%,-0.08%,5.25%,6.42%,4.36%,3.13%,7.61%,6.02%,4.44%,Upgrade
Gross Profit,21.04,21.13,20.1,20.12,19.11,17.96,17.21,16.69,15.51,14.62,Upgrade
"Selling, General & Admin",10.62,10.49,10.08,9.04,8.65,7.63,7.62,7.34,6.94,6.6,Upgrade
Other Operating Expenses,1.78,1.82,1.59,1.58,2.43,2.61,2.66,2.17,2.17,2.12,Upgrade
Operating Expenses,12.4,12.31,11.67,10.62,11.08,10.24,10.27,9.51,9.11,8.72,Upgrade
Operating Income,8.63,8.82,8.43,9.49,8.03,7.72,6.94,7.17,6.4,5.91,Upgrade
Pretax Income,8.63,8.82,8.43,9.49,8.03,7.72,6.94,7.17,6.4,5.91,Upgrade
Income Tax,1.98,2.07,1.97,2.18,1.11,2.81,1.69,2.29,2,1.83,Upgrade
Net Income,6.66,6.74,6.46,7.32,6.92,4.9,5.25,4.88,4.4,4.08,Upgrade
Net Income Growth,-1.33%,4.40%,-11.72%,5.71%,41.23%,-6.58%,7.43%,11.04%,7.90%,11.18%,Upgrade
Shares Outstanding (Basic),6,6,6,6,6,5,5,5,5,5,Upgrade
Shares Outstanding (Diluted),6,6,6,6,6,6,6,6,6,5,Upgrade
Shares Change,-0.63%,0.03%,1.62%,-0.02%,0.37%,0.12%,-0.22%,0.69%,2.57%,0.33%,Upgrade
EPS (Basic),1.20,1.22,1.17,1.33,1.26,0.90,0.97,0.90,0.82,0.76,Upgrade
EPS (Diluted),1.18,1.19,1.14,1.31,1.24,0.88,0.94,0.87,0.79,0.76,Upgrade
EPS Growth,-0.84%,4.39%,-12.98%,5.65%,40.91%,-6.38%,7.67%,10.37%,4.77%,11.36%,Upgrade
Free Cash Flow Per Share,1.60,3.13,0.02,0.41,1.64,1.47,1.08,1.29,0.38,3.45,Upgrade
Dividend Per Share,0.680,0.780,0.660,0.890,0.536,0.527,0.491,0.451,0.512,0.413,Upgrade
Dividend Growth,-12.82%,18.18%,-25.84%,66.04%,1.71%,7.33%,8.87%,-11.91%,23.97%,11.02%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.04%,41.73%,41.92%,47.20%,42.03%,42.97%,40.30%,42.98%,41.25%,40.39%,Upgrade
Profit Margin,31.64%,31.93%,32.14%,36.38%,36.22%,27.29%,30.49%,29.27%,28.37%,27.88%,Upgrade
Free Cash Flow Margin,42.35%,81.99%,0.54%,11.22%,47.25%,44.77%,33.97%,41.85%,13.38%,127.17%,Upgrade
Effective Tax Rate,22.91%,23.50%,23.33%,22.91%,13.81%,36.48%,24.34%,31.89%,31.23%,30.98%,Upgrade
EBITDA,8.99,9.23,8.85,9.72,8.23,7.91,7.12,7.37,6.6,6.1,Upgrade
EBITDA Margin,42.74%,43.69%,44.02%,48.34%,43.05%,44.04%,41.40%,44.16%,42.55%,41.71%,Upgrade
Depreciation & Amortization,0.36,0.41,0.42,0.23,0.2,0.19,0.19,0.2,0.2,0.19,Upgrade
EBIT,8.63,8.82,8.43,9.49,8.03,7.72,6.94,7.17,6.4,5.91,Upgrade
EBIT Margin,41.04%,41.73%,41.92%,47.20%,42.03%,42.97%,40.30%,42.98%,41.25%,40.39%,Upgrade
