Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Revenue,131.72,118.57,87.2,91.19,80.02,71.1,73.5,72.27,55,51.51,Upgrade
Revenue Growth (YoY),11.09%,35.96%,-4.38%,13.97%,12.54%,-3.26%,1.71%,31.40%,6.78%,21.66%,Upgrade
Gross Profit,131.72,118.57,87.2,91.19,80.02,71.1,73.5,72.27,55,51.51,Upgrade
"Selling, General & Admin",71.62,63.73,57.15,54.03,49.43,43.84,44.42,41.6,30.3,24.9,Upgrade
Other Operating Expenses,7.85,7.81,9.36,8.57,10.85,10.25,8.32,5.77,3.48,5.47,Upgrade
Operating Expenses,79.47,71.54,66.5,62.6,60.28,54.09,52.74,47.37,33.78,30.37,Upgrade
Operating Income,52.24,47.03,20.7,28.59,19.74,17.02,20.76,24.89,21.22,21.14,Upgrade
Other Expense / Income,-,-,2.4,4.09,2.08,2.78,3.69,-,-,-,Upgrade
Pretax Income,52.24,47.03,18.31,24.5,17.65,14.23,17.07,24.89,21.22,21.14,Upgrade
Income Tax,11.39,11.28,1.33,1.18,1.35,2.33,2.16,8.38,7.08,7.39,Upgrade
Net Income,40.86,35.76,16.98,23.32,16.3,11.91,14.91,16.51,14.14,13.75,Upgrade
Preferred Dividends,0.68,0,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,40.18,35.76,16.98,23.32,16.3,11.91,14.91,16.51,14.14,13.75,Upgrade
Net Income Growth,12.36%,110.60%,-27.21%,43.07%,36.94%,-20.15%,-9.72%,16.80%,2.86%,54.00%,Upgrade
Shares Outstanding (Basic),8,8,9,9,9,9,9,9,8,8,Upgrade
Shares Change,0.49%,-1.50%,-0.83%,-2.32%,0.38%,0.61%,0.11%,9.45%,0.87%,48.30%,Upgrade
EPS (Basic),4.75,4.17,1.97,2.68,1.86,1.36,1.71,1.90,1.76,1.75,Upgrade
EPS (Diluted),4.75,4.17,1.97,2.68,1.86,1.36,1.71,1.90,1.75,1.74,Upgrade
EPS Growth,13.91%,111.68%,-26.49%,44.09%,36.76%,-20.47%,-10.00%,8.57%,0.57%,5.78%,Upgrade
Free Cash Flow Per Share,4.20,4.25,3.10,3.35,2.77,2.42,2.94,2.58,1.09,1.96,Upgrade
Dividend Per Share,0.790,0.720,0.660,0.600,0.560,0.520,0.480,0.440,0.420,0.280,Upgrade
Dividend Growth,9.72%,9.09%,10.00%,7.14%,7.69%,8.33%,9.09%,4.76%,50.00%,100.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,39.66%,39.67%,23.74%,31.35%,24.67%,23.93%,28.24%,34.44%,38.59%,41.03%,Upgrade
Profit Margin,30.50%,30.16%,19.47%,25.58%,20.37%,16.74%,20.28%,22.85%,25.71%,26.69%,Upgrade
Free Cash Flow Margin,26.89%,30.06%,30.24%,31.54%,30.38%,29.77%,34.80%,31.04%,15.79%,29.90%,Upgrade
Effective Tax Rate,21.79%,23.97%,7.25%,4.80%,7.65%,16.34%,12.63%,33.65%,33.38%,34.96%,Upgrade
EBITDA,56.31,50.58,21.77,27.55,19.13,15.79,18.58,24.8,23.09,23.46,Upgrade
EBITDA Margin,42.75%,42.66%,24.96%,30.21%,23.91%,22.21%,25.28%,34.32%,41.99%,45.54%,Upgrade
Depreciation & Amortization,4.07,3.55,3.47,3.05,1.48,1.56,1.52,-0.09,1.87,2.32,Upgrade
EBIT,52.24,47.03,18.31,24.5,17.65,14.23,17.07,24.89,21.22,21.14,Upgrade
EBIT Margin,39.66%,39.67%,20.99%,26.86%,22.06%,20.01%,23.22%,34.44%,38.59%,41.03%,Upgrade
