Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,146.1,139.14,136.51,116.56,116.04,115.35,56.74,52.03,49.74,45.23,Upgrade
Revenue Growth (YoY),5.00%,1.92%,17.11%,0.45%,0.60%,103.28%,9.06%,4.60%,9.96%,5.13%,Upgrade
Gross Profit,146.1,139.14,136.51,116.56,116.04,115.35,56.74,52.03,49.74,45.23,Upgrade
"Selling, General & Admin",68.67,65.93,67.95,61.91,55.9,52.88,24.97,22.84,21.15,19.2,Upgrade
Other Operating Expenses,20.82,21.55,25.52,26.73,19.64,19.84,10.96,8.07,8.07,7.66,Upgrade
Operating Expenses,89.5,87.48,93.46,88.64,75.54,72.73,35.94,30.91,29.21,26.86,Upgrade
Operating Income,56.6,51.66,43.05,27.93,40.5,42.62,20.81,21.12,20.53,18.37,Upgrade
Other Expense / Income,1.76,3.03,1.4,1.1,-,-,-,-,-,-,Upgrade
Pretax Income,54.85,48.63,41.65,26.83,40.5,42.62,20.81,21.12,20.53,18.37,Upgrade
Income Tax,11.29,9.33,8.41,4.21,7.56,16.63,5.88,5.97,5.91,5.19,Upgrade
Net Income,43.56,39.3,33.24,22.62,32.94,25.99,14.93,15.15,14.61,13.18,Upgrade
Net Income Growth,10.83%,18.21%,46.97%,-31.32%,26.71%,74.06%,-1.45%,3.70%,10.85%,5.75%,Upgrade
Shares Outstanding (Basic),15,15,15,16,15,15,9,9,9,9,Upgrade
Shares Outstanding (Diluted),15,15,15,16,16,15,9,9,9,9,Upgrade
Shares Change,0.45%,-1.49%,-2.02%,0.15%,1.79%,67.23%,0.58%,1.40%,0.81%,0.83%,Upgrade
EPS (Basic),2.90,2.63,2.18,1.46,2.13,1.71,1.65,1.69,1.65,1.49,Upgrade
EPS (Diluted),2.88,2.61,2.18,1.45,2.12,1.70,1.63,1.67,1.63,1.48,Upgrade
EPS Growth,10.34%,19.72%,50.34%,-31.60%,24.71%,4.29%,-2.40%,2.27%,10.34%,4.74%,Upgrade
Free Cash Flow Per Share,3.66,3.94,0.97,1.34,2.13,2.45,1.38,2.06,1.52,2.17,Upgrade
Dividend Per Share,1.020,0.940,0.880,0.860,0.787,0.747,0.727,0.673,0.603,0.556,Upgrade
Dividend Growth,8.51%,6.82%,2.33%,9.28%,5.35%,2.75%,8.02%,11.61%,8.45%,6.92%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,38.74%,37.13%,31.53%,23.96%,34.90%,36.95%,36.67%,40.59%,41.27%,40.62%,Upgrade
Profit Margin,29.81%,28.25%,24.35%,19.41%,28.38%,22.53%,26.32%,29.12%,29.38%,29.14%,Upgrade
Free Cash Flow Margin,37.70%,42.44%,10.85%,17.92%,28.38%,32.25%,22.02%,35.49%,27.20%,42.37%,Upgrade
Effective Tax Rate,20.58%,19.18%,20.18%,15.69%,18.67%,39.02%,28.24%,28.25%,28.81%,28.25%,Upgrade
EBITDA,61.22,55.23,46.73,31.83,45.03,46.99,22.45,22.92,22.25,19.97,Upgrade
EBITDA Margin,41.90%,39.69%,34.23%,27.30%,38.81%,40.74%,39.57%,44.06%,44.73%,44.15%,Upgrade
Depreciation & Amortization,6.37,6.6,5.08,5,4.53,4.37,1.64,1.8,1.72,1.6,Upgrade
EBIT,54.85,48.63,41.65,26.83,40.5,42.62,20.81,21.12,20.53,18.37,Upgrade
EBIT Margin,37.54%,34.95%,30.51%,23.02%,34.90%,36.95%,36.67%,40.59%,41.27%,40.62%,Upgrade
