Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,290.79,313.75,243.55,157.72,146.21,133.8,112.69,105.72,100.21,96.57,Upgrade
Revenue Growth (YoY),-7.32%,28.82%,54.42%,7.88%,9.27%,18.74%,6.59%,5.50%,3.78%,4.44%,Upgrade
Gross Profit,290.79,313.75,243.55,157.72,146.21,133.8,112.69,105.72,100.21,96.57,Upgrade
"Selling, General & Admin",125.22,119.7,108.4,74.26,69.76,65.29,53.97,51.05,48.08,46.1,Upgrade
Other Operating Expenses,39.3,37.63,55.88,22.83,19.57,20.06,17.12,16.84,18.68,18.95,Upgrade
Operating Expenses,164.51,157.32,164.28,97.08,89.33,85.35,71.09,67.89,66.76,65.05,Upgrade
Operating Income,126.28,156.42,79.27,60.64,56.88,48.45,41.6,37.83,33.46,31.51,Upgrade
Pretax Income,126.28,156.42,79.27,60.64,56.88,48.45,41.6,37.83,33.46,31.51,Upgrade
Income Tax,24.1,30.37,16.19,11.27,10.63,16.18,12.75,11.41,9.16,9.28,Upgrade
Net Income,102.19,126.05,63.08,49.37,46.25,32.27,28.84,26.42,24.29,22.24,Upgrade
Net Income Growth,-18.93%,99.84%,27.76%,6.75%,43.33%,11.87%,9.16%,8.77%,9.25%,23.21%,Upgrade
Shares Outstanding (Basic),36,37,37,20,20,20,18,18,19,20,Upgrade
Shares Change,-3.82%,-0.84%,89.02%,-3.30%,0.44%,13.08%,-2.09%,-1.83%,-4.51%,0.57%,Upgrade
EPS (Basic),2.86,3.39,1.75,2.49,2.27,1.62,1.61,1.44,1.27,1.14,Upgrade
EPS (Diluted),2.85,3.39,1.75,2.48,2.26,1.61,1.60,1.41,1.22,1.09,Upgrade
EPS Growth,-15.93%,93.71%,-29.44%,9.73%,40.37%,0.63%,13.48%,15.57%,11.42%,20.99%,Upgrade
Free Cash Flow Per Share,4.91,4.38,-1.64,1.85,2.40,1.65,1.39,1.58,1.35,1.91,Upgrade
Dividend Per Share,1.500,1.050,0.880,0.790,0.640,0.500,0.440,0.388,0.312,0.200,Upgrade
Dividend Growth,42.86%,19.32%,11.39%,23.44%,28.00%,13.64%,13.40%,24.36%,56.00%,100.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,43.43%,49.86%,32.55%,38.45%,38.90%,36.21%,36.91%,35.79%,33.38%,32.63%,Upgrade
Profit Margin,35.14%,40.18%,25.90%,31.30%,31.63%,24.12%,25.59%,24.99%,24.24%,23.03%,Upgrade
Free Cash Flow Margin,60.02%,51.68%,-25.04%,23.17%,33.45%,25.07%,22.08%,27.45%,25.16%,38.65%,Upgrade
Effective Tax Rate,19.08%,19.42%,20.43%,18.58%,18.68%,33.40%,30.66%,30.16%,27.39%,29.44%,Upgrade
EBITDA,137.36,168.94,92.23,65.99,61.88,53.31,45.49,41.8,37.51,35.86,Upgrade
EBITDA Margin,47.24%,53.84%,37.87%,41.84%,42.32%,39.84%,40.37%,39.54%,37.43%,37.14%,Upgrade
Depreciation & Amortization,11.08,12.51,12.96,5.35,5,4.86,3.89,3.97,4.05,4.35,Upgrade
EBIT,126.28,156.42,79.27,60.64,56.88,48.45,41.6,37.83,33.46,31.51,Upgrade
EBIT Margin,43.43%,49.86%,32.55%,38.45%,38.90%,36.21%,36.91%,35.79%,33.38%,32.63%,Upgrade
