Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,164.46,157.89,134.88,131,118.58,111.77,98.24,89.99,84.27,76.3,Upgrade
Revenue Growth (YoY),4.16%,17.06%,2.97%,10.48%,6.09%,13.77%,9.16%,6.80%,10.44%,6.97%,Upgrade
Gross Profit,164.46,157.89,134.88,131,118.58,111.77,98.24,89.99,84.27,76.3,Upgrade
"Selling, General & Admin",98.77,92.4,84.65,78.04,72.25,68.13,62.85,58.67,55.21,49.65,Upgrade
Other Operating Expenses,9.54,9.03,8.61,8.38,8.63,8.02,7.48,7.07,6.82,6.17,Upgrade
Operating Expenses,108.31,101.42,93.25,86.42,80.88,76.15,70.33,65.73,62.03,55.82,Upgrade
Operating Income,56.15,56.47,41.63,44.58,37.7,35.62,27.91,24.26,22.24,20.48,Upgrade
Other Expense / Income,-,0.71,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,56.15,55.76,41.63,44.58,37.7,35.62,27.91,24.26,22.24,20.48,Upgrade
Income Tax,13.43,13.59,10.17,10.38,8.82,16.23,9.16,8.11,7.59,6.95,Upgrade
Net Income,42.72,42.17,31.46,34.2,28.88,19.39,18.75,16.15,14.65,13.53,Upgrade
Net Income Growth,1.29%,34.06%,-8.02%,18.42%,48.92%,3.42%,16.12%,10.22%,8.29%,9.33%,Upgrade
Shares Outstanding (Basic),12,12,12,12,12,12,11,10,10,10,Upgrade
Shares Outstanding (Diluted),12,12,12,12,12,12,11,10,10,10,Upgrade
Shares Change,0.82%,1.11%,0.76%,0.68%,0.85%,5.55%,6.25%,1.77%,2.60%,3.00%,Upgrade
EPS (Basic),3.53,3.51,2.64,2.90,2.47,1.68,1.71,1.56,1.45,1.37,Upgrade
EPS (Diluted),3.52,3.50,2.64,2.89,2.46,1.66,1.70,1.55,1.44,1.36,Upgrade
EPS Growth,0.57%,32.58%,-8.65%,17.48%,48.19%,-2.35%,9.68%,7.64%,5.88%,6.25%,Upgrade
Free Cash Flow Per Share,3.57,4.83,2.83,2.64,3.13,2.57,1.77,2.11,0.84,2.96,Upgrade
Dividend Per Share,0.820,0.740,0.700,0.640,0.580,0.540,0.520,0.500,0.480,0.460,Upgrade
Dividend Growth,10.81%,5.71%,9.38%,10.34%,7.41%,3.85%,4.00%,4.17%,4.35%,4.55%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.14%,35.77%,30.86%,34.03%,31.79%,31.87%,28.41%,26.96%,26.39%,26.84%,Upgrade
Profit Margin,25.97%,26.71%,23.32%,26.11%,24.36%,17.35%,19.09%,17.94%,17.39%,17.73%,Upgrade
Free Cash Flow Margin,26.24%,36.76%,24.95%,23.76%,30.79%,26.59%,19.75%,24.21%,10.05%,38.27%,Upgrade
Effective Tax Rate,23.92%,24.37%,24.44%,23.29%,23.39%,45.56%,32.82%,33.44%,34.11%,33.94%,Upgrade
EBITDA,63.18,63.57,48.41,50.72,44.53,42.65,33.99,29.87,27.69,25.5,Upgrade
EBITDA Margin,38.42%,40.26%,35.89%,38.72%,37.56%,38.16%,34.60%,33.19%,32.86%,33.41%,Upgrade
Depreciation & Amortization,7.04,7.81,6.78,6.14,6.84,7.03,6.08,5.6,5.46,5.02,Upgrade
EBIT,56.15,55.76,41.63,44.58,37.7,35.62,27.91,24.26,22.24,20.48,Upgrade
EBIT Margin,34.14%,35.31%,30.86%,34.03%,31.79%,31.87%,28.41%,26.96%,26.39%,26.84%,Upgrade
