Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Revenue,34.98,30.18,23.96,22.94,28.32,28.19,21.49,22.35,19.23,18.26,Upgrade
Revenue Growth (YoY),15.89%,25.97%,4.46%,-19.01%,0.45%,31.18%,-3.85%,16.24%,5.34%,-22.15%,Upgrade
Gross Profit,34.98,30.18,23.96,22.94,28.32,28.19,21.49,22.35,19.23,18.26,Upgrade
"Selling, General & Admin",23.87,20.1,23.34,22.73,19.24,18,16.14,16.66,15.77,18.58,Upgrade
Other Operating Expenses,3.36,5.07,4.78,3.93,4.99,3.17,2.22,2.19,2.5,3.19,Upgrade
Operating Expenses,27.22,25.17,28.12,26.65,24.24,21.17,18.36,18.85,18.27,21.77,Upgrade
Operating Income,7.76,5.01,-4.16,-3.72,4.09,7.02,3.14,3.5,0.96,-3.51,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,4.12,Upgrade
Pretax Income,7.76,5.01,-4.16,-3.72,4.09,7.02,3.14,3.5,0.96,-7.63,Upgrade
Income Tax,1.6,-0.08,-0.34,-0.9,0.89,2.88,1.21,1.36,-14.75,-0.34,Upgrade
Net Income,6.16,5.09,-3.82,-2.82,3.2,4.15,1.93,2.14,15.71,-7.29,Upgrade
Net Income Growth,20.95%,-,-,-,-22.93%,114.87%,-9.94%,-86.36%,-,-,Upgrade
Shares Outstanding (Basic),4,4,4,4,4,4,4,4,4,4,Upgrade
Shares Change,0.24%,0.28%,0.31%,0.52%,0.23%,-1.62%,-0.06%,1.18%,1.27%,0.49%,Upgrade
EPS (Basic),1.56,1.29,-0.97,-0.72,0.82,1.06,0.49,0.55,4.08,-1.90,Upgrade
EPS (Diluted),1.55,1.29,-0.97,-0.72,0.82,1.06,0.49,0.55,4.05,-1.90,Upgrade
EPS Growth,20.16%,-,-,-,-22.64%,116.33%,-10.91%,-86.42%,-,-,Upgrade
Free Cash Flow Per Share,1.67,2.19,1.58,-3.18,1.06,1.09,0.25,-0.14,3.60,-3.35,Upgrade
Dividend Per Share,-,-,-,0.040,0.040,0.020,-,-,-,-,Upgrade
Dividend Growth,-,-,-,0%,100.00%,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,22.18%,16.61%,-17.34%,-16.20%,14.43%,24.91%,14.60%,15.66%,4.99%,-19.24%,Upgrade
Profit Margin,17.61%,16.88%,-15.94%,-12.28%,11.28%,14.71%,8.98%,9.59%,81.69%,-39.93%,Upgrade
Free Cash Flow Margin,18.93%,28.59%,25.92%,-54.35%,14.58%,15.00%,4.63%,-2.52%,73.34%,-71.07%,Upgrade
Effective Tax Rate,20.57%,-1.62%,-,-,21.78%,40.94%,38.48%,38.79%,-1538.06%,-,Upgrade
EBITDA,9.13,6.58,-2.58,-2.04,5.62,8.29,4.35,4.54,2.04,-6.41,Upgrade
EBITDA Margin,26.10%,21.80%,-10.75%,-8.90%,19.85%,29.41%,20.22%,20.31%,10.63%,-35.13%,Upgrade
Depreciation & Amortization,1.37,1.57,1.58,1.68,1.54,1.27,1.21,1.04,1.09,1.22,Upgrade
EBIT,7.76,5.01,-4.16,-3.72,4.09,7.02,3.14,3.5,0.96,-7.63,Upgrade
EBIT Margin,22.18%,16.61%,-17.34%,-16.20%,14.43%,24.91%,14.60%,15.66%,4.99%,-41.78%,Upgrade
