Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Revenue,-154.76,19.35,179.66,93.69,-45.76,4.82,86.46,1.66,2.21,4.45,Upgrade
Revenue Growth (YoY),-,-89.23%,91.76%,-,-,-94.43%,5113.30%,-24.95%,-50.34%,-22.61%,Upgrade
Cost of Revenue,0,0,0,0,0,0,0,1.34,1.27,1.17,Upgrade
Gross Profit,-154.76,19.35,179.66,93.69,0,0,0,0.32,0.94,3.28,Upgrade
General & Administrative,1.12,1.04,1.07,2.24,2.95,3.02,3.16,1.98,2.43,2.93,Upgrade
Other Operating Expenses,0.06,-0.04,0.15,0.02,0.08,0.05,0.05,0.05,-0.03,-0.02,Upgrade
Operating Expenses,1.18,1,1.22,2.26,3.03,3.07,3.21,2.03,2.4,2.91,Upgrade
Operating Income,-155.94,18.35,178.44,91.43,0,0,0,-1.71,-1.46,0.37,Upgrade
Interest Income,0,0,0,0,0.02,0,0,-,-,-,Upgrade
Interest Expense,0,0,0,0,0,0,0,-58.57,-26.32,-213.04,Upgrade
Other Expense / Income,-,-,-,-,48.81,-1.74,-83.26,117.14,52.64,426.08,Upgrade
Pretax Income,-155.94,18.35,178.44,91.43,-48.79,1.74,83.26,-60.28,-27.78,-212.67,Upgrade
Net Income,-155.94,18.35,178.44,91.43,-48.79,1.74,83.26,-60.28,-27.78,-212.67,Upgrade
Net Income Growth,-,-89.72%,95.17%,-,-,-97.91%,-,-,-,-,Upgrade
Shares Outstanding (Basic),19,19,19,19,19,19,19,19,19,19,Upgrade
Shares Outstanding (Diluted),19,19,19,19,19,19,19,19,19,19,Upgrade
Shares Change,-0.12%,0.12%,0.01%,0.03%,-0.48%,0.54%,-0.09%,-0.00%,-,-,Upgrade
EPS (Basic),-8.08,0.95,9.25,4.74,-2.53,0.09,4.32,-3.13,-1.44,-11.02,Upgrade
EPS (Diluted),-8.08,0.95,9.25,4.74,-2.53,0.09,4.32,-3.13,-1.44,-11.02,Upgrade
EPS Growth,-,-89.73%,95.15%,-,-,-97.92%,-,-,-,-,Upgrade
Free Cash Flow Per Share,-,-,-,4.74,-2.53,0.09,4.32,-3.13,-1.44,-11.03,Upgrade
Gross Margin,-,100.00%,100.00%,100.00%,-,-,-,19.19%,42.53%,73.71%,Upgrade
Operating Margin,-,94.83%,99.32%,97.58%,-,-,-,-103.29%,-66.06%,8.31%,Upgrade
Profit Margin,-,94.83%,99.32%,97.58%,-,36.21%,96.29%,-3634.87%,-1257.01%,-4779.10%,Upgrade
Free Cash Flow Margin,-,-252.18%,0.97%,88.86%,-,-577.26%,-246.00%,-9182.94%,-1447.96%,2155.06%,Upgrade
EBITDA,-155.94,18.35,178.44,91.43,-48.79,1.75,83.26,-118.86,-54.1,-425.71,Upgrade
EBITDA Margin,-,94.83%,99.32%,97.58%,-,36.26%,96.29%,-7166.45%,-2447.96%,-9566.52%,Upgrade
Depreciation & Amortization,0,0,0,0,0,0,0,0,0,0,Upgrade
EBIT,-,-,178.44,91.43,-,-,-,-,-,-,Upgrade
EBIT Margin,-,-,99.32%,97.58%,-,-,-,-,-,-,Upgrade
