Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,697.07,641.75,575.08,585.19,537.76,356.11,332.13,312.06,291.06,293.06,Upgrade
Revenue Growth (YoY),8.62%,11.59%,-1.73%,8.82%,51.01%,7.22%,6.43%,7.22%,-0.68%,-10.03%,Upgrade
Cost of Revenue,20.36,0,0,0,0,0,0,0,0,0,Upgrade
Gross Profit,676.71,641.75,575.08,585.19,537.76,356.11,332.13,312.06,291.06,293.06,Upgrade
"Selling, General & Admin",359.62,335.84,322.39,292.34,279.23,197.15,179.1,165.12,160.46,156.16,Upgrade
Other Operating Expenses,75.36,64.98,61.01,49.99,44.31,42.8,22.3,36.02,35.58,69.31,Upgrade
Operating Expenses,434.99,400.81,383.41,342.33,323.54,239.94,201.4,201.13,196.03,225.48,Upgrade
Operating Income,241.72,240.93,191.67,242.86,214.22,116.16,130.73,110.93,95.03,67.58,Upgrade
Other Expense / Income,-,-,7.26,-,-,-,-,-,-,-,Upgrade
Pretax Income,241.72,240.93,184.41,242.86,214.22,116.16,130.73,110.93,95.03,67.58,Upgrade
Income Tax,24.11,35.77,28.6,44.79,41.63,19.38,42.21,35.87,30.03,19.23,Upgrade
Net Income,217.61,205.16,155.81,198.08,172.6,96.79,88.53,75.06,65,48.35,Upgrade
Net Income Growth,6.07%,31.67%,-21.34%,14.76%,78.32%,9.33%,17.94%,15.48%,34.44%,-28.16%,Upgrade
Shares Outstanding (Basic),94,95,97,98,89,62,61,61,59,57,Upgrade
Shares Outstanding (Diluted),95,96,98,99,90,62,62,62,59,58,Upgrade
Shares Change,-1.37%,-2.24%,-0.77%,10.31%,44.14%,0.30%,0.22%,4.13%,2.27%,-1.35%,Upgrade
EPS (Basic),2.33,2.16,1.60,2.01,1.95,1.57,1.45,1.23,1.11,0.84,Upgrade
EPS (Diluted),2.30,2.14,1.59,2.00,1.93,1.56,1.43,1.21,1.09,0.83,Upgrade
EPS Growth,7.48%,34.59%,-20.50%,3.63%,23.72%,9.09%,18.18%,11.01%,31.33%,-27.19%,Upgrade
Free Cash Flow Per Share,1.69,3.94,0.96,1.70,2.78,2.02,2.32,1.64,1.31,3.22,Upgrade
Dividend Per Share,0.920,0.920,0.920,0.900,0.780,0.680,0.640,0.640,0.610,0.940,Upgrade
Dividend Growth,0%,0%,2.22%,15.38%,14.71%,6.25%,0%,4.92%,-35.11%,-20.34%,Upgrade
Gross Margin,97.08%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.68%,37.54%,33.33%,41.50%,39.84%,32.62%,39.36%,35.55%,32.65%,23.06%,Upgrade
Profit Margin,31.22%,31.97%,27.09%,33.85%,32.10%,27.18%,26.65%,24.05%,22.33%,16.50%,Upgrade
Free Cash Flow Margin,22.64%,58.29%,16.34%,28.51%,45.73%,34.81%,42.82%,32.02%,26.32%,62.92%,Upgrade
Effective Tax Rate,9.97%,14.85%,15.51%,18.44%,19.43%,16.68%,32.28%,32.33%,31.60%,28.46%,Upgrade
EBITDA,280.53,280.49,225.65,278.32,238.39,128.81,143.77,124.2,107.81,81.85,Upgrade
EBITDA Margin,40.24%,43.71%,39.24%,47.56%,44.33%,36.17%,43.29%,39.80%,37.04%,27.93%,Upgrade
Depreciation & Amortization,38.81,39.56,41.23,35.46,24.17,12.65,13.04,13.27,12.79,14.27,Upgrade
EBIT,241.72,240.93,184.41,242.86,214.22,116.16,130.73,110.93,95.03,67.58,Upgrade
EBIT Margin,34.68%,37.54%,32.07%,41.50%,39.84%,32.62%,39.36%,35.55%,32.65%,23.06%,Upgrade
