Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,"9,636","9,168","8,244","6,547","6,276","5,843","5,971","4,682","4,352","1,730",Upgrade
Revenue Growth (YoY),5.10%,11.21%,25.92%,4.32%,7.41%,-2.14%,27.53%,7.58%,151.56%,26.93%,Upgrade
Cost of Revenue,"2,344","2,022","2,208","1,345","1,297","1,205","1,459","1,344","1,260",132,Upgrade
Gross Profit,"7,292","7,146","6,036","5,202","4,979","4,638","4,512","3,338","3,092","1,598",Upgrade
"Selling, General & Admin","2,623","2,688","2,252","1,867","1,810","1,724","1,730","1,214","1,311",652,Upgrade
Other Operating Expenses,"1,031","1,009",751,662,586,535,610,374,333,156,Upgrade
Operating Expenses,"3,654","3,697","3,003","2,529","2,396","2,259","2,340","1,588","1,644",808,Upgrade
Operating Income,"3,638","3,449","3,033","2,673","2,583","2,379","2,172","1,750","1,448",790,Upgrade
Interest Expense / Income,616,423,357,285,244,187,178,97,96,56,Upgrade
Other Expense / Income,"1,266","-2,661",-71,-66,-149,-306,-22,21,-31,296,Upgrade
Pretax Income,"1,756","5,687","2,747","2,454","2,488","2,498","2,016","1,632","1,383",438,Upgrade
Income Tax,310,"1,629",658,521,500,-28,586,358,402,184,Upgrade
Net Income,"1,446","4,058","2,089","1,933","1,988","2,526","1,430","1,274",981,254,Upgrade
Net Income Growth,-64.37%,94.26%,8.07%,-2.77%,-21.30%,76.64%,12.24%,29.87%,286.22%,-53.99%,Upgrade
Shares Outstanding (Basic),559,562,552,561,575,589,595,556,570,390,Upgrade
Shares Outstanding (Diluted),561,565,555,565,579,594,599,559,573,395,Upgrade
Shares Change,-0.71%,1.80%,-1.77%,-2.42%,-2.53%,-0.83%,7.16%,-2.44%,45.06%,8.22%,Upgrade
EPS (Basic),2.59,7.22,3.79,3.44,3.46,4.29,2.40,2.29,1.72,0.65,Upgrade
EPS (Diluted),2.58,7.18,3.77,3.42,3.43,4.25,2.39,2.28,1.71,0.64,Upgrade
EPS Growth,-64.07%,90.45%,10.23%,-0.29%,-19.29%,77.82%,4.82%,33.33%,166.36%,-57.31%,Upgrade
Free Cash Flow Per Share,5.50,4.75,4.48,4.20,3.92,2.93,3.00,1.86,2.22,1.43,Upgrade
Dividend Per Share,1.520,1.320,1.200,1.100,0.960,1.000,0.680,0.580,0.520,0.130,Upgrade
Dividend Growth,15.15%,10.00%,9.09%,14.58%,-4.00%,47.06%,17.24%,11.54%,300.00%,-,Upgrade
Gross Margin,75.67%,77.95%,73.22%,79.46%,79.33%,79.38%,75.57%,71.29%,71.05%,92.37%,Upgrade
Operating Margin,37.75%,37.62%,36.79%,40.83%,41.16%,40.72%,36.38%,37.38%,33.27%,45.66%,Upgrade
Profit Margin,15.01%,44.26%,25.34%,29.52%,31.68%,43.23%,23.95%,27.21%,22.54%,14.68%,Upgrade
Free Cash Flow Margin,31.88%,29.13%,29.97%,35.96%,35.90%,29.57%,29.88%,22.08%,29.04%,32.14%,Upgrade
Effective Tax Rate,17.65%,28.64%,23.95%,21.23%,20.10%,-1.12%,29.07%,21.94%,29.07%,42.01%,Upgrade
EBITDA,"3,403","7,119","3,855","3,401","3,318","3,220","2,804","2,103","1,812",650,Upgrade
EBITDA Margin,35.32%,77.65%,46.76%,51.95%,52.87%,55.11%,46.96%,44.92%,41.64%,37.57%,Upgrade
Depreciation & Amortization,"1,031","1,009",751,662,586,535,610,374,333,156,Upgrade
EBIT,"2,372","6,110","3,104","2,739","2,732","2,685","2,194","1,729","1,479",494,Upgrade
EBIT Margin,24.62%,66.64%,37.65%,41.84%,43.53%,45.95%,36.74%,36.93%,33.98%,28.55%,Upgrade
