Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Revenue,"2,762.05","3,289.5","2,263.91","2,008.7","2,064.71","1,704.35","1,440.05","1,223.27",915.86,765.43,Upgrade
Revenue Growth (YoY),-16.03%,45.30%,12.71%,-2.71%,21.14%,18.35%,17.72%,33.57%,19.65%,19.16%,Upgrade
Gross Profit,"2,762.05","3,289.5","2,263.91","2,008.7","2,064.71","1,704.35","1,440.05","1,223.27",915.86,765.43,Upgrade
"Selling, General & Admin","1,997.07","2,098.19","1,607.49","1,473.82","1,448.61","1,185.39","1,100.04",978.46,694.98,602.26,Upgrade
Other Operating Expenses,68.94,88.88,129.98,97.16,74.02,90.15,78.84,116.15,49.93,32.99,Upgrade
Operating Expenses,"2,066.01","2,187.06","1,737.47","1,570.99","1,522.63","1,275.54","1,178.88","1,094.6",744.91,635.25,Upgrade
Operating Income,696.04,"1,102.44",526.43,437.71,542.08,428.81,261.17,128.67,170.95,130.18,Upgrade
Other Expense / Income,46.9,114.3,47.71,45.23,56.32,44.92,34.34,8.78,15.32,13.22,Upgrade
Pretax Income,649.15,988.14,478.73,392.48,485.76,383.9,226.83,119.89,155.63,116.95,Upgrade
Income Tax,172.63,248.03,128.15,95.05,108.52,258.44,119.3,77.03,68.76,63.69,Upgrade
Net Income,476.52,740.12,350.57,297.44,377.24,125.45,107.53,42.86,86.87,53.26,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0.07,Upgrade
Net Income Common,476.52,740.12,350.57,297.44,377.24,125.45,107.53,42.86,86.87,53.19,Upgrade
Net Income Growth,-35.62%,111.12%,17.87%,-21.15%,200.70%,16.67%,150.86%,-50.66%,63.32%,84.67%,Upgrade
Shares Outstanding (Basic),39,40,41,40,41,40,39,37,36,32,Upgrade
Shares Outstanding (Diluted),41,43,43,43,45,45,44,44,42,38,Upgrade
Shares Change,-5.27%,1.64%,-1.32%,-4.60%,1.01%,1.43%,1.13%,4.44%,8.74%,18.23%,Upgrade
EPS (Basic),12.15,18.48,8.64,7.44,9.29,3.16,2.74,1.15,2.42,1.65,Upgrade
EPS (Diluted),11.61,17.08,8.22,6.89,8.33,2.80,2.43,0.98,2.08,1.38,Upgrade
EPS Growth,-32.03%,107.79%,19.30%,-17.29%,197.50%,15.23%,147.96%,-52.88%,50.72%,55.06%,Upgrade
Free Cash Flow Per Share,12.96,33.88,22.81,10.85,20.11,12.01,10.29,9.46,5.65,6.03,Upgrade
Dividend Per Share,2.840,2.650,2.350,2.240,1.900,1.420,1.270,1.150,1.030,1.130,Upgrade
Dividend Growth,7.17%,12.77%,4.91%,17.89%,33.80%,11.81%,10.43%,11.65%,-8.85%,37.80%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,25.20%,33.51%,23.25%,21.79%,26.25%,25.16%,18.14%,10.52%,18.67%,17.01%,Upgrade
Profit Margin,17.25%,22.50%,15.49%,14.81%,18.27%,7.36%,7.47%,3.50%,9.49%,6.95%,Upgrade
Free Cash Flow Margin,18.40%,41.25%,40.86%,21.60%,39.53%,27.92%,28.02%,28.73%,22.11%,25.37%,Upgrade
Effective Tax Rate,26.59%,25.10%,26.77%,24.22%,22.34%,67.32%,52.60%,64.25%,44.18%,54.46%,Upgrade
EBITDA,719.33,"1,057.56",547.35,457.47,515.13,409.93,252.05,149.53,174.4,133.65,Upgrade
EBITDA Margin,26.04%,32.15%,24.18%,22.77%,24.95%,24.05%,17.50%,12.22%,19.04%,17.46%,Upgrade
Depreciation & Amortization,70.19,69.42,68.63,64.99,29.37,26.03,25.22,29.64,18.77,16.7,Upgrade
EBIT,649.15,988.14,478.73,392.48,485.76,383.9,226.83,119.89,155.63,116.95,Upgrade
EBIT Margin,23.50%,30.04%,21.15%,19.54%,23.53%,22.52%,15.75%,9.80%,16.99%,15.28%,Upgrade
