Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"6,965","5,966","3,767","4,380","4,275","4,108","3,328","2,890","2,735.33","2,626.76",Upgrade
Revenue Growth (YoY),16.74%,58.38%,-14.00%,2.46%,4.07%,23.44%,15.16%,5.65%,4.13%,-1.60%,Upgrade
Gross Profit,"6,965","5,966","3,767","4,380","4,275","4,108","3,328","2,890","2,735.33","2,626.76",Upgrade
"Selling, General & Admin","4,201","4,375","2,795","2,721","2,647","2,714","2,408","1,976","1,882.35","1,758",Upgrade
Operating Expenses,"4,201","4,375","2,795","2,721","2,647","2,714","2,408","1,976","1,882.35","1,758",Upgrade
Operating Income,"2,764","1,591",972,"1,659","1,628","1,394",920,914,852.99,868.76,Upgrade
Other Expense / Income,11,2,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,"2,753","1,589",972,"1,659","1,628","1,394",920,914,852.99,868.76,Upgrade
Income Tax,515,294,155,248,235,208,208,221,220.59,227.47,Upgrade
Net Income,"2,238","1,295",817,"1,411","1,393","1,186",712,693,632.39,641.28,Upgrade
Preferred Dividends,113,142,100,74,70,76,65,32,31.85,31.87,Upgrade
Net Income Common,"2,125","1,153",717,"1,337","1,323","1,110",647,661,600.54,609.41,Upgrade
Net Income Growth,84.30%,60.81%,-46.37%,1.06%,19.19%,71.56%,-2.12%,10.07%,-1.46%,1.69%,Upgrade
Shares Outstanding (Basic),"1,441","1,262","1,017","1,039","1,082","1,085",904,803,820,834,Upgrade
Shares Outstanding (Diluted),"1,465","1,287","1,033","1,056","1,106","1,136",919,817,833,844,Upgrade
Shares Change,13.87%,24.60%,-2.22%,-4.51%,-2.66%,23.66%,12.44%,-1.91%,-1.29%,-2.25%,Upgrade
EPS (Basic),1.47,0.91,0.71,1.29,1.22,1.02,0.72,0.82,0.73,0.73,Upgrade
EPS (Diluted),1.45,0.90,0.69,1.27,1.20,1.00,0.70,0.81,0.72,0.72,Upgrade
EPS Growth,61.11%,30.43%,-45.67%,5.83%,20.00%,42.86%,-13.58%,12.50%,0%,4.35%,Upgrade
Free Cash Flow Per Share,2.65,1.44,1.18,1.41,1.49,1.62,1.21,1.17,1.01,1.09,Upgrade
Dividend Per Share,0.620,0.605,0.600,0.580,0.500,0.350,0.290,0.250,0.210,0.190,Upgrade
Dividend Growth,2.48%,0.83%,3.45%,16.00%,42.86%,20.69%,16.00%,19.05%,10.53%,18.75%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,39.68%,26.67%,25.80%,37.88%,38.08%,33.93%,27.64%,31.63%,31.18%,33.07%,Upgrade
Profit Margin,30.51%,19.33%,19.03%,30.53%,30.95%,27.02%,19.44%,22.87%,21.95%,23.20%,Upgrade
Free Cash Flow Margin,54.75%,30.42%,31.96%,33.49%,37.80%,42.84%,32.90%,32.53%,30.31%,34.68%,Upgrade
Effective Tax Rate,18.71%,18.50%,15.95%,14.95%,14.43%,14.92%,22.61%,24.18%,25.86%,26.18%,Upgrade
EBITDA,"3,237","1,980","1,339","2,045","2,121","1,807","1,300","1,255","1,185.82","1,150.3",Upgrade
EBITDA Margin,46.48%,33.19%,35.55%,46.69%,49.61%,43.99%,39.06%,43.43%,43.35%,43.79%,Upgrade
Depreciation & Amortization,484,391,367,386,493,413,380,341,332.83,281.55,Upgrade
EBIT,"2,753","1,589",972,"1,659","1,628","1,394",920,914,852.99,868.76,Upgrade
EBIT Margin,39.53%,26.63%,25.80%,37.88%,38.08%,33.93%,27.64%,31.63%,31.18%,33.07%,Upgrade
